seriola_lalandi_dorsalis ENSSLDG00000005881
scophthalmus_maximus ENSSMAG00000014174
hippocampus_comes ENSHCOG00000000347
monopterus_albus ENSMALG00000003708
anabas_testudineus ENSATEG00000010865
xiphophorus_couchianus ENSXCOG00000010156
poecilia_reticulata ENSPREG00000014347
cyprinodon_variegatus ENSCVAG00000020990
oreochromis_niloticus ENSONIG00000013463
haplochromis_burtoni ENSHBUG00000009956
acanthochromis_polyacanthus ENSAPOG00000003488
esox_lucius ENSELUG00000014797
astyanax_mexicanus ENSAMXG00000040715
ictalurus_punctatus ENSIPUG00000012037
danio_rerio ENSDARG00000076486
anas_platyrhynchos_platyrhynchos ENSAPLG00000022178
anser_brachyrhynchus ENSABRG00000020561
apteryx_haastii ENSAHAG00000015545
crocodylus_porosus ENSCPRG00005008993
chrysemys_picta_bellii ENSCPBG00000021798
gopherus_agassizii ENSGAGG00000017985
parus_major ENSPMJG00000009798
pogona_vitticeps ENSPVIG00000007845
salvator_merianae ENSSMRG00000007375
phascolarctos_cinereus ENSPCIG00000028035
notamacropus_eugenii ENSMEUG00000010733
monodelphis_domestica ENSMODG00000025764
monodelphis_domestica ENSMODG00000025019
echinops_telfairi ENSETEG00000013764
echinops_telfairi ENSETEG00000012292
loxodonta_africana ENSLAFG00000002966
procavia_capensis ENSPCAG00000012054
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009141
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001886
fukomys_damarensis ENSFDAG00000008325
cavia_porcellus ENSCPOG00000002862
octodon_degus ENSODEG00000002352
dipodomys_ordii ENSDORG00000016469
nannospalax_galili ENSNGAG00000023686
nannospalax_galili ENSNGAG00000024047
rattus_norvegicus ENSRNOG00000005260
mus_spicilegus ENSMSIG00000008135
meriones_unguiculatus ENSMUGG00000018679
meriones_unguiculatus ENSMUGG00000018622
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003399
cricetulus_griseus_crigri-picr ENSCGRG00015007440
cricetulus_griseus_crigri_1.0 ENSCGRG00000012304
cricetulus_griseus_crigri_1.0 ENSCGRG00000017145
mesocricetus_auratus ENSMAUG00000017318
mesocricetus_auratus ENSMAUG00000015261
microtus_ochrogaster ENSMOCG00000011401
urocitellus_parryii ENSUPAG00010019623
marmota_marmota_marmota ENSMMMG00000017039
mus_spicilegus ENSMSIG00000000253
peromyscus_maniculatus_bairdii ENSPEMG00000027971
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000178
jaculus_jaculus ENSJJAG00000002056
marmota_marmota_marmota ENSMMMG00000007926
tupaia_belangeri ENSTBEG00000007702
saimiri_boliviensis_boliviensis ENSSBOG00000036088
saimiri_boliviensis_boliviensis ENSSBOG00000028700
gorilla_gorilla ENSGGOG00000015577
pan_paniscus ENSPPAG00000031158
homo_sapiens ENSG00000143727
nomascus_leucogenys ENSNLEG00000008359
nomascus_leucogenys ENSNLEG00000031876
rhinopithecus_roxellana ENSRROG00000040716
piliocolobus_tephrosceles ENSPTEG00000028076
macaca_fascicularis ENSMFAG00000026470
macaca_nemestrina ENSMNEG00000032902
theropithecus_gelada ENSTGEG00000011113
papio_anubis ENSPANG00000011519
mandrillus_leucophaeus ENSMLEG00000031780
carlito_syrichta ENSTSYG00000027565
microcebus_murinus ENSMICG00000036457
otolemur_garnettii ENSOGAG00000000301
sorex_araneus ENSSARG00000005243
ovis_aries ENSOARG00000005204
bos_taurus ENSBTAG00000053861
tursiops_truncatus ENSTTRG00000010770
sus_scrofa ENSSSCG00000008659
canis_lupus_familiaris ENSCAFG00000030097
canis_lupus_dingo ENSCAFG00020005428
ailuropoda_melanoleuca ENSAMEG00000009554
panthera_pardus ENSPPRG00000020708
pteropus_vampyrus ENSPVAG00000013387
erinaceus_europaeus ENSEEUG00000015468
equus_asinus_asinus ENSEASG00005022000
ochotona_princeps ENSOPRG00000014221
choloepus_hoffmanni ENSCHOG00000003891
choloepus_hoffmanni ENSCHOG00000007739
choloepus_hoffmanni ENSCHOG00000005518
ornithorhynchus_anatinus ENSOANG00000002272
xenopus_tropicalis ENSXETG00000027987
petromyzon_marinus ENSPMAG00000002515
