propithecus_coquereli ENSPCOG00000008034
otolemur_garnettii ENSOGAG00000010191
prolemur_simus ENSPSMG00000008949
piliocolobus_tephrosceles ENSPTEG00000012101
rhinopithecus_roxellana ENSRROG00000038437
macaca_mulatta ENSMMUG00000045312
macaca_fascicularis ENSMFAG00000045303
macaca_nemestrina ENSMNEG00000032753
mandrillus_leucophaeus ENSMLEG00000038338
papio_anubis ENSPANG00000023845
cercocebus_atys ENSCATG00000032932
chlorocebus_sabaeus ENSCSAG00000011017
pan_paniscus ENSPPAG00000033681
pan_troglodytes ENSPTRG00000013325
homo_sapiens ENSG00000101435
gorilla_gorilla ENSGGOG00000015132
pongo_abelii ENSPPYG00000010773
cebus_capucinus_imitator ENSCCAG00000026509
saimiri_boliviensis_boliviensis ENSSBOG00000020799
callithrix_jacchus ENSCJAG00000000691
chlorocebus_sabaeus ENSCSAG00000018263
chlorocebus_sabaeus ENSCSAG00000011012
pongo_abelii ENSPPYG00000010774
urocitellus_parryii ENSUPAG00010009918
spermophilus_dauricus ENSSDAG00000016682
marmota_marmota_marmota ENSMMMG00000004523
ictidomys_tridecemlineatus ENSSTOG00000015564
ictidomys_tridecemlineatus ENSSTOG00000028869
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025335
mus_spicilegus ENSMSIG00000003261
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027445
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024417
rattus_norvegicus ENSRNOG00000005162
meriones_unguiculatus ENSMUGG00000020369
cricetulus_griseus_crigri_1.0 ENSCGRG00000003967
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017812
cricetulus_griseus_crigri-picr ENSCGRG00015005369
mesocricetus_auratus ENSMAUG00000012174
peromyscus_maniculatus_bairdii ENSPEMG00000020106
jaculus_jaculus ENSJJAG00000013510
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017168
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016119
fukomys_damarensis ENSFDAG00000007846
cavia_aperea ENSCAPG00000006498
cavia_porcellus ENSCPOG00000025294
mus_spicilegus ENSMSIG00000003283
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027446
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024418
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025860
rattus_norvegicus ENSRNOG00000005178
meriones_unguiculatus ENSMUGG00000020358
mesocricetus_auratus ENSMAUG00000014409
cricetulus_griseus_crigri-picr ENSCGRG00015005361
microtus_ochrogaster ENSMOCG00000021896
nannospalax_galili ENSNGAG00000020593
fukomys_damarensis ENSFDAG00000003471
urocitellus_parryii ENSUPAG00010009902
castor_canadensis ENSCCNG00000009940
oryctolagus_cuniculus ENSOCUG00000024585
oryctolagus_cuniculus ENSOCUG00000029526
oryctolagus_cuniculus ENSOCUG00000011437
oryctolagus_cuniculus ENSOCUG00000021033
myotis_lucifugus ENSMLUG00000007975
pteropus_vampyrus ENSPVAG00000014296
ursus_maritimus ENSUMAG00000004185
ailuropoda_melanoleuca ENSAMEG00000009916
neovison_vison ENSNVIG00000001485
mustela_putorius_furo ENSMPUG00000001138
canis_lupus_familiaris ENSCAFG00000004298
canis_lupus_dingo ENSCAFG00020006315
vulpes_vulpes ENSVVUG00000003299
panthera_tigris_altaica ENSPTIG00000007266
felis_catus ENSFCAG00000030881
ursus_maritimus ENSUMAG00000004190
ursus_americanus ENSUAMG00000008604
ailuropoda_melanoleuca ENSAMEG00000009918
neovison_vison ENSNVIG00000001498
mustela_putorius_furo ENSMPUG00000001137
ursus_americanus ENSUAMG00000013049
ursus_maritimus ENSUMAG00000004168
capra_hircus ENSCHIG00000022173
ovis_aries ENSOARG00000006146
bos_mutus ENSBMUG00000002841
bos_taurus ENSBTAG00000032687
bison_bison_bison ENSBBBG00000022502
capra_hircus ENSCHIG00000009930
ovis_aries ENSOARG00000006141
tursiops_truncatus ENSTTRG00000013050
sus_scrofa ENSSSCG00000029289
equus_asinus_asinus ENSEASG00005002592
equus_caballus ENSECAG00000010654
loxodonta_africana ENSLAFG00000002805
procavia_capensis ENSPCAG00000008145
echinops_telfairi ENSETEG00000010677
