mola_mola ENSMMOG00000006985
takifugu_rubripes ENSTRUG00000011300
tetraodon_nigroviridis ENSTNIG00000000999
tetraodon_nigroviridis ENSTNIG00000014541
labrus_bergylta ENSLBEG00000028151
labrus_bergylta ENSLBEG00000028130
gasterosteus_aculeatus ENSGACG00000015068
scophthalmus_maximus ENSSMAG00000005559
cynoglossus_semilaevis ENSCSEG00000011466
seriola_dumerili ENSSDUG00000012275
seriola_lalandi_dorsalis ENSSLDG00000014058
mastacembelus_armatus ENSMAMG00000022092
monopterus_albus ENSMALG00000016974
anabas_testudineus ENSATEG00000002437
amphiprion_ocellaris ENSAOCG00000006098
amphiprion_percula ENSAPEG00000003112
acanthochromis_polyacanthus ENSAPOG00000014542
stegastes_partitus ENSSPAG00000017192
poecilia_latipinna ENSPLAG00000011421
poecilia_mexicana ENSPMEG00000003366
poecilia_formosa ENSPFOG00000001326
poecilia_reticulata ENSPREG00000009630
xiphophorus_maculatus ENSXMAG00000001152
xiphophorus_couchianus ENSXCOG00000017667
gambusia_affinis ENSGAFG00000006350
fundulus_heteroclitus ENSFHEG00000020075
cyprinodon_variegatus ENSCVAG00000020122
kryptolebias_marmoratus ENSKMAG00000010990
oryzias_latipes_asm223467v1 ENSORLG00000004864
oryzias_latipes_asm223469v1 ENSORLG00015015794
oryzias_latipes_asm223471v1 ENSORLG00020017649
oryzias_melastigma ENSOMEG00000005822
maylandia_zebra ENSMZEG00005005193
astatotilapia_calliptera ENSACLG00000027762
haplochromis_burtoni ENSHBUG00000008121
pundamilia_nyererei ENSPNYG00000017996
oreochromis_niloticus ENSONIG00000012116
neolamprologus_brichardi ENSNBRG00000012803
amphilophus_citrinellus ENSACIG00000020006
hippocampus_comes ENSHCOG00000011482
periophthalmus_magnuspinnatus ENSPMGG00000020348
esox_lucius ENSELUG00000022870
oryzias_latipes_asm223467v1 ENSORLG00000027619
cyprinodon_variegatus ENSCVAG00000008172
pygocentrus_nattereri ENSPNAG00000010594
astyanax_mexicanus ENSAMXG00000013399
ictalurus_punctatus ENSIPUG00000005102
danio_rerio ENSDARG00000059794
