microcebus_murinus ENSMICG00000036491
otolemur_garnettii ENSOGAG00000007594
pongo_abelii ENSPPYG00000017766
macaca_mulatta ENSMMUG00000043482
cavia_porcellus ENSCPOG00000011510
cavia_aperea ENSCAPG00000010543
chinchilla_lanigera ENSCLAG00000010495
urocitellus_parryii ENSUPAG00010012260
spermophilus_dauricus ENSSDAG00000002738
cricetulus_griseus_crigri-picr ENSCGRG00015013281
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020084
mesocricetus_auratus ENSMAUG00000017684
microtus_ochrogaster ENSMOCG00000004617
peromyscus_maniculatus_bairdii ENSPEMG00000019796
mus_spicilegus ENSMSIG00000005456
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018549
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020545
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017706
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029464
rattus_norvegicus ENSRNOG00000025049
meriones_unguiculatus ENSMUGG00000015708
nannospalax_galili ENSNGAG00000017134
jaculus_jaculus ENSJJAG00000023577
dipodomys_ordii ENSDORG00000010873
ochotona_princeps ENSOPRG00000010605
ailuropoda_melanoleuca ENSAMEG00000010446
mustela_putorius_furo ENSMPUG00000014014
tursiops_truncatus ENSTTRG00000009844
erinaceus_europaeus ENSEEUG00000006147
loxodonta_africana ENSLAFG00000003939
procavia_capensis ENSPCAG00000006977
echinops_telfairi ENSETEG00000008234
