scophthalmus_maximus ENSSMAG00000002731
cynoglossus_semilaevis ENSCSEG00000003671
xiphophorus_couchianus ENSXCOG00000001340
xiphophorus_maculatus ENSXMAG00000028689
gambusia_affinis ENSGAFG00000003979
poecilia_latipinna ENSPLAG00000013947
poecilia_formosa ENSPFOG00000016428
poecilia_mexicana ENSPMEG00000020250
fundulus_heteroclitus ENSFHEG00000015664
kryptolebias_marmoratus ENSKMAG00000022154
oryzias_latipes_asm223467v1 ENSORLG00000017747
oryzias_latipes_asm223471v1 ENSORLG00020016828
oryzias_latipes_asm223469v1 ENSORLG00015015048
oryzias_melastigma ENSOMEG00000002137
pundamilia_nyererei ENSPNYG00000001611
astatotilapia_calliptera ENSACLG00000026921
maylandia_zebra ENSMZEG00005004342
haplochromis_burtoni ENSHBUG00000011713
neolamprologus_brichardi ENSNBRG00000002197
oreochromis_niloticus ENSONIG00000005659
amphilophus_citrinellus ENSACIG00000009428
labrus_bergylta ENSLBEG00000016220
gasterosteus_aculeatus ENSGACG00000007582
takifugu_rubripes ENSTRUG00000023136
mastacembelus_armatus ENSMAMG00000001730
anabas_testudineus ENSATEG00000021296
seriola_dumerili ENSSDUG00000006776
seriola_lalandi_dorsalis ENSSLDG00000022637
monopterus_albus ENSMALG00000021525
amphiprion_ocellaris ENSAOCG00000022998
amphiprion_percula ENSAPEG00000006623
acanthochromis_polyacanthus ENSAPOG00000000748
stegastes_partitus ENSSPAG00000022267
stegastes_partitus ENSSPAG00000022274
mola_mola ENSMMOG00000015474
hippocampus_comes ENSHCOG00000009390
periophthalmus_magnuspinnatus ENSPMGG00000013651
gadus_morhua ENSGMOG00000018905
esox_lucius ENSELUG00000023186
paramormyrops_kingsleyae ENSPKIG00000016236
scleropages_formosus ENSSFOG00015014782
pygocentrus_nattereri ENSPNAG00000028157
astyanax_mexicanus ENSAMXG00000038305
ictalurus_punctatus ENSIPUG00000004871
danio_rerio ENSDARG00000042876
lepisosteus_oculatus ENSLOCG00000001211
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006120
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015803
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021044
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020390
fukomys_damarensis ENSFDAG00000009735
octodon_degus ENSODEG00000008655
octodon_degus ENSODEG00000020314
octodon_degus ENSODEG00000011979
