xenopus_tropicalis ENSXETG00000014066
latimeria_chalumnae ENSLACG00000013735
pygocentrus_nattereri ENSPNAG00000019319
astyanax_mexicanus ENSAMXG00000039367
ictalurus_punctatus ENSIPUG00000007377
tetraodon_nigroviridis ENSTNIG00000004831
tetraodon_nigroviridis ENSTNIG00000004834
takifugu_rubripes ENSTRUG00000000657
labrus_bergylta ENSLBEG00000028192
scophthalmus_maximus ENSSMAG00000019993
cynoglossus_semilaevis ENSCSEG00000011507
seriola_lalandi_dorsalis ENSSLDG00000015243
seriola_dumerili ENSSDUG00000016852
monopterus_albus ENSMALG00000009712
mastacembelus_armatus ENSMAMG00000020850
anabas_testudineus ENSATEG00000023458
anabas_testudineus ENSATEG00000023443
gasterosteus_aculeatus ENSGACG00000015342
amphiprion_ocellaris ENSAOCG00000017976
amphiprion_percula ENSAPEG00000014798
acanthochromis_polyacanthus ENSAPOG00000020177
stegastes_partitus ENSSPAG00000000768
astatotilapia_calliptera ENSACLG00000001210
haplochromis_burtoni ENSHBUG00000022648
maylandia_zebra ENSMZEG00005005632
pundamilia_nyererei ENSPNYG00000018841
neolamprologus_brichardi ENSNBRG00000023621
oreochromis_niloticus ENSONIG00000007232
amphilophus_citrinellus ENSACIG00000002735
xiphophorus_maculatus ENSXMAG00000014233
xiphophorus_couchianus ENSXCOG00000000487
gambusia_affinis ENSGAFG00000009084
poecilia_formosa ENSPFOG00000000823
poecilia_mexicana ENSPMEG00000020503
poecilia_latipinna ENSPLAG00000002370
poecilia_reticulata ENSPREG00000002923
fundulus_heteroclitus ENSFHEG00000003305
cyprinodon_variegatus ENSCVAG00000008387
oryzias_latipes_asm223467v1 ENSORLG00000014600
oryzias_latipes_asm223469v1 ENSORLG00015014227
oryzias_latipes_asm223471v1 ENSORLG00020016294
oryzias_melastigma ENSOMEG00000014974
kryptolebias_marmoratus ENSKMAG00000006706
hippocampus_comes ENSHCOG00000017628
periophthalmus_magnuspinnatus ENSPMGG00000012084
gadus_morhua ENSGMOG00000012671
danio_rerio ENSDARG00000042826
esox_lucius ENSELUG00000017265
scleropages_formosus ENSSFOG00015010929
paramormyrops_kingsleyae ENSPKIG00000000900
lepisosteus_oculatus ENSLOCG00000006850
scophthalmus_maximus ENSSMAG00000004228
cynoglossus_semilaevis ENSCSEG00000002793
seriola_lalandi_dorsalis ENSSLDG00000024281
amphiprion_ocellaris ENSAOCG00000015371
kryptolebias_marmoratus ENSKMAG00000017309
monopterus_albus ENSMALG00000014418
gasterosteus_aculeatus ENSGACG00000011142
labrus_bergylta ENSLBEG00000001215
oryzias_latipes_asm223467v1 ENSORLG00000027769
oryzias_latipes_asm223469v1 ENSORLG00015005437
oryzias_melastigma ENSOMEG00000001126
poecilia_mexicana ENSPMEG00000002160
poecilia_formosa ENSPFOG00000017738
poecilia_latipinna ENSPLAG00000001525
poecilia_reticulata ENSPREG00000011993
gambusia_affinis ENSGAFG00000014661
xiphophorus_maculatus ENSXMAG00000004898
xiphophorus_couchianus ENSXCOG00000003588
tetraodon_nigroviridis ENSTNIG00000018682
takifugu_rubripes ENSTRUG00000012225
mastacembelus_armatus ENSMAMG00000022579
anabas_testudineus ENSATEG00000019194
seriola_dumerili ENSSDUG00000005518
fundulus_heteroclitus ENSFHEG00000006706
cyprinodon_variegatus ENSCVAG00000006793
amphiprion_percula ENSAPEG00000014037
acanthochromis_polyacanthus ENSAPOG00000012234
stegastes_partitus ENSSPAG00000017791
pundamilia_nyererei ENSPNYG00000020385
maylandia_zebra ENSMZEG00005002857
haplochromis_burtoni ENSHBUG00000004545
astatotilapia_calliptera ENSACLG00000001824
neolamprologus_brichardi ENSNBRG00000007168
oreochromis_niloticus ENSONIG00000015461
amphilophus_citrinellus ENSACIG00000012188
periophthalmus_magnuspinnatus ENSPMGG00000007835
gadus_morhua ENSGMOG00000020466
esox_lucius ENSELUG00000005228
astyanax_mexicanus ENSAMXG00000012752
pygocentrus_nattereri ENSPNAG00000014627
ictalurus_punctatus ENSIPUG00000023867
scleropages_formosus ENSSFOG00015008810
gallus_gallus ENSGALG00000040971
coturnix_japonica ENSCJPG00005015880
numida_meleagris ENSNMEG00000014977
anser_brachyrhynchus ENSABRG00000020724
junco_hyemalis ENSJHYG00000015878
ficedula_albicollis ENSFALG00000013277
lonchura_striata_domestica ENSLSDG00000013746
parus_major ENSPMJG00000015401
lepidothrix_coronata ENSLCOG00000005650
calidris_pygmaea ENSCPGG00000016605
apteryx_rowi ENSARWG00000001248
apteryx_haastii ENSAHAG00000009048
