poecilia_latipinna ENSPLAG00000009945
acanthochromis_polyacanthus ENSAPOG00000019651
oryzias_latipes_asm223467v1 ENSORLG00000017940
oryzias_latipes_asm223469v1 ENSORLG00015013374
oryzias_latipes_asm223471v1 ENSORLG00020015574
oryzias_melastigma ENSOMEG00000002407
mastacembelus_armatus ENSMAMG00000002593
maylandia_zebra ENSMZEG00005021010
astatotilapia_calliptera ENSACLG00000019887
pundamilia_nyererei ENSPNYG00000014054
neolamprologus_brichardi ENSNBRG00000012646
oreochromis_niloticus ENSONIG00000001600
cynoglossus_semilaevis ENSCSEG00000018161
labrus_bergylta ENSLBEG00000026646
gasterosteus_aculeatus ENSGACG00000006251
anabas_testudineus ENSATEG00000011323
amphiprion_percula ENSAPEG00000001736
amphiprion_ocellaris ENSAOCG00000006329
stegastes_partitus ENSSPAG00000014454
mola_mola ENSMMOG00000014939
seriola_dumerili ENSSDUG00000009266
seriola_lalandi_dorsalis ENSSLDG00000017559
scophthalmus_maximus ENSSMAG00000002251
monopterus_albus ENSMALG00000013133
haplochromis_burtoni ENSHBUG00000007002
hippocampus_comes ENSHCOG00000019579
tetraodon_nigroviridis ENSTNIG00000005581
takifugu_rubripes ENSTRUG00000005867
kryptolebias_marmoratus ENSKMAG00000011248
acanthochromis_polyacanthus ENSAPOG00000012157
amphilophus_citrinellus ENSACIG00000004156
periophthalmus_magnuspinnatus ENSPMGG00000016682
poecilia_formosa ENSPFOG00000013167
poecilia_reticulata ENSPREG00000001558
xiphophorus_maculatus ENSXMAG00000004986
xiphophorus_couchianus ENSXCOG00000006482
gambusia_affinis ENSGAFG00000020804
labrus_bergylta ENSLBEG00000002189
gadus_morhua ENSGMOG00000017415
pygocentrus_nattereri ENSPNAG00000013001
astyanax_mexicanus ENSAMXG00000014374
danio_rerio ENSDARG00000020469
scleropages_formosus ENSSFOG00015021548
paramormyrops_kingsleyae ENSPKIG00000018594
lepisosteus_oculatus ENSLOCG00000016953
anser_brachyrhynchus ENSABRG00000003303
anas_platyrhynchos_platyrhynchos ENSAPLG00000002702
gallus_gallus ENSGALG00000015596
coturnix_japonica ENSCJPG00005002267
meleagris_gallopavo ENSMGAG00000013620
parus_major ENSPMJG00000001473
cyanistes_caeruleus ENSCCEG00000016070
ficedula_albicollis ENSFALG00000003169
lonchura_striata_domestica ENSLSDG00000013265
taeniopygia_guttata ENSTGUG00000012360
serinus_canaria ENSSCAG00000001787
junco_hyemalis ENSJHYG00000000772
zonotrichia_albicollis ENSZALG00000006024
lepidothrix_coronata ENSLCOG00000016121
melopsittacus_undulatus ENSMUNG00000007000
calidris_pygmaea ENSCPGG00000005526
calidris_pugnax ENSCPUG00000009636
apteryx_haastii ENSAHAG00000017430
apteryx_owenii ENSAOWG00000013202
apteryx_rowi ENSARWG00000014027
dromaius_novaehollandiae ENSDNVG00000004944
nothoprocta_perdicaria ENSNPEG00000013193
crocodylus_porosus ENSCPRG00005017287
gopherus_agassizii ENSGAGG00000021391
chelonoidis_abingdonii ENSCABG00000022596
chrysemys_picta_bellii ENSCPBG00000020253
pogona_vitticeps ENSPVIG00000002948
anolis_carolinensis ENSACAG00000008524
notechis_scutatus ENSNSUG00000017528
salvator_merianae ENSSMRG00000017571
sphenodon_punctatus ENSSPUG00000001655
phascolarctos_cinereus ENSPCIG00000023309
notamacropus_eugenii ENSMEUG00000007306
sarcophilus_harrisii ENSSHAG00000017677
monodelphis_domestica ENSMODG00000018170
loxodonta_africana ENSLAFG00000018639
procavia_capensis ENSPCAG00000007222
echinops_telfairi ENSETEG00000003724
sorex_araneus ENSSARG00000005392
erinaceus_europaeus ENSEEUG00000007056
equus_caballus ENSECAG00000010753
equus_asinus_asinus ENSEASG00005006040
pteropus_vampyrus ENSPVAG00000005722
myotis_lucifugus ENSMLUG00000003344
sus_scrofa ENSSSCG00000004334
vicugna_pacos ENSVPAG00000004164
ovis_aries ENSOARG00000012321
capra_hircus ENSCHIG00000011803
bos_taurus ENSBTAG00000002625
bos_mutus ENSBMUG00000016745
bison_bison_bison ENSBBBG00000000569
tursiops_truncatus ENSTTRG00000015408
ursus_americanus ENSUAMG00000024417
ursus_maritimus ENSUMAG00000011560
ailuropoda_melanoleuca ENSAMEG00000003532
mustela_putorius_furo ENSMPUG00000009090
neovison_vison ENSNVIG00000001249
canis_lupus_familiaris ENSCAFG00000003123
canis_lupus_dingo ENSCAFG00020016240
vulpes_vulpes ENSVVUG00000014101
panthera_pardus ENSPPRG00000021480
panthera_tigris_altaica ENSPTIG00000018331
felis_catus ENSFCAG00000030907
chinchilla_lanigera ENSCLAG00000011965
octodon_degus ENSODEG00000007748
cavia_porcellus ENSCPOG00000008242
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001026
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013570
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007787
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002920
fukomys_damarensis ENSFDAG00000002571
spermophilus_dauricus ENSSDAG00000002701
urocitellus_parryii ENSUPAG00010019179
marmota_marmota_marmota ENSMMMG00000010706
ictidomys_tridecemlineatus ENSSTOG00000009986
dipodomys_ordii ENSDORG00000013233
dipodomys_ordii ENSDORG00000028795
castor_canadensis ENSCCNG00000010144
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006542
cricetulus_griseus_crigri-picr ENSCGRG00015008268
cricetulus_griseus_crigri_1.0 ENSCGRG00000008220
peromyscus_maniculatus_bairdii ENSPEMG00000012318
microtus_ochrogaster ENSMOCG00000012453
mus_spicilegus ENSMSIG00000013484
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026809
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028284
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025861
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023984
rattus_norvegicus ENSRNOG00000005724
rattus_norvegicus ENSRNOG00000047516
meriones_unguiculatus ENSMUGG00000018471
meriones_unguiculatus ENSMUGG00000016515
nannospalax_galili ENSNGAG00000010186
jaculus_jaculus ENSJJAG00000020494
oryctolagus_cuniculus ENSOCUG00000001698
ochotona_princeps ENSOPRG00000001889
tupaia_belangeri ENSTBEG00000011264
pan_paniscus ENSPPAG00000027822
pan_troglodytes ENSPTRG00000018427
homo_sapiens ENSG00000135341
gorilla_gorilla ENSGGOG00000024243
pongo_abelii ENSPPYG00000016850
nomascus_leucogenys ENSNLEG00000013337
macaca_mulatta ENSMMUG00000006512
macaca_nemestrina ENSMNEG00000039436
macaca_fascicularis ENSMFAG00000035469
theropithecus_gelada ENSTGEG00000020921
papio_anubis ENSPANG00000021959
cercocebus_atys ENSCATG00000043799
mandrillus_leucophaeus ENSMLEG00000039595
chlorocebus_sabaeus ENSCSAG00000017272
piliocolobus_tephrosceles ENSPTEG00000014510
colobus_angolensis_palliatus ENSCANG00000017071
rhinopithecus_bieti ENSRBIG00000021335
rhinopithecus_roxellana ENSRROG00000031520
cebus_capucinus_imitator ENSCCAG00000026856
saimiri_boliviensis_boliviensis ENSSBOG00000032871
callithrix_jacchus ENSCJAG00000001026
aotus_nancymaae ENSANAG00000026953
carlito_syrichta ENSTSYG00000005146
prolemur_simus ENSPSMG00000019473
propithecus_coquereli ENSPCOG00000014123
microcebus_murinus ENSMICG00000002723
otolemur_garnettii ENSOGAG00000006039
choloepus_hoffmanni ENSCHOG00000001962
dasypus_novemcinctus ENSDNOG00000000605
ornithorhynchus_anatinus ENSOANG00000008928
ornithorhynchus_anatinus ENSOANG00000022562
xenopus_tropicalis ENSXETG00000018737
latimeria_chalumnae ENSLACG00000009829
petromyzon_marinus ENSPMAG00000007978
