parus_major ENSPMJG00000000263
cyanistes_caeruleus ENSCCEG00000020066
taeniopygia_guttata ENSTGUG00000014552
ficedula_albicollis ENSFALG00000011008
junco_hyemalis ENSJHYG00000009483
zonotrichia_albicollis ENSZALG00000000648
calidris_pugnax ENSCPUG00000008554
numida_meleagris ENSNMEG00000007135
meleagris_gallopavo ENSMGAG00000014069
anser_brachyrhynchus ENSABRG00000006303
meleagris_gallopavo ENSMGAG00000017416
anas_platyrhynchos_platyrhynchos ENSAPLG00000022025
calidris_pygmaea ENSCPGG00000013056
nothoprocta_perdicaria ENSNPEG00000012285
apteryx_owenii ENSAOWG00000019251
apteryx_haastii ENSAHAG00000015419
apteryx_rowi ENSARWG00000005196
crocodylus_porosus ENSCPRG00005003406
chelonoidis_abingdonii ENSCABG00000005281
gopherus_agassizii ENSGAGG00000008166
chrysemys_picta_bellii ENSCPBG00000019255
pogona_vitticeps ENSPVIG00000009488
anolis_carolinensis ENSACAG00000000002
salvator_merianae ENSSMRG00000013618
notechis_scutatus ENSNSUG00000005530
sphenodon_punctatus ENSSPUG00000010190
mus_spicilegus ENSMSIG00000013991
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013629
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028070
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027075
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029306
rattus_norvegicus ENSRNOG00000026474
meriones_unguiculatus ENSMUGG00000027025
cricetulus_griseus_crigri-picr ENSCGRG00015025842
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017687
cricetulus_griseus_crigri_1.0 ENSCGRG00000008756
mesocricetus_auratus ENSMAUG00000003111
microtus_ochrogaster ENSMOCG00000004643
peromyscus_maniculatus_bairdii ENSPEMG00000007285
nannospalax_galili ENSNGAG00000010023
jaculus_jaculus ENSJJAG00000022080
castor_canadensis ENSCCNG00000004209
dipodomys_ordii ENSDORG00000010134
chinchilla_lanigera ENSCLAG00000015929
octodon_degus ENSODEG00000006683
cavia_porcellus ENSCPOG00000003826
cavia_aperea ENSCAPG00000012712
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006039
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015674
fukomys_damarensis ENSFDAG00000017725
spermophilus_dauricus ENSSDAG00000024781
ictidomys_tridecemlineatus ENSSTOG00000011317
urocitellus_parryii ENSUPAG00010006362
marmota_marmota_marmota ENSMMMG00000020638
oryctolagus_cuniculus ENSOCUG00000016989
ochotona_princeps ENSOPRG00000010631
pan_troglodytes ENSPTRG00000011756
pan_paniscus ENSPPAG00000041472
gorilla_gorilla ENSGGOG00000011620
homo_sapiens ENSG00000084774
pongo_abelii ENSPPYG00000012557
nomascus_leucogenys ENSNLEG00000003093
mandrillus_leucophaeus ENSMLEG00000031669
cercocebus_atys ENSCATG00000029790
papio_anubis ENSPANG00000015738
theropithecus_gelada ENSTGEG00000023155
macaca_fascicularis ENSMFAG00000036356
macaca_mulatta ENSMMUG00000010269
macaca_nemestrina ENSMNEG00000031104
chlorocebus_sabaeus ENSCSAG00000009681
rhinopithecus_bieti ENSRBIG00000022214
rhinopithecus_roxellana ENSRROG00000036713
piliocolobus_tephrosceles ENSPTEG00000004358
colobus_angolensis_palliatus ENSCANG00000033265
cebus_capucinus_imitator ENSCCAG00000037042
callithrix_jacchus ENSCJAG00000001126
saimiri_boliviensis_boliviensis ENSSBOG00000033880
aotus_nancymaae ENSANAG00000022610
carlito_syrichta ENSTSYG00000028069
propithecus_coquereli ENSPCOG00000023312
prolemur_simus ENSPSMG00000003509
microcebus_murinus ENSMICG00000017084
otolemur_garnettii ENSOGAG00000016893
capra_hircus ENSCHIG00000022371
ovis_aries ENSOARG00000019222
bos_mutus ENSBMUG00000008616
bos_taurus ENSBTAG00000017894
bison_bison_bison ENSBBBG00000016602
tursiops_truncatus ENSTTRG00000012511
sus_scrofa ENSSSCG00000028978
equus_asinus_asinus ENSEASG00005009550
equus_caballus ENSECAG00000014690
pteropus_vampyrus ENSPVAG00000015155
myotis_lucifugus ENSMLUG00000001409
ursus_americanus ENSUAMG00000006932
ursus_maritimus ENSUMAG00000020632
ailuropoda_melanoleuca ENSAMEG00000001664
neovison_vison ENSNVIG00000016907
mustela_putorius_furo ENSMPUG00000009526
canis_lupus_familiaris ENSCAFG00000004767
canis_lupus_dingo ENSCAFG00020024313
vulpes_vulpes ENSVVUG00000016280
felis_catus ENSFCAG00000015145
panthera_pardus ENSPPRG00000000884
tupaia_belangeri ENSTBEG00000007128
sorex_araneus ENSSARG00000004018
dasypus_novemcinctus ENSDNOG00000004535
loxodonta_africana ENSLAFG00000012259
procavia_capensis ENSPCAG00000014216
echinops_telfairi ENSETEG00000009879
phascolarctos_cinereus ENSPCIG00000012616
notamacropus_eugenii ENSMEUG00000013851
sarcophilus_harrisii ENSSHAG00000012598
monodelphis_domestica ENSMODG00000015693
ornithorhynchus_anatinus ENSOANG00000003933
xenopus_tropicalis ENSXETG00000016401
latimeria_chalumnae ENSLACG00000011581
hippocampus_comes ENSHCOG00000013126
hippocampus_comes ENSHCOG00000013151
labrus_bergylta ENSLBEG00000006424
takifugu_rubripes ENSTRUG00000019550
monopterus_albus ENSMALG00000004363
mastacembelus_armatus ENSMAMG00000019140
anabas_testudineus ENSATEG00000022609
seriola_dumerili ENSSDUG00000003396
seriola_lalandi_dorsalis ENSSLDG00000007917
amphiprion_ocellaris ENSAOCG00000006496
amphiprion_percula ENSAPEG00000012877
acanthochromis_polyacanthus ENSAPOG00000018089
stegastes_partitus ENSSPAG00000003422
maylandia_zebra ENSMZEG00005028339
maylandia_zebra ENSMZEG00005013202
astatotilapia_calliptera ENSACLG00000006932
astatotilapia_calliptera ENSACLG00000002358
haplochromis_burtoni ENSHBUG00000002090
pundamilia_nyererei ENSPNYG00000006202
neolamprologus_brichardi ENSNBRG00000009948
maylandia_zebra ENSMZEG00005019557
oreochromis_niloticus ENSONIG00000015784
amphilophus_citrinellus ENSACIG00000001012
poecilia_formosa ENSPFOG00000001852
poecilia_mexicana ENSPMEG00000024258
poecilia_latipinna ENSPLAG00000008700
poecilia_reticulata ENSPREG00000018350
xiphophorus_maculatus ENSXMAG00000005369
xiphophorus_couchianus ENSXCOG00000019100
gambusia_affinis ENSGAFG00000006374
cyprinodon_variegatus ENSCVAG00000017366
fundulus_heteroclitus ENSFHEG00000010408
kryptolebias_marmoratus ENSKMAG00000012829
oryzias_latipes_asm223471v1 ENSORLG00020002605
oryzias_latipes_asm223467v1 ENSORLG00000008703
oryzias_latipes_asm223469v1 ENSORLG00015017869
labrus_bergylta ENSLBEG00000016709
labrus_bergylta ENSLBEG00000003754
gasterosteus_aculeatus ENSGACG00000006047
scophthalmus_maximus ENSSMAG00000005292
cynoglossus_semilaevis ENSCSEG00000004562
mola_mola ENSMMOG00000015751
tetraodon_nigroviridis ENSTNIG00000005430
