pan_troglodytes ENSPTRG00000046778
gorilla_gorilla ENSGGOG00000041429
nomascus_leucogenys ENSNLEG00000034846
papio_anubis ENSPANG00000033290
theropithecus_gelada ENSTGEG00000023274
macaca_mulatta ENSMMUG00000045160
colobus_angolensis_palliatus ENSCANG00000013053
piliocolobus_tephrosceles ENSPTEG00000019921
rhinopithecus_roxellana ENSRROG00000041559
rhinopithecus_bieti ENSRBIG00000037395
colobus_angolensis_palliatus ENSCANG00000029893
macaca_fascicularis ENSMFAG00000038254
macaca_nemestrina ENSMNEG00000030695
cercocebus_atys ENSCATG00000032147
mandrillus_leucophaeus ENSMLEG00000040035
papio_anubis ENSPANG00000034705
saimiri_boliviensis_boliviensis ENSSBOG00000020674
cebus_capucinus_imitator ENSCCAG00000020562
aotus_nancymaae ENSANAG00000036911
cebus_capucinus_imitator ENSCCAG00000030891
capra_hircus ENSCHIG00000016514
sus_scrofa ENSSSCG00000032519
