sarcophilus_harrisii ENSSHAG00000015617
phascolarctos_cinereus ENSPCIG00000028826
ornithorhynchus_anatinus ENSOANG00000002384
chelonoidis_abingdonii ENSCABG00000002604
gopherus_agassizii ENSGAGG00000017699
chrysemys_picta_bellii ENSCPBG00000022867
pelodiscus_sinensis ENSPSIG00000017927
anolis_carolinensis ENSACAG00000010384
pogona_vitticeps ENSPVIG00000004658
salvator_merianae ENSSMRG00000020959
sphenodon_punctatus ENSSPUG00000005724
crocodylus_porosus ENSCPRG00005005897
junco_hyemalis ENSJHYG00000016074
ficedula_albicollis ENSFALG00000000640
parus_major ENSPMJG00000006649
cyanistes_caeruleus ENSCCEG00000000573
lepidothrix_coronata ENSLCOG00000016080
melopsittacus_undulatus ENSMUNG00000016236
calidris_pygmaea ENSCPGG00000015193
calidris_pugnax ENSCPUG00000015853
anser_brachyrhynchus ENSABRG00000022254
anas_platyrhynchos_platyrhynchos ENSAPLG00000027146
gallus_gallus ENSGALG00000046564
coturnix_japonica ENSCJPG00005013759
meleagris_gallopavo ENSMGAG00000002766
numida_meleagris ENSNMEG00000018227
apteryx_owenii ENSAOWG00000002023
apteryx_haastii ENSAHAG00000012795
apteryx_rowi ENSARWG00000003148
dromaius_novaehollandiae ENSDNVG00000013701
nothoprocta_perdicaria ENSNPEG00000009681
pan_troglodytes ENSPTRG00000013069
homo_sapiens ENSG00000182177
gorilla_gorilla ENSGGOG00000005521
nomascus_leucogenys ENSNLEG00000010665
rhinopithecus_roxellana ENSRROG00000011244
rhinopithecus_bieti ENSRBIG00000025110
colobus_angolensis_palliatus ENSCANG00000033086
piliocolobus_tephrosceles ENSPTEG00000035102
cercocebus_atys ENSCATG00000033942
mandrillus_leucophaeus ENSMLEG00000037239
papio_anubis ENSPANG00000005054
theropithecus_gelada ENSTGEG00000021739
chlorocebus_sabaeus ENSCSAG00000006216
macaca_fascicularis ENSMFAG00000042948
macaca_mulatta ENSMMUG00000017403
macaca_nemestrina ENSMNEG00000029927
cebus_capucinus_imitator ENSCCAG00000024264
saimiri_boliviensis_boliviensis ENSSBOG00000029537
callithrix_jacchus ENSCJAG00000004432
aotus_nancymaae ENSANAG00000038140
carlito_syrichta ENSTSYG00000027790
propithecus_coquereli ENSPCOG00000021286
prolemur_simus ENSPSMG00000014970
microcebus_murinus ENSMICG00000042020
otolemur_garnettii ENSOGAG00000027887
castor_canadensis ENSCCNG00000012581
canis_lupus_familiaris ENSCAFG00000012159
canis_lupus_dingo ENSCAFG00020024438
ailuropoda_melanoleuca ENSAMEG00000001745
panthera_pardus ENSPPRG00000010778
felis_catus ENSFCAG00000025253
myotis_lucifugus ENSMLUG00000011493
capra_hircus ENSCHIG00000024789
ovis_aries ENSOARG00000019126
bos_mutus ENSBMUG00000024550
bos_taurus ENSBTAG00000002024
bison_bison_bison ENSBBBG00000022207
sus_scrofa ENSSSCG00000016318
equus_asinus_asinus ENSEASG00005020036
chinchilla_lanigera ENSCLAG00000007670
octodon_degus ENSODEG00000008270
cavia_porcellus ENSCPOG00000008264
cavia_aperea ENSCAPG00000014529
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018519
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002620
mus_spicilegus ENSMSIG00000026105
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015210
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067081
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014406
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027642
rattus_norvegicus ENSRNOG00000019557
meriones_unguiculatus ENSMUGG00000009852
cricetulus_griseus_crigri-picr ENSCGRG00015013469
cricetulus_griseus_crigri_1.0 ENSCGRG00000017371
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024506
mesocricetus_auratus ENSMAUG00000011343
microtus_ochrogaster ENSMOCG00000021264
peromyscus_maniculatus_bairdii ENSPEMG00000021968
nannospalax_galili ENSNGAG00000016636
marmota_marmota_marmota ENSMMMG00000003806
spermophilus_dauricus ENSSDAG00000021957
ictidomys_tridecemlineatus ENSSTOG00000022409
urocitellus_parryii ENSUPAG00010020926
oryctolagus_cuniculus ENSOCUG00000028035
dasypus_novemcinctus ENSDNOG00000043632
fukomys_damarensis ENSFDAG00000009260
neovison_vison ENSNVIG00000005978
mustela_putorius_furo ENSMPUG00000002417
equus_caballus ENSECAG00000009378
pongo_abelii ENSPPYG00000013304
ochotona_princeps ENSOPRG00000003545
tursiops_truncatus ENSTTRG00000014316
pteropus_vampyrus ENSPVAG00000005756
echinops_telfairi ENSETEG00000016439
ornithorhynchus_anatinus ENSOANG00000004216
latimeria_chalumnae ENSLACG00000004254
