labrus_bergylta ENSLBEG00000021326
gasterosteus_aculeatus ENSGACG00000002117
monopterus_albus ENSMALG00000019957
mastacembelus_armatus ENSMAMG00000022318
anabas_testudineus ENSATEG00000005787
seriola_lalandi_dorsalis ENSSLDG00000013762
seriola_dumerili ENSSDUG00000009619
scophthalmus_maximus ENSSMAG00000005571
amphiprion_ocellaris ENSAOCG00000019315
amphiprion_percula ENSAPEG00000022198
acanthochromis_polyacanthus ENSAPOG00000002687
stegastes_partitus ENSSPAG00000011461
pundamilia_nyererei ENSPNYG00000002645
haplochromis_burtoni ENSHBUG00000008186
maylandia_zebra ENSMZEG00005015502
astatotilapia_calliptera ENSACLG00000005371
oreochromis_niloticus ENSONIG00000007638
amphilophus_citrinellus ENSACIG00000001531
cynoglossus_semilaevis ENSCSEG00000019609
takifugu_rubripes ENSTRUG00000004170
tetraodon_nigroviridis ENSTNIG00000007142
mola_mola ENSMMOG00000008684
xiphophorus_maculatus ENSXMAG00000007946
xiphophorus_couchianus ENSXCOG00000005889
gambusia_affinis ENSGAFG00000004807
poecilia_formosa ENSPFOG00000012750
poecilia_latipinna ENSPLAG00000021456
poecilia_mexicana ENSPMEG00000009938
poecilia_reticulata ENSPREG00000020338
fundulus_heteroclitus ENSFHEG00000009190
cyprinodon_variegatus ENSCVAG00000012896
kryptolebias_marmoratus ENSKMAG00000016850
oryzias_latipes_asm223469v1 ENSORLG00015003289
oryzias_latipes_asm223471v1 ENSORLG00020006980
oryzias_latipes_asm223467v1 ENSORLG00000002784
oryzias_melastigma ENSOMEG00000008208
hippocampus_comes ENSHCOG00000000261
neolamprologus_brichardi ENSNBRG00000019251
periophthalmus_magnuspinnatus ENSPMGG00000003374
gadus_morhua ENSGMOG00000008604
astyanax_mexicanus ENSAMXG00000030801
pygocentrus_nattereri ENSPNAG00000022235
ictalurus_punctatus ENSIPUG00000002307
danio_rerio ENSDARG00000003373
esox_lucius ENSELUG00000011253
scleropages_formosus ENSSFOG00015016770
paramormyrops_kingsleyae ENSPKIG00000024071
chinchilla_lanigera ENSCLAG00000008834
octodon_degus ENSODEG00000009515
cavia_aperea ENSCAPG00000014926
cavia_porcellus ENSCPOG00000031805
chinchilla_lanigera ENSCLAG00000016764
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013100
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017304
fukomys_damarensis ENSFDAG00000021461
oryctolagus_cuniculus ENSOCUG00000002638
tupaia_belangeri ENSTBEG00000003545
gorilla_gorilla ENSGGOG00000003255
homo_sapiens ENSG00000114744
pan_paniscus ENSPPAG00000039238
pan_troglodytes ENSPTRG00000015520
pongo_abelii ENSPPYG00000014200
nomascus_leucogenys ENSNLEG00000029867
theropithecus_gelada ENSTGEG00000006753
cercocebus_atys ENSCATG00000030583
mandrillus_leucophaeus ENSMLEG00000043537
chlorocebus_sabaeus ENSCSAG00000011515
papio_anubis ENSPANG00000025218
macaca_fascicularis ENSMFAG00000003013
macaca_mulatta ENSMMUG00000018983
macaca_nemestrina ENSMNEG00000031832
rhinopithecus_roxellana ENSRROG00000042202
rhinopithecus_bieti ENSRBIG00000031068
piliocolobus_tephrosceles ENSPTEG00000006190
colobus_angolensis_palliatus ENSCANG00000034284
callithrix_jacchus ENSCJAG00000001327
