sarcophilus_harrisii ENSSHAG00000002091
monodelphis_domestica ENSMODG00000002173
phascolarctos_cinereus ENSPCIG00000036792
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032702
mus_spicilegus ENSMSIG00000019936
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031952
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031584
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023182
rattus_norvegicus ENSRNOG00000021521
meriones_unguiculatus ENSMUGG00000025476
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005850
cricetulus_griseus_crigri-picr ENSCGRG00015012556
peromyscus_maniculatus_bairdii ENSPEMG00000001162
nannospalax_galili ENSNGAG00000000886
castor_canadensis ENSCCNG00000020049
carlito_syrichta ENSTSYG00000008906
ornithorhynchus_anatinus ENSOANG00000011644
anolis_carolinensis ENSACAG00000026001
chrysemys_picta_bellii ENSCPBG00000026974
chrysemys_picta_bellii ENSCPBG00000021927
chelonoidis_abingdonii ENSCABG00000014143
gopherus_agassizii ENSGAGG00000006342
pelodiscus_sinensis ENSPSIG00000001130
apteryx_owenii ENSAOWG00000001229
apteryx_rowi ENSARWG00000000791
apteryx_haastii ENSAHAG00000007048
dromaius_novaehollandiae ENSDNVG00000001897
nothoprocta_perdicaria ENSNPEG00000005658
lonchura_striata_domestica ENSLSDG00000013449
taeniopygia_guttata ENSTGUG00000008391
serinus_canaria ENSSCAG00000010202
junco_hyemalis ENSJHYG00000011058
zonotrichia_albicollis ENSZALG00000003869
ficedula_albicollis ENSFALG00000014859
parus_major ENSPMJG00000012047
cyanistes_caeruleus ENSCCEG00000003891
lepidothrix_coronata ENSLCOG00000014283
manacus_vitellinus ENSMVIG00005000572
calidris_pygmaea ENSCPGG00000008354
calidris_pugnax ENSCPUG00000011045
melopsittacus_undulatus ENSMUNG00000013900
anas_platyrhynchos_platyrhynchos ENSAPLG00000013306
anser_brachyrhynchus ENSABRG00000006731
meleagris_gallopavo ENSMGAG00000015635
coturnix_japonica ENSCJPG00005004076
gallus_gallus ENSGALG00000000901
numida_meleagris ENSNMEG00000007697
xenopus_tropicalis ENSXETG00000034141
latimeria_chalumnae ENSLACG00000001890
apteryx_owenii ENSAOWG00000002174
apteryx_rowi ENSARWG00000001876
apteryx_haastii ENSAHAG00000006003
dromaius_novaehollandiae ENSDNVG00000001977
nothoprocta_perdicaria ENSNPEG00000005662
cyanistes_caeruleus ENSCCEG00000003859
parus_major ENSPMJG00000012041
ficedula_albicollis ENSFALG00000014841
lonchura_striata_domestica ENSLSDG00000013424
taeniopygia_guttata ENSTGUG00000008470
serinus_canaria ENSSCAG00000010387
junco_hyemalis ENSJHYG00000011136
zonotrichia_albicollis ENSZALG00000003841
manacus_vitellinus ENSMVIG00005000646
lepidothrix_coronata ENSLCOG00000014289
melopsittacus_undulatus ENSMUNG00000013894
calidris_pygmaea ENSCPGG00000008459
calidris_pugnax ENSCPUG00000011051
anser_brachyrhynchus ENSABRG00000006851
anas_platyrhynchos_platyrhynchos ENSAPLG00000001702
meleagris_gallopavo ENSMGAG00000015638
gallus_gallus ENSGALG00000000913
coturnix_japonica ENSCJPG00005004099
numida_meleagris ENSNMEG00000007737
crocodylus_porosus ENSCPRG00005008945
chelonoidis_abingdonii ENSCABG00000014116
gopherus_agassizii ENSGAGG00000023846
chrysemys_picta_bellii ENSCPBG00000026964
pelodiscus_sinensis ENSPSIG00000000123
pogona_vitticeps ENSPVIG00000010387
notechis_scutatus ENSNSUG00000020354
salvator_merianae ENSSMRG00000007448
xenopus_tropicalis ENSXETG00000003576
pygocentrus_nattereri ENSPNAG00000017311
astyanax_mexicanus ENSAMXG00000032197
ictalurus_punctatus ENSIPUG00000008485
danio_rerio ENSDARG00000061357
