junco_hyemalis ENSJHYG00000003373
zonotrichia_albicollis ENSZALG00000008458
serinus_canaria ENSSCAG00000009274
ficedula_albicollis ENSFALG00000015292
parus_major ENSPMJG00000007051
cyanistes_caeruleus ENSCCEG00000000110
taeniopygia_guttata ENSTGUG00000005971
lonchura_striata_domestica ENSLSDG00000002356
chrysemys_picta_bellii ENSCPBG00000010528
chelonoidis_abingdonii ENSCABG00000013811
sphenodon_punctatus ENSSPUG00000018796
monodelphis_domestica ENSMODG00000019928
monodelphis_domestica ENSMODG00000019930
monodelphis_domestica ENSMODG00000019926
sarcophilus_harrisii ENSSHAG00000000147
notamacropus_eugenii ENSMEUG00000000387
ailuropoda_melanoleuca ENSAMEG00000018712
ailuropoda_melanoleuca ENSAMEG00000018711
ursus_americanus ENSUAMG00000004984
ursus_maritimus ENSUMAG00000008651
canis_lupus_dingo ENSCAFG00020025721
canis_lupus_familiaris ENSCAFG00000008267
vulpes_vulpes ENSVVUG00000022712
felis_catus ENSFCAG00000028552
panthera_pardus ENSPPRG00000020416
sus_scrofa ENSSSCG00000037610
sus_scrofa ENSSSCG00000033973
equus_asinus_asinus ENSEASG00005011730
equus_caballus ENSECAG00000006691
loxodonta_africana ENSLAFG00000013190
ornithorhynchus_anatinus ENSOANG00000007913
chelonoidis_abingdonii ENSCABG00000013831
chrysemys_picta_bellii ENSCPBG00000000107
pelodiscus_sinensis ENSPSIG00000000616
calidris_pygmaea ENSCPGG00000004480
calidris_pugnax ENSCPUG00000015402
calidris_pugnax ENSCPUG00000003571
anas_platyrhynchos_platyrhynchos ENSAPLG00000000876
melopsittacus_undulatus ENSMUNG00000014613
dromaius_novaehollandiae ENSDNVG00000017407
nothoprocta_perdicaria ENSNPEG00000002435
meleagris_gallopavo ENSMGAG00000015924
gallus_gallus ENSGALG00000051800
coturnix_japonica ENSCJPG00005015455
numida_meleagris ENSNMEG00000014155
numida_meleagris ENSNMEG00000014153
coturnix_japonica ENSCJPG00005013023
meleagris_gallopavo ENSMGAG00000010338
parus_major ENSPMJG00000007041
cyanistes_caeruleus ENSCCEG00000000069
ficedula_albicollis ENSFALG00000004471
serinus_canaria ENSSCAG00000009286
manacus_vitellinus ENSMVIG00005002419
manacus_vitellinus ENSMVIG00005001702
manacus_vitellinus ENSMVIG00005002111
manacus_vitellinus ENSMVIG00005000382
manacus_vitellinus ENSMVIG00005002438
sphenodon_punctatus ENSSPUG00000018767
sphenodon_punctatus ENSSPUG00000018790
pogona_vitticeps ENSPVIG00000014554
notechis_scutatus ENSNSUG00000004406
salvator_merianae ENSSMRG00000009904
salvator_merianae ENSSMRG00000009941
chelonoidis_abingdonii ENSCABG00000012236
gopherus_agassizii ENSGAGG00000004885
pogona_vitticeps ENSPVIG00000014541
pogona_vitticeps ENSPVIG00000014544
pogona_vitticeps ENSPVIG00000014547
notechis_scutatus ENSNSUG00000004409
salvator_merianae ENSSMRG00000009906
salvator_merianae ENSSMRG00000009903
salvator_merianae ENSSMRG00000009909
salvator_merianae ENSSMRG00000013842
salvator_merianae ENSSMRG00000009911
salvator_merianae ENSSMRG00000013831
salvator_merianae ENSSMRG00000009905
salvator_merianae ENSSMRG00000009902
sphenodon_punctatus ENSSPUG00000018774
sphenodon_punctatus ENSSPUG00000018779
sphenodon_punctatus ENSSPUG00000018771
sphenodon_punctatus ENSSPUG00000018784
chelonoidis_abingdonii ENSCABG00000013828
gopherus_agassizii ENSGAGG00000013215
calidris_pugnax ENSCPUG00000003566
calidris_pygmaea ENSCPGG00000009889
melopsittacus_undulatus ENSMUNG00000014614
anser_brachyrhynchus ENSABRG00000022146
anas_platyrhynchos_platyrhynchos ENSAPLG00000000745
chelonoidis_abingdonii ENSCABG00000013821
pelodiscus_sinensis ENSPSIG00000000601
chelonoidis_abingdonii ENSCABG00000018506
chelonoidis_abingdonii ENSCABG00000019412
gopherus_agassizii ENSGAGG00000024566
gopherus_agassizii ENSGAGG00000001033
gopherus_agassizii ENSGAGG00000001054
xenopus_tropicalis ENSXETG00000008031
xenopus_tropicalis ENSXETG00000032609
xenopus_tropicalis ENSXETG00000008029
ochotona_princeps ENSOPRG00000011022
