crocodylus_porosus ENSCPRG00005001628
anas_platyrhynchos_platyrhynchos ENSAPLG00000004450
propithecus_coquereli ENSPCOG00000028068
microcebus_murinus ENSMICG00000004832
otolemur_garnettii ENSOGAG00000004478
bison_bison_bison ENSBBBG00000015940
bos_taurus ENSBTAG00000020769
capra_hircus ENSCHIG00000014525
ovis_aries ENSOARG00000014041
aotus_nancymaae ENSANAG00000020649
callithrix_jacchus ENSCJAG00000009613
piliocolobus_tephrosceles ENSPTEG00000037755
homo_sapiens ENSG00000183715
pan_troglodytes ENSPTRG00000004489
gorilla_gorilla ENSGGOG00000000432
nomascus_leucogenys ENSNLEG00000032630
rhinopithecus_bieti ENSRBIG00000032253
rhinopithecus_roxellana ENSRROG00000033669
saimiri_boliviensis_boliviensis ENSSBOG00000026714
papio_anubis ENSPANG00000011046
theropithecus_gelada ENSTGEG00000001992
cercocebus_atys ENSCATG00000044307
macaca_nemestrina ENSMNEG00000003914
macaca_fascicularis ENSMFAG00000037095
macaca_mulatta ENSMMUG00000047242
mandrillus_leucophaeus ENSMLEG00000035861
cebus_capucinus_imitator ENSCCAG00000025220
sorex_araneus ENSSARG00000002722
chlorocebus_sabaeus ENSCSAG00000002147
colobus_angolensis_palliatus ENSCANG00000042363
pongo_abelii ENSPPYG00000004071
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062257
spermophilus_dauricus ENSSDAG00000003815
vulpes_vulpes ENSVVUG00000019788
canis_lupus_familiaris ENSCAFG00000009842
equus_asinus_asinus ENSEASG00005022876
meriones_unguiculatus ENSMUGG00000003458
mus_spicilegus ENSMSIG00000030421
urocitellus_parryii ENSUPAG00010018899
oryctolagus_cuniculus ENSOCUG00000011172
ochotona_princeps ENSOPRG00000008049
castor_canadensis ENSCCNG00000000112
sus_scrofa ENSSSCG00000037534
prolemur_simus ENSPSMG00000005792
ailuropoda_melanoleuca ENSAMEG00000001963
ursus_maritimus ENSUMAG00000006033
mustela_putorius_furo ENSMPUG00000009067
canis_lupus_dingo ENSCAFG00020010032
myotis_lucifugus ENSMLUG00000029705
myotis_lucifugus ENSMLUG00000016529
loxodonta_africana ENSLAFG00000014212
echinops_telfairi ENSETEG00000002175
procavia_capensis ENSPCAG00000004664
choloepus_hoffmanni ENSCHOG00000005530
tursiops_truncatus ENSTTRG00000005911
erinaceus_europaeus ENSEEUG00000010124
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003009
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007293
fukomys_damarensis ENSFDAG00000011557
chinchilla_lanigera ENSCLAG00000016384
octodon_degus ENSODEG00000002807
cavia_porcellus ENSCPOG00000010863
cavia_aperea ENSCAPG00000001375
marmota_marmota_marmota ENSMMMG00000002662
cricetulus_griseus_crigri_1.0 ENSCGRG00000006042
cricetulus_griseus_crigri-picr ENSCGRG00015006230
microtus_ochrogaster ENSMOCG00000019238
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031930
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014795
mesocricetus_auratus ENSMAUG00000014458
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007424
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033053
rattus_norvegicus ENSRNOG00000023809
peromyscus_maniculatus_bairdii ENSPEMG00000014622
nannospalax_galili ENSNGAG00000011486
dipodomys_ordii ENSDORG00000000527
