erinaceus_europaeus ENSEEUG00000005552
sorex_araneus ENSSARG00000013927
equus_asinus_asinus ENSEASG00005003097
equus_caballus ENSECAG00000008477
ursus_maritimus ENSUMAG00000011811
ursus_americanus ENSUAMG00000009489
mustela_putorius_furo ENSMPUG00000015725
neovison_vison ENSNVIG00000002442
canis_lupus_dingo ENSCAFG00020000770
canis_lupus_familiaris ENSCAFG00000015803
vulpes_vulpes ENSVVUG00000026484
panthera_pardus ENSPPRG00000006575
panthera_tigris_altaica ENSPTIG00000008829
felis_catus ENSFCAG00000038761
pteropus_vampyrus ENSPVAG00000016767
bos_mutus ENSBMUG00000015191
bos_taurus ENSBTAG00000017775
bison_bison_bison ENSBBBG00000017231
ovis_aries ENSOARG00000006316
capra_hircus ENSCHIG00000017782
tursiops_truncatus ENSTTRG00000011358
sus_scrofa ENSSSCG00000035136
vicugna_pacos ENSVPAG00000003092
oryctolagus_cuniculus ENSOCUG00000015881
ochotona_princeps ENSOPRG00000004360
tupaia_belangeri ENSTBEG00000017742
pan_troglodytes ENSPTRG00000002173
pan_paniscus ENSPPAG00000041964
homo_sapiens ENSG00000054282
gorilla_gorilla ENSGGOG00000007709
pongo_abelii ENSPPYG00000000061
nomascus_leucogenys ENSNLEG00000003873
macaca_fascicularis ENSMFAG00000045247
macaca_mulatta ENSMMUG00000019994
cercocebus_atys ENSCATG00000039425
macaca_nemestrina ENSMNEG00000029839
papio_anubis ENSPANG00000010168
theropithecus_gelada ENSTGEG00000017182
mandrillus_leucophaeus ENSMLEG00000008647
chlorocebus_sabaeus ENSCSAG00000009336
colobus_angolensis_palliatus ENSCANG00000035876
piliocolobus_tephrosceles ENSPTEG00000000700
rhinopithecus_roxellana ENSRROG00000031685
rhinopithecus_bieti ENSRBIG00000031769
cebus_capucinus_imitator ENSCCAG00000024200
saimiri_boliviensis_boliviensis ENSSBOG00000017248
callithrix_jacchus ENSCJAG00000017112
aotus_nancymaae ENSANAG00000022837
carlito_syrichta ENSTSYG00000011015
propithecus_coquereli ENSPCOG00000023982
microcebus_murinus ENSMICG00000015485
prolemur_simus ENSPSMG00000022738
otolemur_garnettii ENSOGAG00000016400
chinchilla_lanigera ENSCLAG00000011676
octodon_degus ENSODEG00000013437
cavia_porcellus ENSCPOG00000015503
cavia_aperea ENSCAPG00000010218
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004271
fukomys_damarensis ENSFDAG00000016739
spermophilus_dauricus ENSSDAG00000022643
ictidomys_tridecemlineatus ENSSTOG00000010585
urocitellus_parryii ENSUPAG00010018478
marmota_marmota_marmota ENSMMMG00000023689
peromyscus_maniculatus_bairdii ENSPEMG00000019543
microtus_ochrogaster ENSMOCG00000022174
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012298
cricetulus_griseus_crigri-picr ENSCGRG00015014146
mesocricetus_auratus ENSMAUG00000000358
mus_spicilegus ENSMSIG00000008255
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026504
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014953
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028185
rattus_norvegicus ENSRNOG00000004181
nannospalax_galili ENSNGAG00000015552
jaculus_jaculus ENSJJAG00000021886
dipodomys_ordii ENSDORG00000000842
myotis_lucifugus ENSMLUG00000014195
meriones_unguiculatus ENSMUGG00000005872
loxodonta_africana ENSLAFG00000016926
procavia_capensis ENSPCAG00000004396
echinops_telfairi ENSETEG00000015342
choloepus_hoffmanni ENSCHOG00000002329
dasypus_novemcinctus ENSDNOG00000016334
notamacropus_eugenii ENSMEUG00000015335
