astyanax_mexicanus ENSAMXG00000018752
pygocentrus_nattereri ENSPNAG00000013275
ictalurus_punctatus ENSIPUG00000010743
danio_rerio ENSDARG00000022813
seriola_lalandi_dorsalis ENSSLDG00000007909
seriola_dumerili ENSSDUG00000001174
gasterosteus_aculeatus ENSGACG00000019630
monopterus_albus ENSMALG00000000099
anabas_testudineus ENSATEG00000015824
mastacembelus_armatus ENSMAMG00000001857
scophthalmus_maximus ENSSMAG00000014775
labrus_bergylta ENSLBEG00000024151
kryptolebias_marmoratus ENSKMAG00000001707
maylandia_zebra ENSMZEG00005017442
astatotilapia_calliptera ENSACLG00000006388
haplochromis_burtoni ENSHBUG00000013920
pundamilia_nyererei ENSPNYG00000018115
neolamprologus_brichardi ENSNBRG00000007036
amphilophus_citrinellus ENSACIG00000017877
amphiprion_percula ENSAPEG00000003554
amphiprion_ocellaris ENSAOCG00000009051
acanthochromis_polyacanthus ENSAPOG00000014764
stegastes_partitus ENSSPAG00000023520
xiphophorus_maculatus ENSXMAG00000017784
xiphophorus_couchianus ENSXCOG00000000764
gambusia_affinis ENSGAFG00000019603
poecilia_latipinna ENSPLAG00000002152
poecilia_mexicana ENSPMEG00000020156
poecilia_formosa ENSPFOG00000005620
poecilia_reticulata ENSPREG00000006548
cyprinodon_variegatus ENSCVAG00000001991
fundulus_heteroclitus ENSFHEG00000000128
oryzias_latipes_asm223467v1 ENSORLG00000025449
oryzias_latipes_asm223469v1 ENSORLG00015017254
oryzias_latipes_asm223471v1 ENSORLG00020008313
oryzias_melastigma ENSOMEG00000011374
cynoglossus_semilaevis ENSCSEG00000001828
hippocampus_comes ENSHCOG00000019493
tetraodon_nigroviridis ENSTNIG00000004367
tetraodon_nigroviridis ENSTNIG00000000223
takifugu_rubripes ENSTRUG00000009108
mola_mola ENSMMOG00000017519
anabas_testudineus ENSATEG00000015421
periophthalmus_magnuspinnatus ENSPMGG00000016223
seriola_lalandi_dorsalis ENSSLDG00000018423
seriola_dumerili ENSSDUG00000018905
scophthalmus_maximus ENSSMAG00000003517
oreochromis_niloticus ENSONIG00000011554
gadus_morhua ENSGMOG00000016112
esox_lucius ENSELUG00000002636
paramormyrops_kingsleyae ENSPKIG00000020709
scleropages_formosus ENSSFOG00015011717
lepisosteus_oculatus ENSLOCG00000011212
pogona_vitticeps ENSPVIG00000015903
anolis_carolinensis ENSACAG00000012925
notechis_scutatus ENSNSUG00000012406
salvator_merianae ENSSMRG00000019031
sphenodon_punctatus ENSSPUG00000000311
manacus_vitellinus ENSMVIG00005018612
lepidothrix_coronata ENSLCOG00000012512
taeniopygia_guttata ENSTGUG00000001574
lonchura_striata_domestica ENSLSDG00000013737
serinus_canaria ENSSCAG00000009341
cyanistes_caeruleus ENSCCEG00000014686
parus_major ENSPMJG00000014549
ficedula_albicollis ENSFALG00000009513
zonotrichia_albicollis ENSZALG00000016592
junco_hyemalis ENSJHYG00000006746
calidris_pugnax ENSCPUG00000011161
calidris_pygmaea ENSCPGG00000006700
melopsittacus_undulatus ENSMUNG00000010289
anas_platyrhynchos_platyrhynchos ENSAPLG00000013518
anser_brachyrhynchus ENSABRG00000014212
gallus_gallus ENSGALG00000051899
meleagris_gallopavo ENSMGAG00000000896
coturnix_japonica ENSCJPG00005012253
numida_meleagris ENSNMEG00000009679
apteryx_haastii ENSAHAG00000011636
apteryx_owenii ENSAOWG00000010043
apteryx_rowi ENSARWG00000013308
dromaius_novaehollandiae ENSDNVG00000006900
nothoprocta_perdicaria ENSNPEG00000003730
crocodylus_porosus ENSCPRG00005000831
gopherus_agassizii ENSGAGG00000000023
chelonoidis_abingdonii ENSCABG00000018920
chrysemys_picta_bellii ENSCPBG00000007689
procavia_capensis ENSPCAG00000001453
echinops_telfairi ENSETEG00000005397
loxodonta_africana ENSLAFG00000008161
gorilla_gorilla ENSGGOG00000042535
gorilla_gorilla ENSGGOG00000044128
pan_troglodytes ENSPTRG00000017324
pan_paniscus ENSPPAG00000031543
pan_troglodytes ENSPTRG00000048511
pan_troglodytes ENSPTRG00000046773
pan_troglodytes ENSPTRG00000048632
gorilla_gorilla ENSGGOG00000024497
homo_sapiens ENSG00000256453
pongo_abelii ENSPPYG00000015863
nomascus_leucogenys ENSNLEG00000034318
rhinopithecus_roxellana ENSRROG00000039329
rhinopithecus_bieti ENSRBIG00000036511
colobus_angolensis_palliatus ENSCANG00000040596
piliocolobus_tephrosceles ENSPTEG00000028992
macaca_fascicularis ENSMFAG00000003284
macaca_nemestrina ENSMNEG00000038956
macaca_mulatta ENSMMUG00000004480
theropithecus_gelada ENSTGEG00000025705
cercocebus_atys ENSCATG00000025088
papio_anubis ENSPANG00000007892
mandrillus_leucophaeus ENSMLEG00000044049
chlorocebus_sabaeus ENSCSAG00000012677
saimiri_boliviensis_boliviensis ENSSBOG00000027247
callithrix_jacchus ENSCJAG00000016345
cebus_capucinus_imitator ENSCCAG00000020065
aotus_nancymaae ENSANAG00000037212
aotus_nancymaae ENSANAG00000034596
carlito_syrichta ENSTSYG00000026365
prolemur_simus ENSPSMG00000020048
microcebus_murinus ENSMICG00000029187
propithecus_coquereli ENSPCOG00000022204
otolemur_garnettii ENSOGAG00000033318
tupaia_belangeri ENSTBEG00000006754
castor_canadensis ENSCCNG00000015539
dipodomys_ordii ENSDORG00000014552
mus_spicilegus ENSMSIG00000031684
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023049
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044595
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022137
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018871
rattus_norvegicus ENSRNOG00000016894
meriones_unguiculatus ENSMUGG00000023609
cricetulus_griseus_crigri-picr ENSCGRG00015003602
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017900
cricetulus_griseus_crigri_1.0 ENSCGRG00000011003
mesocricetus_auratus ENSMAUG00000019312
microtus_ochrogaster ENSMOCG00000018076
peromyscus_maniculatus_bairdii ENSPEMG00000026826
peromyscus_maniculatus_bairdii ENSPEMG00000026907
nannospalax_galili ENSNGAG00000018511
jaculus_jaculus ENSJJAG00000023986
ictidomys_tridecemlineatus ENSSTOG00000002000
marmota_marmota_marmota ENSMMMG00000010736
urocitellus_parryii ENSUPAG00010007650
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009358
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002878
fukomys_damarensis ENSFDAG00000011596
chinchilla_lanigera ENSCLAG00000012746
octodon_degus ENSODEG00000009578
octodon_degus ENSODEG00000003591
cavia_porcellus ENSCPOG00000009192
oryctolagus_cuniculus ENSOCUG00000004240
ovis_aries ENSOARG00000018418
capra_hircus ENSCHIG00000026376
bison_bison_bison ENSBBBG00000012101
bos_taurus ENSBTAG00000018845
tursiops_truncatus ENSTTRG00000001755
tursiops_truncatus ENSTTRG00000010411
sus_scrofa ENSSSCG00000014374
sorex_araneus ENSSARG00000007411
ailuropoda_melanoleuca ENSAMEG00000010881
ursus_americanus ENSUAMG00000004664
neovison_vison ENSNVIG00000013444
canis_lupus_dingo ENSCAFG00020001055
canis_lupus_familiaris ENSCAFG00000005888
vulpes_vulpes ENSVVUG00000013559
panthera_pardus ENSPPRG00000009501
panthera_pardus ENSPPRG00000016836
felis_catus ENSFCAG00000042441
erinaceus_europaeus ENSEEUG00000004338
myotis_lucifugus ENSMLUG00000003195
pteropus_vampyrus ENSPVAG00000009710
equus_asinus_asinus ENSEASG00005017533
equus_caballus ENSECAG00000011014
dasypus_novemcinctus ENSDNOG00000013017
phascolarctos_cinereus ENSPCIG00000017692
