chinchilla_lanigera ENSCLAG00000014479
cavia_porcellus ENSCPOG00000026871
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019247
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018710
dipodomys_ordii ENSDORG00000007840
peromyscus_maniculatus_bairdii ENSPEMG00000009543
microtus_ochrogaster ENSMOCG00000022919
cricetulus_griseus_crigri_1.0 ENSCGRG00000014139
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007606
cricetulus_griseus_crigri-picr ENSCGRG00015024202
mesocricetus_auratus ENSMAUG00000013039
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022255
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024011
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021342
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023660
rattus_norvegicus ENSRNOG00000000525
meriones_unguiculatus ENSMUGG00000023782
nannospalax_galili ENSNGAG00000005752
jaculus_jaculus ENSJJAG00000022488
castor_canadensis ENSCCNG00000003844
urocitellus_parryii ENSUPAG00010016051
ictidomys_tridecemlineatus ENSSTOG00000002382
spermophilus_dauricus ENSSDAG00000006431
marmota_marmota_marmota ENSMMMG00000024384
ochotona_princeps ENSOPRG00000006071
pan_troglodytes ENSPTRG00000018114
pan_paniscus ENSPPAG00000037700
homo_sapiens ENSG00000164530
gorilla_gorilla ENSGGOG00000003906
pongo_abelii ENSPPYG00000016556
nomascus_leucogenys ENSNLEG00000010853
cercocebus_atys ENSCATG00000035965
mandrillus_leucophaeus ENSMLEG00000030241
papio_anubis ENSPANG00000021277
theropithecus_gelada ENSTGEG00000029549
chlorocebus_sabaeus ENSCSAG00000010367
macaca_fascicularis ENSMFAG00000043273
macaca_mulatta ENSMMUG00000021977
macaca_nemestrina ENSMNEG00000027549
rhinopithecus_roxellana ENSRROG00000032859
rhinopithecus_bieti ENSRBIG00000039198
piliocolobus_tephrosceles ENSPTEG00000032987
colobus_angolensis_palliatus ENSCANG00000029449
saimiri_boliviensis_boliviensis ENSSBOG00000003322
callithrix_jacchus ENSCJAG00000005267
cebus_capucinus_imitator ENSCCAG00000032608
aotus_nancymaae ENSANAG00000018843
carlito_syrichta ENSTSYG00000035086
propithecus_coquereli ENSPCOG00000017925
microcebus_murinus ENSMICG00000045729
prolemur_simus ENSPSMG00000011660
otolemur_garnettii ENSOGAG00000003312
tupaia_belangeri ENSTBEG00000010154
pteropus_vampyrus ENSPVAG00000014629
myotis_lucifugus ENSMLUG00000010779
equus_asinus_asinus ENSEASG00005021366
equus_caballus ENSECAG00000024845
erinaceus_europaeus ENSEEUG00000006661
sorex_araneus ENSSARG00000011688
ursus_americanus ENSUAMG00000000302
ursus_maritimus ENSUMAG00000009937
ailuropoda_melanoleuca ENSAMEG00000001128
neovison_vison ENSNVIG00000013829
canis_lupus_dingo ENSCAFG00020007333
canis_lupus_familiaris ENSCAFG00000001438
vulpes_vulpes ENSVVUG00000026401
panthera_pardus ENSPPRG00000005249
panthera_tigris_altaica ENSPTIG00000013417
felis_catus ENSFCAG00000028703
bos_taurus ENSBTAG00000002092
bos_mutus ENSBMUG00000020677
bison_bison_bison ENSBBBG00000013157
capra_hircus ENSCHIG00000011873
ovis_aries ENSOARG00000014123
tursiops_truncatus ENSTTRG00000001964
sus_scrofa ENSSSCG00000001570
vicugna_pacos ENSVPAG00000012451
echinops_telfairi ENSETEG00000017823
echinops_telfairi ENSETEG00000016574
loxodonta_africana ENSLAFG00000004471
choloepus_hoffmanni ENSCHOG00000004041
