prolemur_simus ENSPSMG00000023634
otolemur_garnettii ENSOGAG00000027212
homo_sapiens ENSG00000173825
gorilla_gorilla ENSGGOG00000014762
pan_troglodytes ENSPTRG00000003873
pan_paniscus ENSPPAG00000001675
pongo_abelii ENSPPYG00000003068
colobus_angolensis_palliatus ENSCANG00000011603
piliocolobus_tephrosceles ENSPTEG00000024133
rhinopithecus_bieti ENSRBIG00000030267
rhinopithecus_roxellana ENSRROG00000024539
macaca_fascicularis ENSMFAG00000023252
macaca_mulatta ENSMMUG00000019165
macaca_nemestrina ENSMNEG00000028001
mandrillus_leucophaeus ENSMLEG00000002444
cercocebus_atys ENSCATG00000005263
papio_anubis ENSPANG00000006957
theropithecus_gelada ENSTGEG00000009327
chlorocebus_sabaeus ENSCSAG00000019171
callithrix_jacchus ENSCJAG00000022193
saimiri_boliviensis_boliviensis ENSSBOG00000019092
castor_canadensis ENSCCNG00000024854
dipodomys_ordii ENSDORG00000029849
mus_spicilegus ENSMSIG00000030313
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023488
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044390
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022574
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014071
rattus_norvegicus ENSRNOG00000023318
meriones_unguiculatus ENSMUGG00000020610
cricetulus_griseus_crigri_1.0 ENSCGRG00000018629
cricetulus_griseus_crigri-picr ENSCGRG00015014670
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010362
mesocricetus_auratus ENSMAUG00000016982
peromyscus_maniculatus_bairdii ENSPEMG00000008948
microtus_ochrogaster ENSMOCG00000010179
nannospalax_galili ENSNGAG00000015391
jaculus_jaculus ENSJJAG00000011195
urocitellus_parryii ENSUPAG00010009889
ictidomys_tridecemlineatus ENSSTOG00000024637
marmota_marmota_marmota ENSMMMG00000010038
chinchilla_lanigera ENSCLAG00000016665
octodon_degus ENSODEG00000020531
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021095
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008128
fukomys_damarensis ENSFDAG00000010778
cavia_aperea ENSCAPG00000013240
cavia_porcellus ENSCPOG00000009317
tupaia_belangeri ENSTBEG00000008871
equus_asinus_asinus ENSEASG00005017947
equus_caballus ENSECAG00000006896
myotis_lucifugus ENSMLUG00000003893
bos_mutus ENSBMUG00000002328
bos_taurus ENSBTAG00000003079
bison_bison_bison ENSBBBG00000019013
capra_hircus ENSCHIG00000006241
sus_scrofa ENSSSCG00000012994
vicugna_pacos ENSVPAG00000009110
neovison_vison ENSNVIG00000016755
mustela_putorius_furo ENSMPUG00000019988
ursus_americanus ENSUAMG00000000430
canis_lupus_familiaris ENSCAFG00000013628
canis_lupus_dingo ENSCAFG00020014976
vulpes_vulpes ENSVVUG00000027179
felis_catus ENSFCAG00000025695
panthera_pardus ENSPPRG00000022171
loxodonta_africana ENSLAFG00000032647
procavia_capensis ENSPCAG00000005889
dasypus_novemcinctus ENSDNOG00000004634
sorex_araneus ENSSARG00000009391
oryctolagus_cuniculus ENSOCUG00000026984
phascolarctos_cinereus ENSPCIG00000029216
sarcophilus_harrisii ENSSHAG00000003566
pogona_vitticeps ENSPVIG00000021111
notechis_scutatus ENSNSUG00000011794
salvator_merianae ENSSMRG00000017246
apteryx_haastii ENSAHAG00000001164
apteryx_rowi ENSARWG00000012206
gallus_gallus ENSGALG00000043930
coturnix_japonica ENSCJPG00005008057
anser_brachyrhynchus ENSABRG00000010115
calidris_pygmaea ENSCPGG00000017989
calidris_pugnax ENSCPUG00000000410
lepidothrix_coronata ENSLCOG00000012063
melopsittacus_undulatus ENSMUNG00000003574
gopherus_agassizii ENSGAGG00000017236
chelonoidis_abingdonii ENSCABG00000021472
chrysemys_picta_bellii ENSCPBG00000023755
pelodiscus_sinensis ENSPSIG00000001900
latimeria_chalumnae ENSLACG00000012827
