taeniopygia_guttata ENSTGUG00000011767
lonchura_striata_domestica ENSLSDG00000000091
serinus_canaria ENSSCAG00000011483
zonotrichia_albicollis ENSZALG00000004833
junco_hyemalis ENSJHYG00000005109
ficedula_albicollis ENSFALG00000005677
cyanistes_caeruleus ENSCCEG00000001088
parus_major ENSPMJG00000016603
lepidothrix_coronata ENSLCOG00000004074
manacus_vitellinus ENSMVIG00005012673
melopsittacus_undulatus ENSMUNG00000010696
calidris_pygmaea ENSCPGG00000013420
calidris_pugnax ENSCPUG00000003508
gallus_gallus ENSGALG00000009817
meleagris_gallopavo ENSMGAG00000012301
coturnix_japonica ENSCJPG00005017533
numida_meleagris ENSNMEG00000021631
anser_brachyrhynchus ENSABRG00000011770
dromaius_novaehollandiae ENSDNVG00000000544
nothoprocta_perdicaria ENSNPEG00000005154
apteryx_owenii ENSAOWG00000018162
apteryx_rowi ENSARWG00000015803
apteryx_haastii ENSAHAG00000019641
crocodylus_porosus ENSCPRG00005018886
chelonoidis_abingdonii ENSCABG00000006702
gopherus_agassizii ENSGAGG00000019591
chrysemys_picta_bellii ENSCPBG00000023857
pelodiscus_sinensis ENSPSIG00000000943
sphenodon_punctatus ENSSPUG00000008417
phascolarctos_cinereus ENSPCIG00000021758
sarcophilus_harrisii ENSSHAG00000001225
monodelphis_domestica ENSMODG00000024233
ursus_americanus ENSUAMG00000015024
ursus_maritimus ENSUMAG00000015722
ailuropoda_melanoleuca ENSAMEG00000005261
mustela_putorius_furo ENSMPUG00000019839
neovison_vison ENSNVIG00000015565
canis_lupus_dingo ENSCAFG00020006282
canis_lupus_familiaris ENSCAFG00000029228
vulpes_vulpes ENSVVUG00000026316
panthera_pardus ENSPPRG00000020451
panthera_tigris_altaica ENSPTIG00000009156
equus_asinus_asinus ENSEASG00005016754
equus_caballus ENSECAG00000002556
ovis_aries ENSOARG00000000756
capra_hircus ENSCHIG00000022360
bos_mutus ENSBMUG00000013256
bos_mutus ENSBMUG00000014884
bos_taurus ENSBTAG00000040206
bison_bison_bison ENSBBBG00000012061
sus_scrofa ENSSSCG00000004799
myotis_lucifugus ENSMLUG00000006256
sorex_araneus ENSSARG00000009166
erinaceus_europaeus ENSEEUG00000013353
mus_spicilegus ENSMSIG00000001517
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024104
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025547
rattus_norvegicus ENSRNOG00000043037
meriones_unguiculatus ENSMUGG00000007008
cricetulus_griseus_crigri_1.0 ENSCGRG00000016693
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011839
mesocricetus_auratus ENSMAUG00000021148
peromyscus_maniculatus_bairdii ENSPEMG00000025719
microtus_ochrogaster ENSMOCG00000010398
nannospalax_galili ENSNGAG00000021350
jaculus_jaculus ENSJJAG00000017987
castor_canadensis ENSCCNG00000023391
dipodomys_ordii ENSDORG00000027097
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019029
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017821
fukomys_damarensis ENSFDAG00000008923
chinchilla_lanigera ENSCLAG00000006811
cavia_aperea ENSCAPG00000000623
ictidomys_tridecemlineatus ENSSTOG00000025923
marmota_marmota_marmota ENSMMMG00000021490
spermophilus_dauricus ENSSDAG00000004372
urocitellus_parryii ENSUPAG00010017277
oryctolagus_cuniculus ENSOCUG00000024670
pan_paniscus ENSPPAG00000012057
pan_troglodytes ENSPTRG00000023628
homo_sapiens ENSG00000198146
gorilla_gorilla ENSGGOG00000027213
nomascus_leucogenys ENSNLEG00000011204
rhinopithecus_roxellana ENSRROG00000006381
rhinopithecus_roxellana ENSRROG00000007777
rhinopithecus_bieti ENSRBIG00000038198
colobus_angolensis_palliatus ENSCANG00000001619
piliocolobus_tephrosceles ENSPTEG00000025292
macaca_fascicularis ENSMFAG00000030007
macaca_mulatta ENSMMUG00000046486
macaca_nemestrina ENSMNEG00000026735
mandrillus_leucophaeus ENSMLEG00000012949
cercocebus_atys ENSCATG00000019571
papio_anubis ENSPANG00000025699
theropithecus_gelada ENSTGEG00000026256
chlorocebus_sabaeus ENSCSAG00000007169
cebus_capucinus_imitator ENSCCAG00000017673
callithrix_jacchus ENSCJAG00000021013
saimiri_boliviensis_boliviensis ENSSBOG00000022545
macaca_fascicularis ENSMFAG00000037121
macaca_mulatta ENSMMUG00000044452
macaca_nemestrina ENSMNEG00000028138
mandrillus_leucophaeus ENSMLEG00000000053
colobus_angolensis_palliatus ENSCANG00000030323
nomascus_leucogenys ENSNLEG00000030678
carlito_syrichta ENSTSYG00000004319
propithecus_coquereli ENSPCOG00000014939
prolemur_simus ENSPSMG00000007921
microcebus_murinus ENSMICG00000017000
otolemur_garnettii ENSOGAG00000016017
loxodonta_africana ENSLAFG00000017687
echinops_telfairi ENSETEG00000003042
