ursus_americanus ENSUAMG00000024918
ursus_maritimus ENSUMAG00000004784
ailuropoda_melanoleuca ENSAMEG00000003077
mustela_putorius_furo ENSMPUG00000003516
neovison_vison ENSNVIG00000023502
canis_lupus_dingo ENSCAFG00020012932
canis_lupus_familiaris ENSCAFG00000009307
vulpes_vulpes ENSVVUG00000005160
panthera_pardus ENSPPRG00000012102
felis_catus ENSFCAG00000024843
panthera_tigris_altaica ENSPTIG00000015907
equus_asinus_asinus ENSEASG00005018796
equus_caballus ENSECAG00000020618
pteropus_vampyrus ENSPVAG00000006186
myotis_lucifugus ENSMLUG00000026541
bos_mutus ENSBMUG00000013958
bos_taurus ENSBTAG00000005466
bison_bison_bison ENSBBBG00000009114
ovis_aries ENSOARG00000010250
tursiops_truncatus ENSTTRG00000012751
sus_scrofa ENSSSCG00000009627
erinaceus_europaeus ENSEEUG00000005634
castor_canadensis ENSCCNG00000027115
dipodomys_ordii ENSDORG00000000932
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044551
mus_spicilegus ENSMSIG00000030452
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020367
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019475
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030492
rattus_norvegicus ENSRNOG00000008351
meriones_unguiculatus ENSMUGG00000010574
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022180
cricetulus_griseus_crigri-picr ENSCGRG00015007188
cricetulus_griseus_crigri_1.0 ENSCGRG00000003887
mesocricetus_auratus ENSMAUG00000021973
peromyscus_maniculatus_bairdii ENSPEMG00000016741
microtus_ochrogaster ENSMOCG00000019565
nannospalax_galili ENSNGAG00000010379
jaculus_jaculus ENSJJAG00000002660
cavia_porcellus ENSCPOG00000039428
cavia_aperea ENSCAPG00000016889
chinchilla_lanigera ENSCLAG00000014186
octodon_degus ENSODEG00000006637
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010238
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018106
fukomys_damarensis ENSFDAG00000009031
urocitellus_parryii ENSUPAG00010017613
marmota_marmota_marmota ENSMMMG00000014146
ictidomys_tridecemlineatus ENSSTOG00000021866
spermophilus_dauricus ENSSDAG00000005804
oryctolagus_cuniculus ENSOCUG00000013217
ochotona_princeps ENSOPRG00000013255
pan_troglodytes ENSPTRG00000048957
pan_paniscus ENSPPAG00000034019
homo_sapiens ENSG00000241852
homo_sapiens ENSG00000248235
gorilla_gorilla ENSGGOG00000002421
rhinopithecus_roxellana ENSRROG00000035024
rhinopithecus_bieti ENSRBIG00000028204
colobus_angolensis_palliatus ENSCANG00000028297
mandrillus_leucophaeus ENSMLEG00000038249
papio_anubis ENSPANG00000026225
theropithecus_gelada ENSTGEG00000000545
macaca_fascicularis ENSMFAG00000040671
macaca_nemestrina ENSMNEG00000037089
cercocebus_atys ENSCATG00000040676
chlorocebus_sabaeus ENSCSAG00000016376
piliocolobus_tephrosceles ENSPTEG00000026946
saimiri_boliviensis_boliviensis ENSSBOG00000013565
callithrix_jacchus ENSCJAG00000020218
cebus_capucinus_imitator ENSCCAG00000036764
aotus_nancymaae ENSANAG00000026815
carlito_syrichta ENSTSYG00000034032
prolemur_simus ENSPSMG00000006508
propithecus_coquereli ENSPCOG00000019584
microcebus_murinus ENSMICG00000017355
otolemur_garnettii ENSOGAG00000032875
dasypus_novemcinctus ENSDNOG00000019559
loxodonta_africana ENSLAFG00000018457
procavia_capensis ENSPCAG00000007324
echinops_telfairi ENSETEG00000013461
monodelphis_domestica ENSMODG00000009341
sarcophilus_harrisii ENSSHAG00000018598
