chelonoidis_abingdonii ENSCABG00000014706
gopherus_agassizii ENSGAGG00000024532
chrysemys_picta_bellii ENSCPBG00000010977
pelodiscus_sinensis ENSPSIG00000009300
crocodylus_porosus ENSCPRG00005012931
pogona_vitticeps ENSPVIG00000004387
anolis_carolinensis ENSACAG00000000854
anolis_carolinensis ENSACAG00000011330
salvator_merianae ENSSMRG00000004376
salvator_merianae ENSSMRG00000004359
sphenodon_punctatus ENSSPUG00000014089
gallus_gallus ENSGALG00000052674
cyanistes_caeruleus ENSCCEG00000012196
parus_major ENSPMJG00000015580
ficedula_albicollis ENSFALG00000000076
taeniopygia_guttata ENSTGUG00000003630
lonchura_striata_domestica ENSLSDG00000007959
serinus_canaria ENSSCAG00000015795
junco_hyemalis ENSJHYG00000008453
lepidothrix_coronata ENSLCOG00000004221
manacus_vitellinus ENSMVIG00005009962
melopsittacus_undulatus ENSMUNG00000001863
calidris_pugnax ENSCPUG00000011458
calidris_pygmaea ENSCPGG00000008221
anser_brachyrhynchus ENSABRG00000011460
anas_platyrhynchos_platyrhynchos ENSAPLG00000028524
meleagris_gallopavo ENSMGAG00000008825
coturnix_japonica ENSCJPG00005011470
meleagris_gallopavo ENSMGAG00000005378
gallus_gallus ENSGALG00000034358
numida_meleagris ENSNMEG00000001022
apteryx_owenii ENSAOWG00000007867
apteryx_rowi ENSARWG00000005439
apteryx_haastii ENSAHAG00000005750
dromaius_novaehollandiae ENSDNVG00000003289
nothoprocta_perdicaria ENSNPEG00000004263
capra_hircus ENSCHIG00000007516
ovis_aries ENSOARG00000020479
bos_mutus ENSBMUG00000025572
bos_taurus ENSBTAG00000021934
bison_bison_bison ENSBBBG00000019791
tursiops_truncatus ENSTTRG00000008962
sus_scrofa ENSSSCG00000008237
vicugna_pacos ENSVPAG00000002638
myotis_lucifugus ENSMLUG00000003920
equus_caballus ENSECAG00000010342
equus_asinus_asinus ENSEASG00005001436
ursus_maritimus ENSUMAG00000006406
ursus_americanus ENSUAMG00000027577
ailuropoda_melanoleuca ENSAMEG00000002091
neovison_vison ENSNVIG00000018862
mustela_putorius_furo ENSMPUG00000008763
canis_lupus_dingo ENSCAFG00020014651
canis_lupus_familiaris ENSCAFG00000007809
vulpes_vulpes ENSVVUG00000001843
panthera_tigris_altaica ENSPTIG00000012901
panthera_pardus ENSPPRG00000007198
felis_catus ENSFCAG00000003377
erinaceus_europaeus ENSEEUG00000015750
sorex_araneus ENSSARG00000009932
castor_canadensis ENSCCNG00000023924
dipodomys_ordii ENSDORG00000009720
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023894
cricetulus_griseus_crigri-picr ENSCGRG00015016236
cricetulus_griseus_crigri_1.0 ENSCGRG00000011734
mesocricetus_auratus ENSMAUG00000005648
microtus_ochrogaster ENSMOCG00000021447
