capra_hircus ENSCHIG00000002220
ovis_aries ENSOARG00000013497
bos_taurus ENSBTAG00000023939
bos_mutus ENSBMUG00000017924
bison_bison_bison ENSBBBG00000020764
sus_scrofa ENSSSCG00000010546
sus_scrofa ENSSSCG00000010549
equus_caballus ENSECAG00000024865
equus_asinus_asinus ENSEASG00005009611
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023910
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025197
mus_spicilegus ENSMSIG00000013896
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022989
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014479
rattus_norvegicus ENSRNOG00000013291
meriones_unguiculatus ENSMUGG00000022326
cricetulus_griseus_crigri_1.0 ENSCGRG00000001977
cricetulus_griseus_crigri-picr ENSCGRG00015023654
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019601
microtus_ochrogaster ENSMOCG00000022931
peromyscus_maniculatus_bairdii ENSPEMG00000009996
nannospalax_galili ENSNGAG00000024378
chinchilla_lanigera ENSCLAG00000003725
octodon_degus ENSODEG00000016389
cavia_porcellus ENSCPOG00000026359
cavia_aperea ENSCAPG00000012879
oryctolagus_cuniculus ENSOCUG00000024354
microcebus_murinus ENSMICG00000045388
prolemur_simus ENSPSMG00000011438
loxodonta_africana ENSLAFG00000021818
phascolarctos_cinereus ENSPCIG00000004359
phascolarctos_cinereus ENSPCIG00000033992
sarcophilus_harrisii ENSSHAG00000000967
sarcophilus_harrisii ENSSHAG00000002530
phascolarctos_cinereus ENSPCIG00000016808
phascolarctos_cinereus ENSPCIG00000033322
phascolarctos_cinereus ENSPCIG00000032852
phascolarctos_cinereus ENSPCIG00000033047
phascolarctos_cinereus ENSPCIG00000032132
phascolarctos_cinereus ENSPCIG00000030957
phascolarctos_cinereus ENSPCIG00000004348
phascolarctos_cinereus ENSPCIG00000032655
notamacropus_eugenii ENSMEUG00000013815
monodelphis_domestica ENSMODG00000011252
monodelphis_domestica ENSMODG00000011336
monodelphis_domestica ENSMODG00000011489
sarcophilus_harrisii ENSSHAG00000018484
notamacropus_eugenii ENSMEUG00000016677
monodelphis_domestica ENSMODG00000010204
monodelphis_domestica ENSMODG00000025781
phascolarctos_cinereus ENSPCIG00000017232
sarcophilus_harrisii ENSSHAG00000001650
monodelphis_domestica ENSMODG00000002772
sarcophilus_harrisii ENSSHAG00000000782
canis_lupus_familiaris ENSCAFG00000013311
canis_lupus_dingo ENSCAFG00020020488
vulpes_vulpes ENSVVUG00000025996
ursus_americanus ENSUAMG00000025793
ursus_maritimus ENSUMAG00000010301
ailuropoda_melanoleuca ENSAMEG00000003107
myotis_lucifugus ENSMLUG00000022284
sus_scrofa ENSSSCG00000034089
gopherus_agassizii ENSGAGG00000002848
