lepidothrix_coronata ENSLCOG00000002415
manacus_vitellinus ENSMVIG00005010961
ficedula_albicollis ENSFALG00000009346
serinus_canaria ENSSCAG00000017304
taeniopygia_guttata ENSTGUG00000003108
lonchura_striata_domestica ENSLSDG00000005587
cyanistes_caeruleus ENSCCEG00000018786
parus_major ENSPMJG00000014086
melopsittacus_undulatus ENSMUNG00000015700
calidris_pygmaea ENSCPGG00000012315
calidris_pugnax ENSCPUG00000010372
gallus_gallus ENSGALG00000001527
meleagris_gallopavo ENSMGAG00000002758
coturnix_japonica ENSCJPG00005010125
numida_meleagris ENSNMEG00000007181
anser_brachyrhynchus ENSABRG00000006994
anas_platyrhynchos_platyrhynchos ENSAPLG00000007608
apteryx_haastii ENSAHAG00000018951
apteryx_owenii ENSAOWG00000000262
apteryx_rowi ENSARWG00000002868
dromaius_novaehollandiae ENSDNVG00000015275
nothoprocta_perdicaria ENSNPEG00000006571
crocodylus_porosus ENSCPRG00005000501
gopherus_agassizii ENSGAGG00000023360
chelonoidis_abingdonii ENSCABG00000000556
chrysemys_picta_bellii ENSCPBG00000022913
pelodiscus_sinensis ENSPSIG00000003933
junco_hyemalis ENSJHYG00000010755
anolis_carolinensis ENSACAG00000028043
pogona_vitticeps ENSPVIG00000022882
notechis_scutatus ENSNSUG00000012346
salvator_merianae ENSSMRG00000009114
sphenodon_punctatus ENSSPUG00000016917
xenopus_tropicalis ENSXETG00000012958
latimeria_chalumnae ENSLACG00000019146
phascolarctos_cinereus ENSPCIG00000007741
sarcophilus_harrisii ENSSHAG00000008869
monodelphis_domestica ENSMODG00000006572
prolemur_simus ENSPSMG00000013312
microcebus_murinus ENSMICG00000035653
propithecus_coquereli ENSPCOG00000000090
otolemur_garnettii ENSOGAG00000025394
pan_troglodytes ENSPTRG00000049572
homo_sapiens ENSG00000179403
pan_paniscus ENSPPAG00000028474
pongo_abelii ENSPPYG00000002005
nomascus_leucogenys ENSNLEG00000000929
piliocolobus_tephrosceles ENSPTEG00000016571
rhinopithecus_roxellana ENSRROG00000040945
colobus_angolensis_palliatus ENSCANG00000039606
macaca_nemestrina ENSMNEG00000042597
macaca_mulatta ENSMMUG00000013280
macaca_fascicularis ENSMFAG00000000422
chlorocebus_sabaeus ENSCSAG00000000691
cercocebus_atys ENSCATG00000030646
papio_anubis ENSPANG00000006170
theropithecus_gelada ENSTGEG00000011471
cebus_capucinus_imitator ENSCCAG00000021280
callithrix_jacchus ENSCJAG00000048044
saimiri_boliviensis_boliviensis ENSSBOG00000026283
castor_canadensis ENSCCNG00000010852
dipodomys_ordii ENSDORG00000015150
mus_spicilegus ENSMSIG00000014906
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027895
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026901
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029249
rattus_norvegicus ENSRNOG00000018338
meriones_unguiculatus ENSMUGG00000003169
peromyscus_maniculatus_bairdii ENSPEMG00000006440
microtus_ochrogaster ENSMOCG00000000064
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014078
cricetulus_griseus_crigri_1.0 ENSCGRG00000012199
