equus_asinus_asinus ENSEASG00005010746
equus_caballus ENSECAG00000028763
ursus_americanus ENSUAMG00000001525
ursus_maritimus ENSUMAG00000008193
ailuropoda_melanoleuca ENSAMEG00000018783
neovison_vison ENSNVIG00000006735
mustela_putorius_furo ENSMPUG00000019310
canis_lupus_dingo ENSCAFG00020008606
vulpes_vulpes ENSVVUG00000021943
vicugna_pacos ENSVPAG00000006503
sus_scrofa ENSSSCG00000031932
bos_mutus ENSBMUG00000016245
bos_taurus ENSBTAG00000055314
bison_bison_bison ENSBBBG00000006236
ovis_aries ENSOARG00000004152
capra_hircus ENSCHIG00000009510
pteropus_vampyrus ENSPVAG00000001584
myotis_lucifugus ENSMLUG00000030303
chinchilla_lanigera ENSCLAG00000017862
octodon_degus ENSODEG00000019691
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021156
ictidomys_tridecemlineatus ENSSTOG00000020842
spermophilus_dauricus ENSSDAG00000021833
marmota_marmota_marmota ENSMMMG00000018718
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017555
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070379
mus_spicilegus ENSMSIG00000022838
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016713
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017849
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070380
mus_spicilegus ENSMSIG00000022834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016712
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017848
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017560
mus_spicilegus ENSMSIG00000022948
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016717
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017854
rattus_norvegicus ENSRNOG00000061506
rattus_norvegicus ENSRNOG00000050608
rattus_norvegicus ENSRNOG00000048801
meriones_unguiculatus ENSMUGG00000006724
cricetulus_griseus_crigri-picr ENSCGRG00015021175
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009932
cricetulus_griseus_crigri_1.0 ENSCGRG00000001126
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010357
cricetulus_griseus_crigri_1.0 ENSCGRG00000019722
cricetulus_griseus_crigri-picr ENSCGRG00015021214
microtus_ochrogaster ENSMOCG00000001777
microtus_ochrogaster ENSMOCG00000001822
peromyscus_maniculatus_bairdii ENSPEMG00000030292
peromyscus_maniculatus_bairdii ENSPEMG00000028338
nannospalax_galili ENSNGAG00000012424
jaculus_jaculus ENSJJAG00000012338
oryctolagus_cuniculus ENSOCUG00000000700
ochotona_princeps ENSOPRG00000010440
theropithecus_gelada ENSTGEG00000013809
papio_anubis ENSPANG00000014417
mandrillus_leucophaeus ENSMLEG00000012301
mandrillus_leucophaeus ENSMLEG00000026743
cercocebus_atys ENSCATG00000022630
macaca_fascicularis ENSMFAG00000030570
macaca_mulatta ENSMMUG00000022684
macaca_nemestrina ENSMNEG00000015776
chlorocebus_sabaeus ENSCSAG00000000575
piliocolobus_tephrosceles ENSPTEG00000008412
pan_paniscus ENSPPAG00000023069
pan_troglodytes ENSPTRG00000048428
gorilla_gorilla ENSGGOG00000041552
homo_sapiens ENSG00000180090
callithrix_jacchus ENSCJAG00000023334
prolemur_simus ENSPSMG00000019665
loxodonta_africana ENSLAFG00000012295
dasypus_novemcinctus ENSDNOG00000035800
