ciona_intestinalis ENSCING00000005048
ciona_savignyi ENSCSAVG00000002367
drosophila_melanogaster FBgn0038090
eptatretus_burgeri ENSEBUG00000016084
petromyzon_marinus ENSPMAG00000007777
oryctolagus_cuniculus ENSOCUG00000009027
ochotona_princeps ENSOPRG00000010475
dipodomys_ordii ENSDORG00000005756
homo_sapiens ENSG00000105202
pan_troglodytes ENSPTRG00000040021
pongo_abelii ENSPPYG00000009979
pan_troglodytes ENSPTRG00000010982
pan_paniscus ENSPPAG00000034630
gorilla_gorilla ENSGGOG00000013076
nomascus_leucogenys ENSNLEG00000014234
macaca_mulatta ENSMMUG00000022725
macaca_nemestrina ENSMNEG00000040045
macaca_fascicularis ENSMFAG00000043908
papio_anubis ENSPANG00000004118
theropithecus_gelada ENSTGEG00000024805
cercocebus_atys ENSCATG00000039255
mandrillus_leucophaeus ENSMLEG00000042975
chlorocebus_sabaeus ENSCSAG00000003783
rhinopithecus_roxellana ENSRROG00000012374
rhinopithecus_bieti ENSRBIG00000029089
colobus_angolensis_palliatus ENSCANG00000042053
piliocolobus_tephrosceles ENSPTEG00000037085
aotus_nancymaae ENSANAG00000029424
aotus_nancymaae ENSANAG00000019689
cebus_capucinus_imitator ENSCCAG00000004830
saimiri_boliviensis_boliviensis ENSSBOG00000033498
callithrix_jacchus ENSCJAG00000040785
carlito_syrichta ENSTSYG00000036873
propithecus_coquereli ENSPCOG00000015915
prolemur_simus ENSPSMG00000022957
microcebus_murinus ENSMICG00000007686
otolemur_garnettii ENSOGAG00000006463
tupaia_belangeri ENSTBEG00000007755
procavia_capensis ENSPCAG00000011523
loxodonta_africana ENSLAFG00000000171
dasypus_novemcinctus ENSDNOG00000025216
bos_taurus ENSBTAG00000002579
bos_mutus ENSBMUG00000015541
bison_bison_bison ENSBBBG00000004504
capra_hircus ENSCHIG00000021562
ovis_aries ENSOARG00000006339
tursiops_truncatus ENSTTRG00000003967
sus_scrofa ENSSSCG00000030510
equus_asinus_asinus ENSEASG00005011787
equus_caballus ENSECAG00000023221
pteropus_vampyrus ENSPVAG00000010849
myotis_lucifugus ENSMLUG00000030525
echinops_telfairi ENSETEG00000003164
ursus_americanus ENSUAMG00000001699
ursus_maritimus ENSUMAG00000019597
ailuropoda_melanoleuca ENSAMEG00000012669
neovison_vison ENSNVIG00000010870
canis_lupus_familiaris ENSCAFG00000005412
canis_lupus_dingo ENSCAFG00020015639
vulpes_vulpes ENSVVUG00000006111
felis_catus ENSFCAG00000003026
panthera_pardus ENSPPRG00000002187
cavia_aperea ENSCAPG00000009974
urocitellus_parryii ENSUPAG00010022566
panthera_tigris_altaica ENSPTIG00000008381
microtus_ochrogaster ENSMOCG00000012820
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024532
meriones_unguiculatus ENSMUGG00000025999
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021702
cricetulus_griseus_crigri-picr ENSCGRG00015025682
cricetulus_griseus_crigri_1.0 ENSCGRG00000012705
mesocricetus_auratus ENSMAUG00000003620
peromyscus_maniculatus_bairdii ENSPEMG00000015440
mus_spicilegus ENSMSIG00000003013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030532
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046865
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029434
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012670
rattus_norvegicus ENSRNOG00000019229
nannospalax_galili ENSNGAG00000022243
castor_canadensis ENSCCNG00000007840
jaculus_jaculus ENSJJAG00000018359
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009686
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015471
fukomys_damarensis ENSFDAG00000021499
chinchilla_lanigera ENSCLAG00000001639
octodon_degus ENSODEG00000001001
cavia_porcellus ENSCPOG00000010192
spermophilus_dauricus ENSSDAG00000000296
ictidomys_tridecemlineatus ENSSTOG00000012486
marmota_marmota_marmota ENSMMMG00000020736
sorex_araneus ENSSARG00000008709
mus_spicilegus ENSMSIG00000007492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017048
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051062
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016207
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017343
rattus_norvegicus ENSRNOG00000015303
meriones_unguiculatus ENSMUGG00000015843
cricetulus_griseus_crigri-picr ENSCGRG00015021890
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010028
mesocricetus_auratus ENSMAUG00000015741
peromyscus_maniculatus_bairdii ENSPEMG00000020325
microtus_ochrogaster ENSMOCG00000022683
ochotona_princeps ENSOPRG00000004127
equus_caballus ENSECAG00000023600
equus_asinus_asinus ENSEASG00005012784
canis_lupus_dingo ENSCAFG00020003509
vulpes_vulpes ENSVVUG00000003074
bos_mutus ENSBMUG00000002739
bos_taurus ENSBTAG00000004657
bison_bison_bison ENSBBBG00000015226
capra_hircus ENSCHIG00000005751
ovis_aries ENSOARG00000014603
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021287
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015259
fukomys_damarensis ENSFDAG00000018404
chinchilla_lanigera ENSCLAG00000018056
octodon_degus ENSODEG00000019199
cavia_aperea ENSCAPG00000008751
cavia_porcellus ENSCPOG00000025737
urocitellus_parryii ENSUPAG00010016937
ictidomys_tridecemlineatus ENSSTOG00000031046
nannospalax_galili ENSNGAG00000012285
jaculus_jaculus ENSJJAG00000000811
oryctolagus_cuniculus ENSOCUG00000007557
castor_canadensis ENSCCNG00000000230
propithecus_coquereli ENSPCOG00000020746
carlito_syrichta ENSTSYG00000030585
macaca_mulatta ENSMMUG00000012520
papio_anubis ENSPANG00000024859
macaca_fascicularis ENSMFAG00000036422
chlorocebus_sabaeus ENSCSAG00000010153
theropithecus_gelada ENSTGEG00000010712
colobus_angolensis_palliatus ENSCANG00000043304
mandrillus_leucophaeus ENSMLEG00000040259
pan_paniscus ENSPPAG00000015519
pan_troglodytes ENSPTRG00000046755
homo_sapiens ENSG00000188573
nomascus_leucogenys ENSNLEG00000031565
callithrix_jacchus ENSCJAG00000015548
cebus_capucinus_imitator ENSCCAG00000033894
saimiri_boliviensis_boliviensis ENSSBOG00000019476
sus_scrofa ENSSSCG00000017013
tursiops_truncatus ENSTTRG00000016156
ursus_americanus ENSUAMG00000023304
ailuropoda_melanoleuca ENSAMEG00000007104
mustela_putorius_furo ENSMPUG00000013045
panthera_pardus ENSPPRG00000020963
myotis_lucifugus ENSMLUG00000011858
loxodonta_africana ENSLAFG00000032132
phascolarctos_cinereus ENSPCIG00000014607
notamacropus_eugenii ENSMEUG00000014684
sarcophilus_harrisii ENSSHAG00000003274
monodelphis_domestica ENSMODG00000013702
ornithorhynchus_anatinus ENSOANG00000014658
coturnix_japonica ENSCJPG00005001201
cyanistes_caeruleus ENSCCEG00000004596
apteryx_rowi ENSARWG00000000988
chelonoidis_abingdonii ENSCABG00000022278
gopherus_agassizii ENSGAGG00000003006
chrysemys_picta_bellii ENSCPBG00000024047
pelodiscus_sinensis ENSPSIG00000004704
anolis_carolinensis ENSACAG00000016787
notechis_scutatus ENSNSUG00000014445
pogona_vitticeps ENSPVIG00000007257
salvator_merianae ENSSMRG00000003709
sphenodon_punctatus ENSSPUG00000004770
xenopus_tropicalis ENSXETG00000017830
seriola_lalandi_dorsalis ENSSLDG00000010053
seriola_lalandi_dorsalis ENSSLDG00000002539
seriola_dumerili ENSSDUG00000004103
scophthalmus_maximus ENSSMAG00000011853
labrus_bergylta ENSLBEG00000017315
gasterosteus_aculeatus ENSGACG00000004194
fundulus_heteroclitus ENSFHEG00000010854
cyprinodon_variegatus ENSCVAG00000015561
poecilia_formosa ENSPFOG00000000133
poecilia_mexicana ENSPMEG00000001897
