fundulus_heteroclitus ENSFHEG00000014272
cyprinodon_variegatus ENSCVAG00000012601
kryptolebias_marmoratus ENSKMAG00000002246
oryzias_latipes_asm223469v1 ENSORLG00015022682
oryzias_latipes_asm223467v1 ENSORLG00000028973
oryzias_melastigma ENSOMEG00000009448
astatotilapia_calliptera ENSACLG00000002717
maylandia_zebra ENSMZEG00005013836
pundamilia_nyererei ENSPNYG00000015482
neolamprologus_brichardi ENSNBRG00000020199
oreochromis_niloticus ENSONIG00000006785
amphilophus_citrinellus ENSACIG00000018124
amphiprion_ocellaris ENSAOCG00000006309
amphiprion_percula ENSAPEG00000022223
acanthochromis_polyacanthus ENSAPOG00000024209
stegastes_partitus ENSSPAG00000018897
mola_mola ENSMMOG00000018730
takifugu_rubripes ENSTRUG00000022723
gasterosteus_aculeatus ENSGACG00000019681
labrus_bergylta ENSLBEG00000021661
seriola_lalandi_dorsalis ENSSLDG00000020811
seriola_lalandi_dorsalis ENSSLDG00000010710
seriola_lalandi_dorsalis ENSSLDG00000007793
seriola_dumerili ENSSDUG00000019702
scophthalmus_maximus ENSSMAG00000021056
anabas_testudineus ENSATEG00000016138
cynoglossus_semilaevis ENSCSEG00000001210
esox_lucius ENSELUG00000011801
astyanax_mexicanus ENSAMXG00000000449
pygocentrus_nattereri ENSPNAG00000020941
ictalurus_punctatus ENSIPUG00000024305
danio_rerio ENSDARG00000074182
