sus_scrofa ENSSSCG00000027987
ovis_aries ENSOARG00000018714
myotis_lucifugus ENSMLUG00000000106
myotis_lucifugus ENSMLUG00000022189
myotis_lucifugus ENSMLUG00000023121
myotis_lucifugus ENSMLUG00000025523
myotis_lucifugus ENSMLUG00000022430
myotis_lucifugus ENSMLUG00000028648
myotis_lucifugus ENSMLUG00000024669
myotis_lucifugus ENSMLUG00000023130
myotis_lucifugus ENSMLUG00000024751
myotis_lucifugus ENSMLUG00000023904
myotis_lucifugus ENSMLUG00000029837
castor_canadensis ENSCCNG00000007993
dipodomys_ordii ENSDORG00000027065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030393
mus_spicilegus ENSMSIG00000027873
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030242
rattus_norvegicus ENSRNOG00000046455
rattus_norvegicus ENSRNOG00000055843
meriones_unguiculatus ENSMUGG00000000828
cricetulus_griseus_crigri_1.0 ENSCGRG00000001367
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018814
cricetulus_griseus_crigri-picr ENSCGRG00015000314
mesocricetus_auratus ENSMAUG00000001991
peromyscus_maniculatus_bairdii ENSPEMG00000014080
microtus_ochrogaster ENSMOCG00000016796
nannospalax_galili ENSNGAG00000021728
jaculus_jaculus ENSJJAG00000015364
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015002
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014096
fukomys_damarensis ENSFDAG00000007881
spermophilus_dauricus ENSSDAG00000011181
marmota_marmota_marmota ENSMMMG00000024722
urocitellus_parryii ENSUPAG00010006326
ictidomys_tridecemlineatus ENSSTOG00000034468
oryctolagus_cuniculus ENSOCUG00000029400
homo_sapiens ENSG00000171649
gorilla_gorilla ENSGGOG00000041163
pan_troglodytes ENSPTRG00000011562
pan_paniscus ENSPPAG00000035705
nomascus_leucogenys ENSNLEG00000027049
piliocolobus_tephrosceles ENSPTEG00000003218
colobus_angolensis_palliatus ENSCANG00000032230
rhinopithecus_roxellana ENSRROG00000028867
rhinopithecus_bieti ENSRBIG00000023637
papio_anubis ENSPANG00000000290
theropithecus_gelada ENSTGEG00000015147
cercocebus_atys ENSCATG00000013414
macaca_fascicularis ENSMFAG00000000509
macaca_mulatta ENSMMUG00000009292
macaca_nemestrina ENSMNEG00000030306
mandrillus_leucophaeus ENSMLEG00000039267
chlorocebus_sabaeus ENSCSAG00000001627
cebus_capucinus_imitator ENSCCAG00000030178
saimiri_boliviensis_boliviensis ENSSBOG00000020376
callithrix_jacchus ENSCJAG00000000037
aotus_nancymaae ENSANAG00000029041
nomascus_leucogenys ENSNLEG00000029876
carlito_syrichta ENSTSYG00000008565
propithecus_coquereli ENSPCOG00000014819
microcebus_murinus ENSMICG00000036114
prolemur_simus ENSPSMG00000017666
