pan_troglodytes ENSPTRG00000008637
pan_paniscus ENSPPAG00000038277
homo_sapiens ENSG00000091592
gorilla_gorilla ENSGGOG00000011464
pongo_abelii ENSPPYG00000007874
nomascus_leucogenys ENSNLEG00000009130
papio_anubis ENSPANG00000024299
theropithecus_gelada ENSTGEG00000021174
cercocebus_atys ENSCATG00000036133
mandrillus_leucophaeus ENSMLEG00000028547
macaca_mulatta ENSMMUG00000030453
macaca_nemestrina ENSMNEG00000033796
chlorocebus_sabaeus ENSCSAG00000012704
rhinopithecus_bieti ENSRBIG00000042202
rhinopithecus_roxellana ENSRROG00000045139
piliocolobus_tephrosceles ENSPTEG00000019658
colobus_angolensis_palliatus ENSCANG00000034452
cebus_capucinus_imitator ENSCCAG00000020577
saimiri_boliviensis_boliviensis ENSSBOG00000025041
callithrix_jacchus ENSCJAG00000011265
aotus_nancymaae ENSANAG00000000698
carlito_syrichta ENSTSYG00000012450
microcebus_murinus ENSMICG00000005070
propithecus_coquereli ENSPCOG00000028266
prolemur_simus ENSPSMG00000015405
prolemur_simus ENSPSMG00000003563
otolemur_garnettii ENSOGAG00000027032
otolemur_garnettii ENSOGAG00000030180
otolemur_garnettii ENSOGAG00000005990
otolemur_garnettii ENSOGAG00000030467
peromyscus_maniculatus_bairdii ENSPEMG00000031088
peromyscus_maniculatus_bairdii ENSPEMG00000030661
peromyscus_maniculatus_bairdii ENSPEMG00000026636
peromyscus_maniculatus_bairdii ENSPEMG00000024671
cricetulus_griseus_crigri-picr ENSCGRG00015010943
cricetulus_griseus_crigri-picr ENSCGRG00015002669
cricetulus_griseus_crigri-picr ENSCGRG00015002655
cricetulus_griseus_crigri-picr ENSCGRG00015002990
cricetulus_griseus_crigri_1.0 ENSCGRG00000008555
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016564
cricetulus_griseus_crigri-picr ENSCGRG00015003039
peromyscus_maniculatus_bairdii ENSPEMG00000025569
peromyscus_maniculatus_bairdii ENSPEMG00000029650
peromyscus_maniculatus_bairdii ENSPEMG00000028834
peromyscus_maniculatus_bairdii ENSPEMG00000024911
peromyscus_maniculatus_bairdii ENSPEMG00000025815
peromyscus_maniculatus_bairdii ENSPEMG00000003254
peromyscus_maniculatus_bairdii ENSPEMG00000031355
meriones_unguiculatus ENSMUGG00000026300
meriones_unguiculatus ENSMUGG00000006897
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069830
mus_spicilegus ENSMSIG00000023982
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017791
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070390
mus_spicilegus ENSMSIG00000023860
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017792
rattus_norvegicus ENSRNOG00000023143
rattus_norvegicus ENSRNOG00000048125
cricetulus_griseus_crigri-picr ENSCGRG00015003217
microtus_ochrogaster ENSMOCG00000022753
nannospalax_galili ENSNGAG00000021949
castor_canadensis ENSCCNG00000003665
castor_canadensis ENSCCNG00000003547
chinchilla_lanigera ENSCLAG00000007948
octodon_degus ENSODEG00000017171
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019381
chinchilla_lanigera ENSCLAG00000016776
chinchilla_lanigera ENSCLAG00000010449
fukomys_damarensis ENSFDAG00000011077
spermophilus_dauricus ENSSDAG00000002813
urocitellus_parryii ENSUPAG00010019486
ictidomys_tridecemlineatus ENSSTOG00000012657
marmota_marmota_marmota ENSMMMG00000018651
tupaia_belangeri ENSTBEG00000002630
ovis_aries ENSOARG00000002640
capra_hircus ENSCHIG00000019608
bos_taurus ENSBTAG00000020433
bos_mutus ENSBMUG00000006179
bison_bison_bison ENSBBBG00000007654
vicugna_pacos ENSVPAG00000003215
equus_caballus ENSECAG00000008523
equus_asinus_asinus ENSEASG00005015333
ursus_americanus ENSUAMG00000019753
ursus_maritimus ENSUMAG00000013197
ailuropoda_melanoleuca ENSAMEG00000017199
mustela_putorius_furo ENSMPUG00000011266
neovison_vison ENSNVIG00000018685
canis_lupus_familiaris ENSCAFG00000015493
canis_lupus_dingo ENSCAFG00020016283
vulpes_vulpes ENSVVUG00000027308
myotis_lucifugus ENSMLUG00000000600
myotis_lucifugus ENSMLUG00000026279
myotis_lucifugus ENSMLUG00000025973
myotis_lucifugus ENSMLUG00000022235
myotis_lucifugus ENSMLUG00000030557
myotis_lucifugus ENSMLUG00000026207
myotis_lucifugus ENSMLUG00000028782
myotis_lucifugus ENSMLUG00000027051
myotis_lucifugus ENSMLUG00000027170
erinaceus_europaeus ENSEEUG00000013302
sorex_araneus ENSSARG00000007829
echinops_telfairi ENSETEG00000008237
procavia_capensis ENSPCAG00000008254
choloepus_hoffmanni ENSCHOG00000002824
dasypus_novemcinctus ENSDNOG00000018344
