sarcophilus_harrisii ENSSHAG00000011577
monodelphis_domestica ENSMODG00000016635
phascolarctos_cinereus ENSPCIG00000036590
notamacropus_eugenii ENSMEUG00000005434
phascolarctos_cinereus ENSPCIG00000033955
notamacropus_eugenii ENSMEUG00000005442
bison_bison_bison ENSBBBG00000015330
ovis_aries ENSOARG00000010888
ursus_maritimus ENSUMAG00000008674
ursus_americanus ENSUAMG00000025466
callithrix_jacchus ENSCJAG00000043819
cebus_capucinus_imitator ENSCCAG00000011360
saimiri_boliviensis_boliviensis ENSSBOG00000022580
aotus_nancymaae ENSANAG00000033718
pan_paniscus ENSPPAG00000017370
pan_troglodytes ENSPTRG00000031328
pan_troglodytes ENSPTRG00000007530
gorilla_gorilla ENSGGOG00000024685
homo_sapiens ENSG00000130656
macaca_nemestrina ENSMNEG00000031933
macaca_mulatta ENSMMUG00000019566
macaca_fascicularis ENSMFAG00000044915
papio_anubis ENSPANG00000034678
papio_anubis ENSPANG00000013695
chlorocebus_sabaeus ENSCSAG00000013125
mandrillus_leucophaeus ENSMLEG00000042532
rhinopithecus_roxellana ENSRROG00000033172
rhinopithecus_roxellana ENSRROG00000035683
carlito_syrichta ENSTSYG00000001988
prolemur_simus ENSPSMG00000011525
microcebus_murinus ENSMICG00000035959
otolemur_garnettii ENSOGAG00000002530
pteropus_vampyrus ENSPVAG00000000535
pteropus_vampyrus ENSPVAG00000000536
myotis_lucifugus ENSMLUG00000026396
ailuropoda_melanoleuca ENSAMEG00000007713
ursus_maritimus ENSUMAG00000020972
ailuropoda_melanoleuca ENSAMEG00000006866
ailuropoda_melanoleuca ENSAMEG00000006868
ursus_americanus ENSUAMG00000002329
neovison_vison ENSNVIG00000014627
mustela_putorius_furo ENSMPUG00000016055
canis_lupus_familiaris ENSCAFG00000031055
canis_lupus_familiaris ENSCAFG00000028569
canis_lupus_dingo ENSCAFG00020009312
canis_lupus_dingo ENSCAFG00020009310
vulpes_vulpes ENSVVUG00000013485
panthera_pardus ENSPPRG00000024118
panthera_tigris_altaica ENSPTIG00000013993
felis_catus ENSFCAG00000043382
felis_catus ENSFCAG00000042527
equus_caballus ENSECAG00000016460
equus_asinus_asinus ENSEASG00005017899
capra_hircus ENSCHIG00000013233
capra_hircus ENSCHIG00000018800
bos_taurus ENSBTAG00000038921
bos_taurus ENSBTAG00000034024
sus_scrofa ENSSSCG00000007975
tursiops_truncatus ENSTTRG00000012080
vicugna_pacos ENSVPAG00000011895
sorex_araneus ENSSARG00000006909
sorex_araneus ENSSARG00000014433
castor_canadensis ENSCCNG00000015240
dipodomys_ordii ENSDORG00000024070
microtus_ochrogaster ENSMOCG00000014714
peromyscus_maniculatus_bairdii ENSPEMG00000011750
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024784
cricetulus_griseus_crigri-picr ENSCGRG00015019686
cricetulus_griseus_crigri_1.0 ENSCGRG00000004396
mesocricetus_auratus ENSMAUG00000011140
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055609
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017025
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016180
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017316
mus_spicilegus ENSMSIG00000024240
rattus_norvegicus ENSRNOG00000020536
meriones_unguiculatus ENSMUGG00000002217
nannospalax_galili ENSNGAG00000013746
jaculus_jaculus ENSJJAG00000010184
cavia_porcellus ENSCPOG00000038616
cavia_aperea ENSCAPG00000013295
chinchilla_lanigera ENSCLAG00000015257
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005386
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005485
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002780
fukomys_damarensis ENSFDAG00000009007
octodon_degus ENSODEG00000015908
urocitellus_parryii ENSUPAG00010012897
ictidomys_tridecemlineatus ENSSTOG00000010645
spermophilus_dauricus ENSSDAG00000019497
marmota_marmota_marmota ENSMMMG00000018631
ochotona_princeps ENSOPRG00000010063
oryctolagus_cuniculus ENSOCUG00000014162
loxodonta_africana ENSLAFG00000029207
