pan_troglodytes ENSPTRG00000052244
pan_paniscus ENSPPAG00000041561
gorilla_gorilla ENSGGOG00000037580
nomascus_leucogenys ENSNLEG00000031350
cercocebus_atys ENSCATG00000041629
mandrillus_leucophaeus ENSMLEG00000024484
macaca_fascicularis ENSMFAG00000041715
macaca_nemestrina ENSMNEG00000043874
macaca_mulatta ENSMMUG00000047330
papio_anubis ENSPANG00000035579
theropithecus_gelada ENSTGEG00000017249
rhinopithecus_bieti ENSRBIG00000031562
rhinopithecus_roxellana ENSRROG00000035548
colobus_angolensis_palliatus ENSCANG00000043252
cebus_capucinus_imitator ENSCCAG00000036895
saimiri_boliviensis_boliviensis ENSSBOG00000021560
callithrix_jacchus ENSCJAG00000046538
aotus_nancymaae ENSANAG00000038346
