microcebus_murinus ENSMICG00000043438
otolemur_garnettii ENSOGAG00000001464
homo_sapiens ENSG00000177459
gorilla_gorilla ENSGGOG00000001184
pan_paniscus ENSPPAG00000044093
pan_troglodytes ENSPTRG00000020456
pongo_abelii ENSPPYG00000018775
nomascus_leucogenys ENSNLEG00000002460
theropithecus_gelada ENSTGEG00000001571
papio_anubis ENSPANG00000006288
cercocebus_atys ENSCATG00000032257
mandrillus_leucophaeus ENSMLEG00000041974
macaca_fascicularis ENSMFAG00000002519
macaca_nemestrina ENSMNEG00000036206
chlorocebus_sabaeus ENSCSAG00000012345
piliocolobus_tephrosceles ENSPTEG00000000492
piliocolobus_tephrosceles ENSPTEG00000004362
colobus_angolensis_palliatus ENSCANG00000040146
cebus_capucinus_imitator ENSCCAG00000028817
aotus_nancymaae ENSANAG00000037689
callithrix_jacchus ENSCJAG00000015555
saimiri_boliviensis_boliviensis ENSSBOG00000029799
tupaia_belangeri ENSTBEG00000013991
castor_canadensis ENSCCNG00000017186
dipodomys_ordii ENSDORG00000012384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020620
mus_spicilegus ENSMSIG00000016520
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044726
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019724
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019733
rattus_norvegicus ENSRNOG00000005956
meriones_unguiculatus ENSMUGG00000026292
peromyscus_maniculatus_bairdii ENSPEMG00000021961
cricetulus_griseus_crigri-picr ENSCGRG00015027637
microtus_ochrogaster ENSMOCG00000015882
nannospalax_galili ENSNGAG00000013838
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005192
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015769
chinchilla_lanigera ENSCLAG00000006781
urocitellus_parryii ENSUPAG00010013227
spermophilus_dauricus ENSSDAG00000008754
ictidomys_tridecemlineatus ENSSTOG00000011450
oryctolagus_cuniculus ENSOCUG00000017391
ochotona_princeps ENSOPRG00000007651
myotis_lucifugus ENSMLUG00000010193
myotis_lucifugus ENSMLUG00000027043
pteropus_vampyrus ENSPVAG00000014462
ursus_americanus ENSUAMG00000017305
ursus_maritimus ENSUMAG00000016948
ailuropoda_melanoleuca ENSAMEG00000000603
mustela_putorius_furo ENSMPUG00000015254
canis_lupus_familiaris ENSCAFG00000000463
canis_lupus_dingo ENSCAFG00020026757
vulpes_vulpes ENSVVUG00000010985
panthera_tigris_altaica ENSPTIG00000016261
capra_hircus ENSCHIG00000021324
ovis_aries ENSOARG00000003535
bos_taurus ENSBTAG00000018493
vicugna_pacos ENSVPAG00000008274
tursiops_truncatus ENSTTRG00000016059
sus_scrofa ENSSSCG00000006080
equus_caballus ENSECAG00000023957
equus_asinus_asinus ENSEASG00005003199
loxodonta_africana ENSLAFG00000021626
procavia_capensis ENSPCAG00000003836
echinops_telfairi ENSETEG00000007833
dasypus_novemcinctus ENSDNOG00000003618
choloepus_hoffmanni ENSCHOG00000011699
monodelphis_domestica ENSMODG00000006778
sarcophilus_harrisii ENSSHAG00000002489
notamacropus_eugenii ENSMEUG00000001910
