cynoglossus_semilaevis ENSCSEG00000017454
takifugu_rubripes ENSTRUG00000023593
mola_mola ENSMMOG00000010214
gasterosteus_aculeatus ENSGACG00000019202
hippocampus_comes ENSHCOG00000010698
periophthalmus_magnuspinnatus ENSPMGG00000008035
labrus_bergylta ENSLBEG00000023833
xiphophorus_couchianus ENSXCOG00000000241
xiphophorus_maculatus ENSXMAG00000008857
gambusia_affinis ENSGAFG00000004773
poecilia_formosa ENSPFOG00000012095
poecilia_latipinna ENSPLAG00000012723
poecilia_reticulata ENSPREG00000015160
poecilia_mexicana ENSPMEG00000015128
fundulus_heteroclitus ENSFHEG00000004223
cyprinodon_variegatus ENSCVAG00000008426
kryptolebias_marmoratus ENSKMAG00000000517
oryzias_latipes_asm223467v1 ENSORLG00000026792
oryzias_latipes_asm223471v1 ENSORLG00020004115
oryzias_melastigma ENSOMEG00000012849
amphiprion_percula ENSAPEG00000022355
amphiprion_ocellaris ENSAOCG00000019622
acanthochromis_polyacanthus ENSAPOG00000008496
stegastes_partitus ENSSPAG00000009299
astatotilapia_calliptera ENSACLG00000003382
pundamilia_nyererei ENSPNYG00000014994
maylandia_zebra ENSMZEG00005015021
haplochromis_burtoni ENSHBUG00000011393
neolamprologus_brichardi ENSNBRG00000017744
amphilophus_citrinellus ENSACIG00000019148
monopterus_albus ENSMALG00000010974
mastacembelus_armatus ENSMAMG00000023580
anabas_testudineus ENSATEG00000003708
seriola_lalandi_dorsalis ENSSLDG00000017456
seriola_dumerili ENSSDUG00000015577
scophthalmus_maximus ENSSMAG00000012684
gadus_morhua ENSGMOG00000000349
esox_lucius ENSELUG00000016866
pygocentrus_nattereri ENSPNAG00000020843
astyanax_mexicanus ENSAMXG00000038066
ictalurus_punctatus ENSIPUG00000015928
danio_rerio ENSDARG00000092677
paramormyrops_kingsleyae ENSPKIG00000001008
scleropages_formosus ENSSFOG00015001361
lepisosteus_oculatus ENSLOCG00000017104
saimiri_boliviensis_boliviensis ENSSBOG00000031957
cebus_capucinus_imitator ENSCCAG00000024479
callithrix_jacchus ENSCJAG00000018183
aotus_nancymaae ENSANAG00000033328
pan_troglodytes ENSPTRG00000002122
pan_paniscus ENSPPAG00000039037
gorilla_gorilla ENSGGOG00000041670
homo_sapiens ENSG00000168275
pongo_abelii ENSPPYG00000000103
nomascus_leucogenys ENSNLEG00000002501
piliocolobus_tephrosceles ENSPTEG00000035841
colobus_angolensis_palliatus ENSCANG00000029032
rhinopithecus_roxellana ENSRROG00000032836
rhinopithecus_bieti ENSRBIG00000035512
macaca_mulatta ENSMMUG00000021702
macaca_fascicularis ENSMFAG00000034136
macaca_nemestrina ENSMNEG00000043960
chlorocebus_sabaeus ENSCSAG00000010108
papio_anubis ENSPANG00000007339
mandrillus_leucophaeus ENSMLEG00000032737
theropithecus_gelada ENSTGEG00000012764
cercocebus_atys ENSCATG00000041539
carlito_syrichta ENSTSYG00000030855
propithecus_coquereli ENSPCOG00000020423
prolemur_simus ENSPSMG00000023343
microcebus_murinus ENSMICG00000034015
erinaceus_europaeus ENSEEUG00000009589
sorex_araneus ENSSARG00000012203
pteropus_vampyrus ENSPVAG00000014797
sus_scrofa ENSSSCG00000010161
vicugna_pacos ENSVPAG00000007664
bos_mutus ENSBMUG00000002434
bos_taurus ENSBTAG00000051467
bison_bison_bison ENSBBBG00000012169
bison_bison_bison ENSBBBG00000025037
bos_taurus ENSBTAG00000054468
ovis_aries ENSOARG00000003420
capra_hircus ENSCHIG00000025782
equus_caballus ENSECAG00000007238
equus_asinus_asinus ENSEASG00005000217
ursus_americanus ENSUAMG00000000585
ursus_maritimus ENSUMAG00000006712
ailuropoda_melanoleuca ENSAMEG00000003368
panthera_pardus ENSPPRG00000013529
panthera_tigris_altaica ENSPTIG00000008441
felis_catus ENSFCAG00000033897
canis_lupus_dingo ENSCAFG00020027151
canis_lupus_familiaris ENSCAFG00000011541
vulpes_vulpes ENSVVUG00000007440
neovison_vison ENSNVIG00000007537
oryctolagus_cuniculus ENSOCUG00000017413
ochotona_princeps ENSOPRG00000013804
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051671
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032845
mus_spicilegus ENSMSIG00000022527
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031728
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023325
rattus_norvegicus ENSRNOG00000052701
meriones_unguiculatus ENSMUGG00000008579
peromyscus_maniculatus_bairdii ENSPEMG00000011207
microtus_ochrogaster ENSMOCG00000014363
cricetulus_griseus_crigri_1.0 ENSCGRG00000013739
cricetulus_griseus_crigri-picr ENSCGRG00015007512
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000203
mesocricetus_auratus ENSMAUG00000019221
nannospalax_galili ENSNGAG00000010757
nannospalax_galili ENSNGAG00000009904
jaculus_jaculus ENSJJAG00000005913
urocitellus_parryii ENSUPAG00010021434
ictidomys_tridecemlineatus ENSSTOG00000023911
marmota_marmota_marmota ENSMMMG00000015889
dipodomys_ordii ENSDORG00000025191
castor_canadensis ENSCCNG00000005173
octodon_degus ENSODEG00000005008
cavia_porcellus ENSCPOG00000030904
chinchilla_lanigera ENSCLAG00000003766
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011790
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012375
fukomys_damarensis ENSFDAG00000005863
dasypus_novemcinctus ENSDNOG00000015598
phascolarctos_cinereus ENSPCIG00000029705
sarcophilus_harrisii ENSSHAG00000003747
monodelphis_domestica ENSMODG00000008510
chelonoidis_abingdonii ENSCABG00000006234
gopherus_agassizii ENSGAGG00000012090
chrysemys_picta_bellii ENSCPBG00000004094
chrysemys_picta_bellii ENSCPBG00000002039
chrysemys_picta_bellii ENSCPBG00000002550
pelodiscus_sinensis ENSPSIG00000010683
apteryx_rowi ENSARWG00000013489
apteryx_haastii ENSAHAG00000003523
apteryx_owenii ENSAOWG00000017267
dromaius_novaehollandiae ENSDNVG00000014132
nothoprocta_perdicaria ENSNPEG00000005618
calidris_pugnax ENSCPUG00000011852
calidris_pygmaea ENSCPGG00000001292
taeniopygia_guttata ENSTGUG00000010213
lonchura_striata_domestica ENSLSDG00000016253
serinus_canaria ENSSCAG00000003759
zonotrichia_albicollis ENSZALG00000015879
junco_hyemalis ENSJHYG00000008761
manacus_vitellinus ENSMVIG00005015047
lepidothrix_coronata ENSLCOG00000006959
parus_major ENSPMJG00000003898
cyanistes_caeruleus ENSCCEG00000020711
ficedula_albicollis ENSFALG00000013571
melopsittacus_undulatus ENSMUNG00000016782
anser_brachyrhynchus ENSABRG00000002551
anas_platyrhynchos_platyrhynchos ENSAPLG00000022615
coturnix_japonica ENSCJPG00005003528
gallus_gallus ENSGALG00000030590
numida_meleagris ENSNMEG00000017586
crocodylus_porosus ENSCPRG00005017064
anolis_carolinensis ENSACAG00000001141
pogona_vitticeps ENSPVIG00000018236
notechis_scutatus ENSNSUG00000001056
salvator_merianae ENSSMRG00000021998
xenopus_tropicalis ENSXETG00000016226
latimeria_chalumnae ENSLACG00000004134
drosophila_melanogaster FBgn0259722
