propithecus_coquereli ENSPCOG00000024176
prolemur_simus ENSPSMG00000025982
microcebus_murinus ENSMICG00000046701
pan_paniscus ENSPPAG00000043138
pan_troglodytes ENSPTRG00000014893
homo_sapiens ENSG00000183396
gorilla_gorilla ENSGGOG00000003721
pongo_abelii ENSPPYG00000013897
nomascus_leucogenys ENSNLEG00000006620
macaca_fascicularis ENSMFAG00000041206
macaca_nemestrina ENSMNEG00000016776
macaca_mulatta ENSMMUG00000043325
mandrillus_leucophaeus ENSMLEG00000030848
chlorocebus_sabaeus ENSCSAG00000015523
papio_anubis ENSPANG00000018455
theropithecus_gelada ENSTGEG00000008698
cercocebus_atys ENSCATG00000043281
colobus_angolensis_palliatus ENSCANG00000043697
piliocolobus_tephrosceles ENSPTEG00000003166
rhinopithecus_bieti ENSRBIG00000028573
rhinopithecus_roxellana ENSRROG00000031764
cebus_capucinus_imitator ENSCCAG00000012540
callithrix_jacchus ENSCJAG00000003139
saimiri_boliviensis_boliviensis ENSSBOG00000029968
aotus_nancymaae ENSANAG00000010305
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025652
mus_spicilegus ENSMSIG00000001240
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033852
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032707
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015575
rattus_norvegicus ENSRNOG00000031141
meriones_unguiculatus ENSMUGG00000018632
peromyscus_maniculatus_bairdii ENSPEMG00000012927
microtus_ochrogaster ENSMOCG00000012461
cricetulus_griseus_crigri_1.0 ENSCGRG00000016178
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016654
cricetulus_griseus_crigri-picr ENSCGRG00015014096
mesocricetus_auratus ENSMAUG00000000225
nannospalax_galili ENSNGAG00000017089
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010017
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019119
fukomys_damarensis ENSFDAG00000012636
cavia_porcellus ENSCPOG00000007833
cavia_aperea ENSCAPG00000009912
chinchilla_lanigera ENSCLAG00000000270
marmota_marmota_marmota ENSMMMG00000006076
spermophilus_dauricus ENSSDAG00000016940
ictidomys_tridecemlineatus ENSSTOG00000034214
urocitellus_parryii ENSUPAG00010000342
castor_canadensis ENSCCNG00000024424
dipodomys_ordii ENSDORG00000008951
ochotona_princeps ENSOPRG00000011488
ochotona_princeps ENSOPRG00000006589
oryctolagus_cuniculus ENSOCUG00000003926
carlito_syrichta ENSTSYG00000032968
loxodonta_africana ENSLAFG00000028492
procavia_capensis ENSPCAG00000002806
ursus_americanus ENSUAMG00000018613
ursus_maritimus ENSUMAG00000000570
ailuropoda_melanoleuca ENSAMEG00000000704
neovison_vison ENSNVIG00000023332
canis_lupus_familiaris ENSCAFG00000012320
canis_lupus_dingo ENSCAFG00020020702
vulpes_vulpes ENSVVUG00000029617
panthera_pardus ENSPPRG00000024453
panthera_tigris_altaica ENSPTIG00000016694
felis_catus ENSFCAG00000032902
equus_caballus ENSECAG00000020016
equus_asinus_asinus ENSEASG00005009698
sorex_araneus ENSSARG00000003612
erinaceus_europaeus ENSEEUG00000005881
pteropus_vampyrus ENSPVAG00000006649
bos_mutus ENSBMUG00000012567
bos_taurus ENSBTAG00000021390
bison_bison_bison ENSBBBG00000013092
ovis_aries ENSOARG00000016645
capra_hircus ENSCHIG00000023503
tursiops_truncatus ENSTTRG00000017337
vicugna_pacos ENSVPAG00000008261
sus_scrofa ENSSSCG00000011362
echinops_telfairi ENSETEG00000006945
dasypus_novemcinctus ENSDNOG00000042610
notamacropus_eugenii ENSMEUG00000013357
phascolarctos_cinereus ENSPCIG00000022392
