salvator_merianae ENSSMRG00000015339
pogona_vitticeps ENSPVIG00000018657
sphenodon_punctatus ENSSPUG00000003376
notechis_scutatus ENSNSUG00000010490
pelodiscus_sinensis ENSPSIG00000008093
chrysemys_picta_bellii ENSCPBG00000005281
notamacropus_eugenii ENSMEUG00000000634
phascolarctos_cinereus ENSPCIG00000028139
monodelphis_domestica ENSMODG00000009049
erinaceus_europaeus ENSEEUG00000000516
sorex_araneus ENSSARG00000014133
pteropus_vampyrus ENSPVAG00000005685
myotis_lucifugus ENSMLUG00000023661
neovison_vison ENSNVIG00000010793
mustela_putorius_furo ENSMPUG00000005131
canis_lupus_familiaris ENSCAFG00000004185
vulpes_vulpes ENSVVUG00000000280
ursus_americanus ENSUAMG00000025829
ailuropoda_melanoleuca ENSAMEG00000008371
panthera_pardus ENSPPRG00000023643
felis_catus ENSFCAG00000032417
equus_asinus_asinus ENSEASG00005004098
equus_caballus ENSECAG00000039137
tursiops_truncatus ENSTTRG00000011428
sus_scrofa ENSSSCG00000003109
capra_hircus ENSCHIG00000020208
ovis_aries ENSOARG00000010898
bos_taurus ENSBTAG00000015579
bos_taurus ENSBTAG00000053499
bos_mutus ENSBMUG00000005100
colobus_angolensis_palliatus ENSCANG00000008942
bison_bison_bison ENSBBBG00000003321
echinops_telfairi ENSETEG00000017997
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030313
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029234
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019158
mus_spicilegus ENSMSIG00000017740
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021090
rattus_norvegicus ENSRNOG00000015304
meriones_unguiculatus ENSMUGG00000004052
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014723
cricetulus_griseus_crigri-picr ENSCGRG00015011356
cricetulus_griseus_crigri_1.0 ENSCGRG00000016109
mesocricetus_auratus ENSMAUG00000000893
microtus_ochrogaster ENSMOCG00000016966
peromyscus_maniculatus_bairdii ENSPEMG00000012479
nannospalax_galili ENSNGAG00000019488
jaculus_jaculus ENSJJAG00000018203
dipodomys_ordii ENSDORG00000002725
castor_canadensis ENSCCNG00000021442
urocitellus_parryii ENSUPAG00010009790
ictidomys_tridecemlineatus ENSSTOG00000024623
chinchilla_lanigera ENSCLAG00000000918
octodon_degus ENSODEG00000009538
cavia_porcellus ENSCPOG00000015280
cavia_aperea ENSCAPG00000015477
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009284
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016488
fukomys_damarensis ENSFDAG00000000116
oryctolagus_cuniculus ENSOCUG00000023097
propithecus_coquereli ENSPCOG00000028665
microcebus_murinus ENSMICG00000035539
prolemur_simus ENSPSMG00000023618
otolemur_garnettii ENSOGAG00000033520
gorilla_gorilla ENSGGOG00000013410
homo_sapiens ENSG00000130748
pan_troglodytes ENSPTRG00000011200
pan_paniscus ENSPPAG00000040416
pongo_abelii ENSPPYG00000010166
nomascus_leucogenys ENSNLEG00000002960
rhinopithecus_bieti ENSRBIG00000039420
rhinopithecus_roxellana ENSRROG00000043669
piliocolobus_tephrosceles ENSPTEG00000038718
cercocebus_atys ENSCATG00000017019
papio_anubis ENSPANG00000004010
macaca_nemestrina ENSMNEG00000026327
macaca_fascicularis ENSMFAG00000001653
theropithecus_gelada ENSTGEG00000023344
chlorocebus_sabaeus ENSCSAG00000002993
pan_paniscus ENSPPAG00000029903
