ciona_savignyi ENSCSAVG00000011594
ciona_intestinalis ENSCING00000021175
caenorhabditis_elegans_strain_n2 WBGene00007623
poecilia_mexicana ENSPMEG00000001976
poecilia_mexicana ENSPMEG00000020873
poecilia_formosa ENSPFOG00000002192
poecilia_reticulata ENSPREG00000006068
poecilia_latipinna ENSPLAG00000022603
xiphophorus_maculatus ENSXMAG00000013219
gambusia_affinis ENSGAFG00000008883
fundulus_heteroclitus ENSFHEG00000018357
cyprinodon_variegatus ENSCVAG00000000900
tetraodon_nigroviridis ENSTNIG00000006813
takifugu_rubripes ENSTRUG00000009375
cynoglossus_semilaevis ENSCSEG00000020281
mola_mola ENSMMOG00000018530
gasterosteus_aculeatus ENSGACG00000013680
oryzias_latipes_asm223469v1 ENSORLG00015003784
oryzias_latipes_asm223467v1 ENSORLG00000014702
oryzias_latipes_asm223471v1 ENSORLG00020018722
oryzias_melastigma ENSOMEG00000019654
seriola_dumerili ENSSDUG00000010501
seriola_lalandi_dorsalis ENSSLDG00000002990
scophthalmus_maximus ENSSMAG00000003346
monopterus_albus ENSMALG00000011660
mastacembelus_armatus ENSMAMG00000007927
anabas_testudineus ENSATEG00000009240
amphiprion_ocellaris ENSAOCG00000010085
amphiprion_percula ENSAPEG00000005214
acanthochromis_polyacanthus ENSAPOG00000024525
stegastes_partitus ENSSPAG00000017221
kryptolebias_marmoratus ENSKMAG00000018988
cyprinodon_variegatus ENSCVAG00000021171
maylandia_zebra ENSMZEG00005008323
astatotilapia_calliptera ENSACLG00000000339
pundamilia_nyererei ENSPNYG00000013140
haplochromis_burtoni ENSHBUG00000009895
neolamprologus_brichardi ENSNBRG00000010435
oreochromis_niloticus ENSONIG00000016305
amphilophus_citrinellus ENSACIG00000018523
labrus_bergylta ENSLBEG00000008407
periophthalmus_magnuspinnatus ENSPMGG00000002273
hippocampus_comes ENSHCOG00000005969
gadus_morhua ENSGMOG00000006896
esox_lucius ENSELUG00000017361
pygocentrus_nattereri ENSPNAG00000027810
astyanax_mexicanus ENSAMXG00000039671
ictalurus_punctatus ENSIPUG00000017174
danio_rerio ENSDARG00000039958
scleropages_formosus ENSSFOG00015020388
paramormyrops_kingsleyae ENSPKIG00000000780
lepisosteus_oculatus ENSLOCG00000005795
anolis_carolinensis ENSACAG00000017024
pogona_vitticeps ENSPVIG00000016225
notechis_scutatus ENSNSUG00000000010
salvator_merianae ENSSMRG00000020814
sphenodon_punctatus ENSSPUG00000004034
meleagris_gallopavo ENSMGAG00000002847
gallus_gallus ENSGALG00000001502
coturnix_japonica ENSCJPG00005016361
numida_meleagris ENSNMEG00000006076
anas_platyrhynchos_platyrhynchos ENSAPLG00000014597
anser_brachyrhynchus ENSABRG00000021212
parus_major ENSPMJG00000006889
cyanistes_caeruleus ENSCCEG00000012855
ficedula_albicollis ENSFALG00000001026
lonchura_striata_domestica ENSLSDG00000014699
taeniopygia_guttata ENSTGUG00000001453
serinus_canaria ENSSCAG00000015118
junco_hyemalis ENSJHYG00000004992
zonotrichia_albicollis ENSZALG00000012416
lepidothrix_coronata ENSLCOG00000000475
manacus_vitellinus ENSMVIG00005013542
melopsittacus_undulatus ENSMUNG00000006942
calidris_pygmaea ENSCPGG00000009800
calidris_pugnax ENSCPUG00000018652
apteryx_haastii ENSAHAG00000017417
apteryx_rowi ENSARWG00000008924
apteryx_owenii ENSAOWG00000010180
dromaius_novaehollandiae ENSDNVG00000011372
nothoprocta_perdicaria ENSNPEG00000007753
crocodylus_porosus ENSCPRG00005002913
gopherus_agassizii ENSGAGG00000014985
chelonoidis_abingdonii ENSCABG00000013098
chrysemys_picta_bellii ENSCPBG00000018279
pelodiscus_sinensis ENSPSIG00000004184
phascolarctos_cinereus ENSPCIG00000025711
notamacropus_eugenii ENSMEUG00000010055
sarcophilus_harrisii ENSSHAG00000014730
monodelphis_domestica ENSMODG00000017717
oryctolagus_cuniculus ENSOCUG00000007154
ochotona_princeps ENSOPRG00000012818
propithecus_coquereli ENSPCOG00000019349
prolemur_simus ENSPSMG00000013853
microcebus_murinus ENSMICG00000001496
otolemur_garnettii ENSOGAG00000016492
cebus_capucinus_imitator ENSCCAG00000025931
saimiri_boliviensis_boliviensis ENSSBOG00000000871
cebus_capucinus_imitator ENSCCAG00000034131
saimiri_boliviensis_boliviensis ENSSBOG00000028225
callithrix_jacchus ENSCJAG00000002244
aotus_nancymaae ENSANAG00000022223
pan_troglodytes ENSPTRG00000000561
pan_paniscus ENSPPAG00000030136
homo_sapiens ENSG00000183520
gorilla_gorilla ENSGGOG00000022705
pongo_abelii ENSPPYG00000001517
nomascus_leucogenys ENSNLEG00000033980
rhinopithecus_bieti ENSRBIG00000027972
rhinopithecus_roxellana ENSRROG00000011983
colobus_angolensis_palliatus ENSCANG00000043119
piliocolobus_tephrosceles ENSPTEG00000026370
macaca_mulatta ENSMMUG00000020834
macaca_fascicularis ENSMFAG00000030442
macaca_nemestrina ENSMNEG00000041655
papio_anubis ENSPANG00000018634
theropithecus_gelada ENSTGEG00000020813
mandrillus_leucophaeus ENSMLEG00000030408
cercocebus_atys ENSCATG00000042680
chlorocebus_sabaeus ENSCSAG00000001122
carlito_syrichta ENSTSYG00000005370
castor_canadensis ENSCCNG00000020453
dipodomys_ordii ENSDORG00000005348
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027426
mus_spicilegus ENSMSIG00000014973
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028907
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026447
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028778
rattus_norvegicus ENSRNOG00000007174
meriones_unguiculatus ENSMUGG00000006366
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024839
cricetulus_griseus_crigri-picr ENSCGRG00015006016
cricetulus_griseus_crigri_1.0 ENSCGRG00000017523
mesocricetus_auratus ENSMAUG00000008360
microtus_ochrogaster ENSMOCG00000021894
peromyscus_maniculatus_bairdii ENSPEMG00000020923
nannospalax_galili ENSNGAG00000013351
jaculus_jaculus ENSJJAG00000024043
ictidomys_tridecemlineatus ENSSTOG00000022805
marmota_marmota_marmota ENSMMMG00000003393
spermophilus_dauricus ENSSDAG00000014714
urocitellus_parryii ENSUPAG00010016879
cavia_porcellus ENSCPOG00000001043
cavia_aperea ENSCAPG00000012976
chinchilla_lanigera ENSCLAG00000012521
octodon_degus ENSODEG00000006050
octodon_degus ENSODEG00000006891
octodon_degus ENSODEG00000003993
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014499
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011557
fukomys_damarensis ENSFDAG00000015582
tupaia_belangeri ENSTBEG00000008600
erinaceus_europaeus ENSEEUG00000009447
capra_hircus ENSCHIG00000008534
ovis_aries ENSOARG00000019954
bos_mutus ENSBMUG00000004947
bos_taurus ENSBTAG00000002306
bison_bison_bison ENSBBBG00000025484
tursiops_truncatus ENSTTRG00000013502
sus_scrofa ENSSSCG00000003645
vicugna_pacos ENSVPAG00000004782
equus_asinus_asinus ENSEASG00005013277
equus_caballus ENSECAG00000021551
pteropus_vampyrus ENSPVAG00000001172
myotis_lucifugus ENSMLUG00000001003
ursus_americanus ENSUAMG00000006129
ursus_maritimus ENSUMAG00000021238
ailuropoda_melanoleuca ENSAMEG00000001308
neovison_vison ENSNVIG00000013241
mustela_putorius_furo ENSMPUG00000014493
canis_lupus_dingo ENSCAFG00020006177
canis_lupus_familiaris ENSCAFG00000003202
vulpes_vulpes ENSVVUG00000022895
panthera_tigris_altaica ENSPTIG00000008274
panthera_pardus ENSPPRG00000022921
felis_catus ENSFCAG00000011023
sorex_araneus ENSSARG00000014214
dasypus_novemcinctus ENSDNOG00000035776
choloepus_hoffmanni ENSCHOG00000012493
loxodonta_africana ENSLAFG00000008100
procavia_capensis ENSPCAG00000011257
echinops_telfairi ENSETEG00000009665
ornithorhynchus_anatinus ENSOANG00000002476
xenopus_tropicalis ENSXETG00000023077
xenopus_tropicalis ENSXETG00000011509
latimeria_chalumnae ENSLACG00000006953
petromyzon_marinus ENSPMAG00000003508
eptatretus_burgeri ENSEBUG00000008113
drosophila_melanogaster FBgn0030063
saccharomyces_cerevisiae_strain_s288c YKL099C
