takifugu_rubripes ENSTRUG00000013988
tetraodon_nigroviridis ENSTNIG00000016766
cynoglossus_semilaevis ENSCSEG00000011681
labrus_bergylta ENSLBEG00000010857
gasterosteus_aculeatus ENSGACG00000013043
xiphophorus_maculatus ENSXMAG00000002374
xiphophorus_couchianus ENSXCOG00000015096
gambusia_affinis ENSGAFG00000006610
poecilia_latipinna ENSPLAG00000020944
poecilia_mexicana ENSPMEG00000024455
poecilia_mexicana ENSPMEG00000020325
poecilia_mexicana ENSPMEG00000020722
poecilia_latipinna ENSPLAG00000016079
poecilia_formosa ENSPFOG00000009677
poecilia_reticulata ENSPREG00000018567
cyprinodon_variegatus ENSCVAG00000008512
fundulus_heteroclitus ENSFHEG00000006802
kryptolebias_marmoratus ENSKMAG00000008921
oryzias_latipes_asm223471v1 ENSORLG00020021918
oryzias_latipes_asm223469v1 ENSORLG00015012385
oryzias_latipes_asm223467v1 ENSORLG00000015242
oryzias_melastigma ENSOMEG00000019769
astatotilapia_calliptera ENSACLG00000004121
maylandia_zebra ENSMZEG00005001037
pundamilia_nyererei ENSPNYG00000013775
haplochromis_burtoni ENSHBUG00000007651
neolamprologus_brichardi ENSNBRG00000012318
amphilophus_citrinellus ENSACIG00000009690
monopterus_albus ENSMALG00000015293
mastacembelus_armatus ENSMAMG00000020794
anabas_testudineus ENSATEG00000015125
amphiprion_percula ENSAPEG00000004526
amphiprion_ocellaris ENSAOCG00000000557
acanthochromis_polyacanthus ENSAPOG00000016251
stegastes_partitus ENSSPAG00000009914
seriola_dumerili ENSSDUG00000002833
seriola_lalandi_dorsalis ENSSLDG00000015148
scophthalmus_maximus ENSSMAG00000019937
mola_mola ENSMMOG00000014891
hippocampus_comes ENSHCOG00000004002
periophthalmus_magnuspinnatus ENSPMGG00000013902
gadus_morhua ENSGMOG00000018602
esox_lucius ENSELUG00000006506
pygocentrus_nattereri ENSPNAG00000002844
astyanax_mexicanus ENSAMXG00000029845
ictalurus_punctatus ENSIPUG00000017736
danio_rerio ENSDARG00000036293
scleropages_formosus ENSSFOG00015017782
paramormyrops_kingsleyae ENSPKIG00000010949
lepisosteus_oculatus ENSLOCG00000002390
pogona_vitticeps ENSPVIG00000006502
notechis_scutatus ENSNSUG00000002324
salvator_merianae ENSSMRG00000009589
notechis_scutatus ENSNSUG00000009735
sphenodon_punctatus ENSSPUG00000015114
anser_brachyrhynchus ENSABRG00000015322
anas_platyrhynchos_platyrhynchos ENSAPLG00000002318
coturnix_japonica ENSCJPG00005019063
meleagris_gallopavo ENSMGAG00000001372
gallus_gallus ENSGALG00000001925
numida_meleagris ENSNMEG00000011605
lonchura_striata_domestica ENSLSDG00000013299
taeniopygia_guttata ENSTGUG00000008387
serinus_canaria ENSSCAG00000004716
junco_hyemalis ENSJHYG00000014669
zonotrichia_albicollis ENSZALG00000012703
ficedula_albicollis ENSFALG00000008056
parus_major ENSPMJG00000014228
cyanistes_caeruleus ENSCCEG00000016500
lepidothrix_coronata ENSLCOG00000008497
manacus_vitellinus ENSMVIG00005008245
calidris_pygmaea ENSCPGG00000000130
calidris_pugnax ENSCPUG00000006166
melopsittacus_undulatus ENSMUNG00000013302
apteryx_owenii ENSAOWG00000005793
apteryx_haastii ENSAHAG00000018642
apteryx_rowi ENSARWG00000009561
dromaius_novaehollandiae ENSDNVG00000016059
nothoprocta_perdicaria ENSNPEG00000010549
crocodylus_porosus ENSCPRG00005000488
gopherus_agassizii ENSGAGG00000003978
chelonoidis_abingdonii ENSCABG00000020967
chrysemys_picta_bellii ENSCPBG00000010679
pelodiscus_sinensis ENSPSIG00000008292
phascolarctos_cinereus ENSPCIG00000025496
notamacropus_eugenii ENSMEUG00000011582
sarcophilus_harrisii ENSSHAG00000014663
monodelphis_domestica ENSMODG00000021175
pteropus_vampyrus ENSPVAG00000012982
myotis_lucifugus ENSMLUG00000030309
equus_asinus_asinus ENSEASG00005010507
equus_caballus ENSECAG00000026940
ovis_aries ENSOARG00000007477
ovis_aries ENSOARG00000017822
capra_hircus ENSCHIG00000000307
bos_taurus ENSBTAG00000021052
bos_mutus ENSBMUG00000004935
bison_bison_bison ENSBBBG00000015912
tursiops_truncatus ENSTTRG00000014959
sus_scrofa ENSSSCG00000010130
ursus_americanus ENSUAMG00000011210
ursus_maritimus ENSUMAG00000006994
ailuropoda_melanoleuca ENSAMEG00000011548
neovison_vison ENSNVIG00000022615
mustela_putorius_furo ENSMPUG00000003907
canis_lupus_familiaris ENSCAFG00000014499
canis_lupus_dingo ENSCAFG00020007876
vulpes_vulpes ENSVVUG00000025391
panthera_pardus ENSPPRG00000002627
panthera_tigris_altaica ENSPTIG00000015570
felis_catus ENSFCAG00000018235
castor_canadensis ENSCCNG00000004241
