bos_taurus ENSBTAG00000031026
bos_mutus ENSBMUG00000018605
bison_bison_bison ENSBBBG00000001949
erinaceus_europaeus ENSEEUG00000001078
ursus_maritimus ENSUMAG00000008646
ursus_americanus ENSUAMG00000004992
ailuropoda_melanoleuca ENSAMEG00000019056
neovison_vison ENSNVIG00000008779
canis_lupus_familiaris ENSCAFG00000029481
canis_lupus_dingo ENSCAFG00020025726
vulpes_vulpes ENSVVUG00000022701
panthera_pardus ENSPPRG00000020345
panthera_tigris_altaica ENSPTIG00000010119
felis_catus ENSFCAG00000030535
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019795
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020853
fukomys_damarensis ENSFDAG00000002753
urocitellus_parryii ENSUPAG00010021213
ictidomys_tridecemlineatus ENSSTOG00000003008
rattus_norvegicus ENSRNOG00000054245
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000082574
meriones_unguiculatus ENSMUGG00000026490
cricetulus_griseus_crigri_1.0 ENSCGRG00000019166
cricetulus_griseus_crigri-picr ENSCGRG00015022631
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014147
mesocricetus_auratus ENSMAUG00000001428
peromyscus_maniculatus_bairdii ENSPEMG00000002807
oryctolagus_cuniculus ENSOCUG00000009562
pan_paniscus ENSPPAG00000012546
homo_sapiens ENSG00000176567
mandrillus_leucophaeus ENSMLEG00000038367
cercocebus_atys ENSCATG00000043723
papio_anubis ENSPANG00000035090
cebus_capucinus_imitator ENSCCAG00000032042
prolemur_simus ENSPSMG00000022512
procavia_capensis ENSPCAG00000015311
echinops_telfairi ENSETEG00000007624
dasypus_novemcinctus ENSDNOG00000044295
