dasypus_novemcinctus ENSDNOG00000048640
choloepus_hoffmanni ENSCHOG00000008959
myotis_lucifugus ENSMLUG00000030195
myotis_lucifugus ENSMLUG00000027277
pteropus_vampyrus ENSPVAG00000015851
capra_hircus ENSCHIG00000025317
ovis_aries ENSOARG00000000738
capra_hircus ENSCHIG00000012239
ovis_aries ENSOARG00000002151
bos_mutus ENSBMUG00000017947
bos_taurus ENSBTAG00000034139
bison_bison_bison ENSBBBG00000022206
tursiops_truncatus ENSTTRG00000002521
sus_scrofa ENSSSCG00000009184
vicugna_pacos ENSVPAG00000006077
equus_caballus ENSECAG00000032134
equus_caballus ENSECAG00000033181
equus_asinus_asinus ENSEASG00005018128
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037797
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025681
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026636
mus_spicilegus ENSMSIG00000010311
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027130
meriones_unguiculatus ENSMUGG00000025374
peromyscus_maniculatus_bairdii ENSPEMG00000017427
microtus_ochrogaster ENSMOCG00000020502
cricetulus_griseus_crigri-picr ENSCGRG00015008996
cricetulus_griseus_crigri_1.0 ENSCGRG00000016584
mesocricetus_auratus ENSMAUG00000000994
nannospalax_galili ENSNGAG00000012271
jaculus_jaculus ENSJJAG00000013407
castor_canadensis ENSCCNG00000028857
marmota_marmota_marmota ENSMMMG00000008175
spermophilus_dauricus ENSSDAG00000004841
ictidomys_tridecemlineatus ENSSTOG00000029406
chinchilla_lanigera ENSCLAG00000012980
dipodomys_ordii ENSDORG00000012881
oryctolagus_cuniculus ENSOCUG00000023401
ochotona_princeps ENSOPRG00000006097
oryctolagus_cuniculus ENSOCUG00000026033
tupaia_belangeri ENSTBEG00000015781
pan_troglodytes ENSPTRG00000024240
pan_paniscus ENSPPAG00000042651
gorilla_gorilla ENSGGOG00000025893
homo_sapiens ENSG00000198099
pongo_abelii ENSPPYG00000014947
nomascus_leucogenys ENSNLEG00000013918
cercocebus_atys ENSCATG00000037962
mandrillus_leucophaeus ENSMLEG00000040623
macaca_nemestrina ENSMNEG00000039108
macaca_fascicularis ENSMFAG00000003884
macaca_mulatta ENSMMUG00000011059
papio_anubis ENSPANG00000010072
theropithecus_gelada ENSTGEG00000025687
chlorocebus_sabaeus ENSCSAG00000004116
rhinopithecus_bieti ENSRBIG00000040217
rhinopithecus_roxellana ENSRROG00000029471
piliocolobus_tephrosceles ENSPTEG00000037178
colobus_angolensis_palliatus ENSCANG00000038122
cebus_capucinus_imitator ENSCCAG00000007440
callithrix_jacchus ENSCJAG00000007244
saimiri_boliviensis_boliviensis ENSSBOG00000035456
aotus_nancymaae ENSANAG00000034877
carlito_syrichta ENSTSYG00000007353
microcebus_murinus ENSMICG00000006121
prolemur_simus ENSPSMG00000014292
propithecus_coquereli ENSPCOG00000018514
otolemur_garnettii ENSOGAG00000015642
ursus_maritimus ENSUMAG00000004991
ursus_americanus ENSUAMG00000011844
mustela_putorius_furo ENSMPUG00000009636
neovison_vison ENSNVIG00000004183
canis_lupus_familiaris ENSCAFG00000031667
canis_lupus_dingo ENSCAFG00020003338
vulpes_vulpes ENSVVUG00000007861
panthera_pardus ENSPPRG00000013923
panthera_tigris_altaica ENSPTIG00000002367
felis_catus ENSFCAG00000005009
chelonoidis_abingdonii ENSCABG00000002254
gopherus_agassizii ENSGAGG00000005692
chrysemys_picta_bellii ENSCPBG00000016222
crocodylus_porosus ENSCPRG00005012295
sphenodon_punctatus ENSSPUG00000014353
dromaius_novaehollandiae ENSDNVG00000007916
