caenorhabditis_elegans_strain_n2 WBGene00018156
drosophila_melanogaster FBgn0038887
mola_mola ENSMMOG00000002610
mola_mola ENSMMOG00000002615
takifugu_rubripes ENSTRUG00000005287
gasterosteus_aculeatus ENSGACG00000016772
labrus_bergylta ENSLBEG00000011661
seriola_lalandi_dorsalis ENSSLDG00000021924
seriola_dumerili ENSSDUG00000007019
scophthalmus_maximus ENSSMAG00000007463
cynoglossus_semilaevis ENSCSEG00000012377
monopterus_albus ENSMALG00000003547
mastacembelus_armatus ENSMAMG00000014806
anabas_testudineus ENSATEG00000006929
maylandia_zebra ENSMZEG00005003469
maylandia_zebra ENSMZEG00005009290
pundamilia_nyererei ENSPNYG00000002140
haplochromis_burtoni ENSHBUG00000020843
astatotilapia_calliptera ENSACLG00000014812
neolamprologus_brichardi ENSNBRG00000014674
oreochromis_niloticus ENSONIG00000001502
amphilophus_citrinellus ENSACIG00000000274
poecilia_mexicana ENSPMEG00000019821
poecilia_formosa ENSPFOG00000004158
poecilia_latipinna ENSPLAG00000020002
poecilia_reticulata ENSPREG00000006035
xiphophorus_maculatus ENSXMAG00000018253
gambusia_affinis ENSGAFG00000017787
fundulus_heteroclitus ENSFHEG00000000655
cyprinodon_variegatus ENSCVAG00000008795
kryptolebias_marmoratus ENSKMAG00000003594
oryzias_latipes_asm223467v1 ENSORLG00000011008
oryzias_latipes_asm223469v1 ENSORLG00015012127
oryzias_latipes_asm223471v1 ENSORLG00020017455
oryzias_melastigma ENSOMEG00000020698
amphiprion_percula ENSAPEG00000001701
amphiprion_ocellaris ENSAOCG00000021148
acanthochromis_polyacanthus ENSAPOG00000008002
stegastes_partitus ENSSPAG00000012550
hippocampus_comes ENSHCOG00000000204
periophthalmus_magnuspinnatus ENSPMGG00000020476
gadus_morhua ENSGMOG00000008653
esox_lucius ENSELUG00000022519
pygocentrus_nattereri ENSPNAG00000027753
astyanax_mexicanus ENSAMXG00000016364
ictalurus_punctatus ENSIPUG00000007275
paramormyrops_kingsleyae ENSPKIG00000015861
scleropages_formosus ENSSFOG00015001872
lepisosteus_oculatus ENSLOCG00000009579
pogona_vitticeps ENSPVIG00000017700
anolis_carolinensis ENSACAG00000004409
notechis_scutatus ENSNSUG00000015389
notechis_scutatus ENSNSUG00000015390
salvator_merianae ENSSMRG00000008273
sphenodon_punctatus ENSSPUG00000008609
zonotrichia_albicollis ENSZALG00000003580
serinus_canaria ENSSCAG00000011169
lonchura_striata_domestica ENSLSDG00000011432
taeniopygia_guttata ENSTGUG00000001472
ficedula_albicollis ENSFALG00000001193
parus_major ENSPMJG00000004725
cyanistes_caeruleus ENSCCEG00000014349
lepidothrix_coronata ENSLCOG00000014415
manacus_vitellinus ENSMVIG00005019794
melopsittacus_undulatus ENSMUNG00000012719
calidris_pygmaea ENSCPGG00000019488
calidris_pugnax ENSCPUG00000001226
anas_platyrhynchos_platyrhynchos ENSAPLG00000016318
anser_brachyrhynchus ENSABRG00000005092
gallus_gallus ENSGALG00000002087
meleagris_gallopavo ENSMGAG00000008720
coturnix_japonica ENSCJPG00005003715
numida_meleagris ENSNMEG00000010296
apteryx_haastii ENSAHAG00000001202
apteryx_rowi ENSARWG00000017161
apteryx_owenii ENSAOWG00000007164
dromaius_novaehollandiae ENSDNVG00000018550
nothoprocta_perdicaria ENSNPEG00000009558
crocodylus_porosus ENSCPRG00005012500
gopherus_agassizii ENSGAGG00000019483
chelonoidis_abingdonii ENSCABG00000006173
chrysemys_picta_bellii ENSCPBG00000024344
pelodiscus_sinensis ENSPSIG00000009558
pteropus_vampyrus ENSPVAG00000005924
myotis_lucifugus ENSMLUG00000015201
ursus_americanus ENSUAMG00000005471
ursus_maritimus ENSUMAG00000011865
ailuropoda_melanoleuca ENSAMEG00000004763
neovison_vison ENSNVIG00000015494
mustela_putorius_furo ENSMPUG00000006399
canis_lupus_familiaris ENSCAFG00000002445
canis_lupus_dingo ENSCAFG00020017997
vulpes_vulpes ENSVVUG00000019725
panthera_tigris_altaica ENSPTIG00000018507
panthera_pardus ENSPPRG00000022574
felis_catus ENSFCAG00000001206
equus_caballus ENSECAG00000013847
equus_asinus_asinus ENSEASG00005022795
bos_mutus ENSBMUG00000002691
bos_taurus ENSBTAG00000009732
bison_bison_bison ENSBBBG00000004791
capra_hircus ENSCHIG00000020139
ovis_aries ENSOARG00000011233
tursiops_truncatus ENSTTRG00000000507
sus_scrofa ENSSSCG00000005366
vicugna_pacos ENSVPAG00000010537
sorex_araneus ENSSARG00000007274
erinaceus_europaeus ENSEEUG00000015973
cebus_capucinus_imitator ENSCCAG00000032297
saimiri_boliviensis_boliviensis ENSSBOG00000019378
callithrix_jacchus ENSCJAG00000010840
aotus_nancymaae ENSANAG00000025744
pan_paniscus ENSPPAG00000026462
pan_troglodytes ENSPTRG00000021167
gorilla_gorilla ENSGGOG00000001376
homo_sapiens ENSG00000136937
pongo_abelii ENSPPYG00000019426
nomascus_leucogenys ENSNLEG00000016909
piliocolobus_tephrosceles ENSPTEG00000025390
colobus_angolensis_palliatus ENSCANG00000036913
rhinopithecus_roxellana ENSRROG00000029767
