chinchilla_lanigera ENSCLAG00000010224
rhinopithecus_bieti ENSRBIG00000038153
tursiops_truncatus ENSTTRG00000001506
sus_scrofa ENSSSCG00000002038
bos_mutus ENSBMUG00000018210
bos_taurus ENSBTAG00000054080
bison_bison_bison ENSBBBG00000023294
capra_hircus ENSCHIG00000002806
notamacropus_eugenii ENSMEUG00000000835
phascolarctos_cinereus ENSPCIG00000027766
monodelphis_domestica ENSMODG00000024444
oryctolagus_cuniculus ENSOCUG00000013112
pteropus_vampyrus ENSPVAG00000013801
myotis_lucifugus ENSMLUG00000014282
equus_caballus ENSECAG00000004095
equus_asinus_asinus ENSEASG00005011702
prolemur_simus ENSPSMG00000006305
otolemur_garnettii ENSOGAG00000034070
callithrix_jacchus ENSCJAG00000046458
saimiri_boliviensis_boliviensis ENSSBOG00000008921
macaca_fascicularis ENSMFAG00000010271
macaca_mulatta ENSMMUG00000006008
theropithecus_gelada ENSTGEG00000019147
chlorocebus_sabaeus ENSCSAG00000019676
cercocebus_atys ENSCATG00000010453
papio_anubis ENSPANG00000017114
mandrillus_leucophaeus ENSMLEG00000013212
colobus_angolensis_palliatus ENSCANG00000019146
rhinopithecus_roxellana ENSRROG00000025908
piliocolobus_tephrosceles ENSPTEG00000019341
gorilla_gorilla ENSGGOG00000007392
homo_sapiens ENSG00000222028
pan_paniscus ENSPPAG00000005580
pongo_abelii ENSPPYG00000005655
castor_canadensis ENSCCNG00000020374
dipodomys_ordii ENSDORG00000010567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020153
mus_spicilegus ENSMSIG00000016415
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019263
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030282
rattus_norvegicus ENSRNOG00000047091
meriones_unguiculatus ENSMUGG00000011003
cricetulus_griseus_crigri_1.0 ENSCGRG00000019423
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002129
cricetulus_griseus_crigri-picr ENSCGRG00015020089
mesocricetus_auratus ENSMAUG00000017123
peromyscus_maniculatus_bairdii ENSPEMG00000026627
jaculus_jaculus ENSJJAG00000001807
spermophilus_dauricus ENSSDAG00000007892
ictidomys_tridecemlineatus ENSSTOG00000007142
urocitellus_parryii ENSUPAG00010011206
marmota_marmota_marmota ENSMMMG00000013681
cavia_aperea ENSCAPG00000006009
cavia_porcellus ENSCPOG00000014048
octodon_degus ENSODEG00000018719
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020486
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020072
loxodonta_africana ENSLAFG00000003671
procavia_capensis ENSPCAG00000006486
dasypus_novemcinctus ENSDNOG00000048021
ursus_americanus ENSUAMG00000006322
ursus_maritimus ENSUMAG00000014103
ailuropoda_melanoleuca ENSAMEG00000019232
neovison_vison ENSNVIG00000021111
mustela_putorius_furo ENSMPUG00000018875
canis_lupus_familiaris ENSCAFG00000011311
canis_lupus_dingo ENSCAFG00020007662
vulpes_vulpes ENSVVUG00000019870
panthera_tigris_altaica ENSPTIG00000007360
panthera_pardus ENSPPRG00000018049
felis_catus ENSFCAG00000008111
ornithorhynchus_anatinus ENSOANG00000004543
anolis_carolinensis ENSACAG00000001963
pogona_vitticeps ENSPVIG00000014615
notechis_scutatus ENSNSUG00000014848
salvator_merianae ENSSMRG00000004521
sphenodon_punctatus ENSSPUG00000000359
gopherus_agassizii ENSGAGG00000005571
chrysemys_picta_bellii ENSCPBG00000026084
xenopus_tropicalis ENSXETG00000022638
latimeria_chalumnae ENSLACG00000015163
latimeria_chalumnae ENSLACG00000015147
pygocentrus_nattereri ENSPNAG00000026338
astyanax_mexicanus ENSAMXG00000041727
danio_rerio ENSDARG00000068086
takifugu_rubripes ENSTRUG00000013369
tetraodon_nigroviridis ENSTNIG00000006995
mola_mola ENSMMOG00000006026
amphiprion_percula ENSAPEG00000017005
amphiprion_ocellaris ENSAOCG00000022715
acanthochromis_polyacanthus ENSAPOG00000000032
stegastes_partitus ENSSPAG00000013800
kryptolebias_marmoratus ENSKMAG00000013823
monopterus_albus ENSMALG00000014124
mastacembelus_armatus ENSMAMG00000013301
anabas_testudineus ENSATEG00000013703
gasterosteus_aculeatus ENSGACG00000001737
oryzias_latipes_asm223469v1 ENSORLG00015013586
oryzias_latipes_asm223471v1 ENSORLG00020017969
oryzias_melastigma ENSOMEG00000005285
poecilia_mexicana ENSPMEG00000017864
poecilia_formosa ENSPFOG00000018693
poecilia_latipinna ENSPLAG00000014023
poecilia_reticulata ENSPREG00000018276
xiphophorus_couchianus ENSXCOG00000008391
xiphophorus_maculatus ENSXMAG00000013873
gambusia_affinis ENSGAFG00000018385
fundulus_heteroclitus ENSFHEG00000000834
cyprinodon_variegatus ENSCVAG00000013814
haplochromis_burtoni ENSHBUG00000023481
pundamilia_nyererei ENSPNYG00000012337
astatotilapia_calliptera ENSACLG00000018213
maylandia_zebra ENSMZEG00005020666
oreochromis_niloticus ENSONIG00000003130
neolamprologus_brichardi ENSNBRG00000005191
amphilophus_citrinellus ENSACIG00000000581
labrus_bergylta ENSLBEG00000023068
seriola_lalandi_dorsalis ENSSLDG00000013241
seriola_dumerili ENSSDUG00000020267
hippocampus_comes ENSHCOG00000012228
periophthalmus_magnuspinnatus ENSPMGG00000000398
esox_lucius ENSELUG00000006016
seriola_dumerili ENSSDUG00000011703
seriola_lalandi_dorsalis ENSSLDG00000000635
labrus_bergylta ENSLBEG00000022295
labrus_bergylta ENSLBEG00000018653
mastacembelus_armatus ENSMAMG00000014709
