lonchura_striata_domestica ENSLSDG00000016360
taeniopygia_guttata ENSTGUG00000015881
serinus_canaria ENSSCAG00000016637
parus_major ENSPMJG00000005215
cyanistes_caeruleus ENSCCEG00000022150
ficedula_albicollis ENSFALG00000000255
lepidothrix_coronata ENSLCOG00000011494
manacus_vitellinus ENSMVIG00005016581
melopsittacus_undulatus ENSMUNG00000007304
calidris_pugnax ENSCPUG00000012845
calidris_pygmaea ENSCPGG00000001719
anser_brachyrhynchus ENSABRG00000003658
anas_platyrhynchos_platyrhynchos ENSAPLG00000004298
meleagris_gallopavo ENSMGAG00000007123
meleagris_gallopavo ENSMGAG00000016397
coturnix_japonica ENSCJPG00005003551
gallus_gallus ENSGALG00000043736
numida_meleagris ENSNMEG00000013612
apteryx_haastii ENSAHAG00000009500
apteryx_owenii ENSAOWG00000014517
apteryx_rowi ENSARWG00000017073
dromaius_novaehollandiae ENSDNVG00000004668
nothoprocta_perdicaria ENSNPEG00000000486
crocodylus_porosus ENSCPRG00005014584
gopherus_agassizii ENSGAGG00000017797
chelonoidis_abingdonii ENSCABG00000003354
chrysemys_picta_bellii ENSCPBG00000013922
pelodiscus_sinensis ENSPSIG00000006954
pogona_vitticeps ENSPVIG00000024287
anolis_carolinensis ENSACAG00000006388
salvator_merianae ENSSMRG00000000797
notechis_scutatus ENSNSUG00000005716
sphenodon_punctatus ENSSPUG00000014132
loxodonta_africana ENSLAFG00000006510
procavia_capensis ENSPCAG00000014642
echinops_telfairi ENSETEG00000004468
dasypus_novemcinctus ENSDNOG00000015033
choloepus_hoffmanni ENSCHOG00000005636
pteropus_vampyrus ENSPVAG00000003967
myotis_lucifugus ENSMLUG00000004980
equus_caballus ENSECAG00000003157
equus_asinus_asinus ENSEASG00005007091
erinaceus_europaeus ENSEEUG00000015632
vicugna_pacos ENSVPAG00000008656
sus_scrofa ENSSSCG00000026498
bos_taurus ENSBTAG00000018361
bos_mutus ENSBMUG00000025750
bison_bison_bison ENSBBBG00000012343
bos_taurus ENSBTAG00000020953
ovis_aries ENSOARG00000006929
capra_hircus ENSCHIG00000014022
tursiops_truncatus ENSTTRG00000013082
ursus_americanus ENSUAMG00000020913
ursus_maritimus ENSUMAG00000019179
ailuropoda_melanoleuca ENSAMEG00000004812
neovison_vison ENSNVIG00000001463
mustela_putorius_furo ENSMPUG00000001818
canis_lupus_dingo ENSCAFG00020023713
canis_lupus_familiaris ENSCAFG00000000215
vulpes_vulpes ENSVVUG00000018014
panthera_tigris_altaica ENSPTIG00000008752
