chinchilla_lanigera ENSCLAG00000004987
octodon_degus ENSODEG00000010544
cavia_porcellus ENSCPOG00000001163
cavia_aperea ENSCAPG00000005721
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008944
urocitellus_parryii ENSUPAG00010001269
ictidomys_tridecemlineatus ENSSTOG00000009301
spermophilus_dauricus ENSSDAG00000000327
marmota_marmota_marmota ENSMMMG00000017208
jaculus_jaculus ENSJJAG00000009909
oryctolagus_cuniculus ENSOCUG00000016365
ochotona_princeps ENSOPRG00000008614
prolemur_simus ENSPSMG00000022479
propithecus_coquereli ENSPCOG00000024371
otolemur_garnettii ENSOGAG00000013070
pan_paniscus ENSPPAG00000030773
pan_troglodytes ENSPTRG00000001385
homo_sapiens ENSG00000169291
gorilla_gorilla ENSGGOG00000015778
pongo_abelii ENSPPYG00000000780
nomascus_leucogenys ENSNLEG00000011358
papio_anubis ENSPANG00000022418
theropithecus_gelada ENSTGEG00000021287
macaca_mulatta ENSMMUG00000022980
macaca_nemestrina ENSMNEG00000043363
macaca_fascicularis ENSMFAG00000032320
cercocebus_atys ENSCATG00000032686
mandrillus_leucophaeus ENSMLEG00000042272
chlorocebus_sabaeus ENSCSAG00000001949
rhinopithecus_bieti ENSRBIG00000032992
rhinopithecus_roxellana ENSRROG00000040424
colobus_angolensis_palliatus ENSCANG00000033620
piliocolobus_tephrosceles ENSPTEG00000034274
cebus_capucinus_imitator ENSCCAG00000023561
callithrix_jacchus ENSCJAG00000009551
aotus_nancymaae ENSANAG00000026180
carlito_syrichta ENSTSYG00000001056
saimiri_boliviensis_boliviensis ENSSBOG00000022786
microcebus_murinus ENSMICG00000033343
tupaia_belangeri ENSTBEG00000012383
dipodomys_ordii ENSDORG00000007804
castor_canadensis ENSCCNG00000020441
mus_spicilegus ENSMSIG00000027176
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046280
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026161
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025218
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026662
rattus_norvegicus ENSRNOG00000020797
meriones_unguiculatus ENSMUGG00000021447
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017032
cricetulus_griseus_crigri_1.0 ENSCGRG00000010199
cricetulus_griseus_crigri-picr ENSCGRG00015004299
mesocricetus_auratus ENSMAUG00000009880
microtus_ochrogaster ENSMOCG00000000437
peromyscus_maniculatus_bairdii ENSPEMG00000026511
nannospalax_galili ENSNGAG00000011383
bos_taurus ENSBTAG00000020542
bos_mutus ENSBMUG00000010838
bison_bison_bison ENSBBBG00000003009
capra_hircus ENSCHIG00000012737
ovis_aries ENSOARG00000002674
tursiops_truncatus ENSTTRG00000013992
sus_scrofa ENSSSCG00000006547
vicugna_pacos ENSVPAG00000004781
equus_asinus_asinus ENSEASG00005000314
equus_caballus ENSECAG00000023754
myotis_lucifugus ENSMLUG00000005436
pteropus_vampyrus ENSPVAG00000004718
ursus_americanus ENSUAMG00000014322
ursus_maritimus ENSUMAG00000019978
ailuropoda_melanoleuca ENSAMEG00000011664
neovison_vison ENSNVIG00000018220
mustela_putorius_furo ENSMPUG00000007337
canis_lupus_dingo ENSCAFG00020008246
canis_lupus_familiaris ENSCAFG00000017182
vulpes_vulpes ENSVVUG00000001751
panthera_pardus ENSPPRG00000006536
panthera_tigris_altaica ENSPTIG00000021065
felis_catus ENSFCAG00000008746
loxodonta_africana ENSLAFG00000013009
procavia_capensis ENSPCAG00000007913
echinops_telfairi ENSETEG00000018083
choloepus_hoffmanni ENSCHOG00000013795
dasypus_novemcinctus ENSDNOG00000047582
notamacropus_eugenii ENSMEUG00000013714
phascolarctos_cinereus ENSPCIG00000029263
sarcophilus_harrisii ENSSHAG00000014260
monodelphis_domestica ENSMODG00000017195
sorex_araneus ENSSARG00000002828
ornithorhynchus_anatinus ENSOANG00000031478
pogona_vitticeps ENSPVIG00000021913
notechis_scutatus ENSNSUG00000005761
salvator_merianae ENSSMRG00000005885
sphenodon_punctatus ENSSPUG00000002939
gallus_gallus ENSGALG00000036125
coturnix_japonica ENSCJPG00005014195
numida_meleagris ENSNMEG00000001723
anas_platyrhynchos_platyrhynchos ENSAPLG00000021210
calidris_pygmaea ENSCPGG00000006563
calidris_pugnax ENSCPUG00000017970
parus_major ENSPMJG00000000635
cyanistes_caeruleus ENSCCEG00000012312
ficedula_albicollis ENSFALG00000001203
lonchura_striata_domestica ENSLSDG00000016497
serinus_canaria ENSSCAG00000012923
junco_hyemalis ENSJHYG00000001094
zonotrichia_albicollis ENSZALG00000000837
taeniopygia_guttata ENSTGUG00000004055
lepidothrix_coronata ENSLCOG00000007694
manacus_vitellinus ENSMVIG00005010582
apteryx_rowi ENSARWG00000007895
apteryx_haastii ENSAHAG00000000984
meleagris_gallopavo ENSMGAG00000006602
gopherus_agassizii ENSGAGG00000009782
chelonoidis_abingdonii ENSCABG00000003625
chrysemys_picta_bellii ENSCPBG00000024652
nothoprocta_perdicaria ENSNPEG00000014109
anser_brachyrhynchus ENSABRG00000019481
crocodylus_porosus ENSCPRG00005013742
xenopus_tropicalis ENSXETG00000022967
latimeria_chalumnae ENSLACG00000014621
tetraodon_nigroviridis ENSTNIG00000017562
takifugu_rubripes ENSTRUG00000020280
oryzias_latipes_asm223469v1 ENSORLG00015009048
oryzias_latipes_asm223467v1 ENSORLG00000029460
oryzias_latipes_asm223471v1 ENSORLG00020014895
xiphophorus_couchianus ENSXCOG00000019823
xiphophorus_maculatus ENSXMAG00000014826
gambusia_affinis ENSGAFG00000005852
poecilia_formosa ENSPFOG00000009793
poecilia_latipinna ENSPLAG00000015555
poecilia_mexicana ENSPMEG00000011858
poecilia_reticulata ENSPREG00000019724
fundulus_heteroclitus ENSFHEG00000011626
cyprinodon_variegatus ENSCVAG00000017483
kryptolebias_marmoratus ENSKMAG00000011270
amphiprion_percula ENSAPEG00000008188
amphiprion_ocellaris ENSAOCG00000009191
acanthochromis_polyacanthus ENSAPOG00000011399
stegastes_partitus ENSSPAG00000022073
mastacembelus_armatus ENSMAMG00000016681
monopterus_albus ENSMALG00000018864
anabas_testudineus ENSATEG00000009557
seriola_lalandi_dorsalis ENSSLDG00000014704
seriola_dumerili ENSSDUG00000017964
scophthalmus_maximus ENSSMAG00000003330
haplochromis_burtoni ENSHBUG00000020801
astatotilapia_calliptera ENSACLG00000010028
pundamilia_nyererei ENSPNYG00000010625
maylandia_zebra ENSMZEG00005026562
neolamprologus_brichardi ENSNBRG00000016283
oreochromis_niloticus ENSONIG00000019733
amphilophus_citrinellus ENSACIG00000003908
cynoglossus_semilaevis ENSCSEG00000007372
labrus_bergylta ENSLBEG00000026417
mola_mola ENSMMOG00000016519
periophthalmus_magnuspinnatus ENSPMGG00000001787
gasterosteus_aculeatus ENSGACG00000004491
gadus_morhua ENSGMOG00000010898
esox_lucius ENSELUG00000008572
paramormyrops_kingsleyae ENSPKIG00000002551
scleropages_formosus ENSSFOG00015021381
paramormyrops_kingsleyae ENSPKIG00000023556
labrus_bergylta ENSLBEG00000005361
cynoglossus_semilaevis ENSCSEG00000002066
xiphophorus_maculatus ENSXMAG00000007217
xiphophorus_couchianus ENSXCOG00000008167
gambusia_affinis ENSGAFG00000014940
poecilia_latipinna ENSPLAG00000009192
poecilia_formosa ENSPFOG00000015248
poecilia_mexicana ENSPMEG00000011920
poecilia_reticulata ENSPREG00000016960
fundulus_heteroclitus ENSFHEG00000020485
cyprinodon_variegatus ENSCVAG00000023317
kryptolebias_marmoratus ENSKMAG00000002704
oryzias_latipes_asm223471v1 ENSORLG00020010188
oryzias_latipes_asm223469v1 ENSORLG00015016297
oryzias_latipes_asm223467v1 ENSORLG00000024988
oryzias_melastigma ENSOMEG00000006894
amphiprion_percula ENSAPEG00000003405
amphiprion_ocellaris ENSAOCG00000005597
acanthochromis_polyacanthus ENSAPOG00000023615
stegastes_partitus ENSSPAG00000018221
mastacembelus_armatus ENSMAMG00000013801
scophthalmus_maximus ENSSMAG00000016969
takifugu_rubripes ENSTRUG00000005642
seriola_dumerili ENSSDUG00000005385
seriola_lalandi_dorsalis ENSSLDG00000014731
mola_mola ENSMMOG00000003658
pundamilia_nyererei ENSPNYG00000005425
haplochromis_burtoni ENSHBUG00000004246
neolamprologus_brichardi ENSNBRG00000005320
astatotilapia_calliptera ENSACLG00000018722
maylandia_zebra ENSMZEG00005022400
oreochromis_niloticus ENSONIG00000006285
amphilophus_citrinellus ENSACIG00000010597
monopterus_albus ENSMALG00000003551
anabas_testudineus ENSATEG00000023782
gasterosteus_aculeatus ENSGACG00000012115
tetraodon_nigroviridis ENSTNIG00000018334
periophthalmus_magnuspinnatus ENSPMGG00000008739
hippocampus_comes ENSHCOG00000008223
gadus_morhua ENSGMOG00000007899
esox_lucius ENSELUG00000011470
astyanax_mexicanus ENSAMXG00000016282
pygocentrus_nattereri ENSPNAG00000010592
ictalurus_punctatus ENSIPUG00000003990
danio_rerio ENSDARG00000087956
lepisosteus_oculatus ENSLOCG00000006851
