xenopus_tropicalis ENSXETG00000017451
latimeria_chalumnae ENSLACG00000008642
maylandia_zebra ENSMZEG00005018348
astatotilapia_calliptera ENSACLG00000007925
neolamprologus_brichardi ENSNBRG00000009196
oreochromis_niloticus ENSONIG00000007139
kryptolebias_marmoratus ENSKMAG00000002373
poecilia_mexicana ENSPMEG00000013497
poecilia_latipinna ENSPLAG00000018748
poecilia_formosa ENSPFOG00000005389
xiphophorus_maculatus ENSXMAG00000021413
poecilia_reticulata ENSPREG00000013710
gambusia_affinis ENSGAFG00000004988
fundulus_heteroclitus ENSFHEG00000019965
cyprinodon_variegatus ENSCVAG00000009108
oryzias_latipes_asm223471v1 ENSORLG00020015818
oryzias_latipes_asm223467v1 ENSORLG00000025354
oryzias_latipes_asm223469v1 ENSORLG00015021331
oryzias_melastigma ENSOMEG00000021681
stegastes_partitus ENSSPAG00000005865
amphiprion_percula ENSAPEG00000016194
seriola_lalandi_dorsalis ENSSLDG00000001378
labrus_bergylta ENSLBEG00000022556
periophthalmus_magnuspinnatus ENSPMGG00000005159
esox_lucius ENSELUG00000016617
pygocentrus_nattereri ENSPNAG00000002457
astyanax_mexicanus ENSAMXG00000015836
ictalurus_punctatus ENSIPUG00000010942
danio_rerio ENSDARG00000031278
scleropages_formosus ENSSFOG00015000313
paramormyrops_kingsleyae ENSPKIG00000002860
lepisosteus_oculatus ENSLOCG00000016499
latimeria_chalumnae ENSLACG00000002596
petromyzon_marinus ENSPMAG00000009546
petromyzon_marinus ENSPMAG00000004920
petromyzon_marinus ENSPMAG00000005972
ciona_intestinalis ENSCING00000008150
ciona_savignyi ENSCSAVG00000010041
