monopterus_albus ENSMALG00000021821
mastacembelus_armatus ENSMAMG00000014961
anabas_testudineus ENSATEG00000021243
seriola_lalandi_dorsalis ENSSLDG00000006862
seriola_dumerili ENSSDUG00000022202
amphiprion_ocellaris ENSAOCG00000006522
amphiprion_percula ENSAPEG00000017542
acanthochromis_polyacanthus ENSAPOG00000017019
stegastes_partitus ENSSPAG00000019085
astatotilapia_calliptera ENSACLG00000012894
maylandia_zebra ENSMZEG00005015181
haplochromis_burtoni ENSHBUG00000005652
pundamilia_nyererei ENSPNYG00000001013
neolamprologus_brichardi ENSNBRG00000018596
oreochromis_niloticus ENSONIG00000016426
amphilophus_citrinellus ENSACIG00000011407
scophthalmus_maximus ENSSMAG00000019067
cynoglossus_semilaevis ENSCSEG00000006549
labrus_bergylta ENSLBEG00000006370
gasterosteus_aculeatus ENSGACG00000006726
takifugu_rubripes ENSTRUG00000010055
tetraodon_nigroviridis ENSTNIG00000018907
mola_mola ENSMMOG00000014127
poecilia_formosa ENSPFOG00000012529
poecilia_latipinna ENSPLAG00000022550
poecilia_mexicana ENSPMEG00000020434
poecilia_reticulata ENSPREG00000022731
xiphophorus_maculatus ENSXMAG00000007965
xiphophorus_couchianus ENSXCOG00000006634
gambusia_affinis ENSGAFG00000002056
fundulus_heteroclitus ENSFHEG00000005720
cyprinodon_variegatus ENSCVAG00000022623
kryptolebias_marmoratus ENSKMAG00000018213
oryzias_latipes_asm223467v1 ENSORLG00000005135
oryzias_latipes_asm223469v1 ENSORLG00015016587
oryzias_latipes_asm223471v1 ENSORLG00020018614
oryzias_melastigma ENSOMEG00000023394
periophthalmus_magnuspinnatus ENSPMGG00000016770
hippocampus_comes ENSHCOG00000002946
gadus_morhua ENSGMOG00000014880
esox_lucius ENSELUG00000004408
periophthalmus_magnuspinnatus ENSPMGG00000011897
periophthalmus_magnuspinnatus ENSPMGG00000011900
takifugu_rubripes ENSTRUG00000024050
takifugu_rubripes ENSTRUG00000011221
tetraodon_nigroviridis ENSTNIG00000008654
mola_mola ENSMMOG00000010411
labrus_bergylta ENSLBEG00000000052
amphiprion_ocellaris ENSAOCG00000000189
amphiprion_percula ENSAPEG00000012464
stegastes_partitus ENSSPAG00000005520
