astatotilapia_calliptera ENSACLG00000003298
pundamilia_nyererei ENSPNYG00000014746
maylandia_zebra ENSMZEG00005000306
oreochromis_niloticus ENSONIG00000012664
neolamprologus_brichardi ENSNBRG00000003548
haplochromis_burtoni ENSHBUG00000000258
astyanax_mexicanus ENSAMXG00000032809
astyanax_mexicanus ENSAMXG00000032601
pygocentrus_nattereri ENSPNAG00000014663
danio_rerio ENSDARG00000076158
danio_rerio ENSDARG00000075626
xiphophorus_maculatus ENSXMAG00000021830
xiphophorus_couchianus ENSXCOG00000015971
poecilia_latipinna ENSPLAG00000023831
kryptolebias_marmoratus ENSKMAG00000014081
amphiprion_percula ENSAPEG00000013466
amphiprion_ocellaris ENSAOCG00000004235
acanthochromis_polyacanthus ENSAPOG00000006371
oreochromis_niloticus ENSONIG00000021077
amphilophus_citrinellus ENSACIG00000000575
mastacembelus_armatus ENSMAMG00000008163
monopterus_albus ENSMALG00000001674
scophthalmus_maximus ENSSMAG00000004803
cynoglossus_semilaevis ENSCSEG00000007029
seriola_lalandi_dorsalis ENSSLDG00000024850
seriola_dumerili ENSSDUG00000016736
mola_mola ENSMMOG00000005058
takifugu_rubripes ENSTRUG00000003021
gasterosteus_aculeatus ENSGACG00000007268
hippocampus_comes ENSHCOG00000006006
periophthalmus_magnuspinnatus ENSPMGG00000009605
esox_lucius ENSELUG00000008788
astyanax_mexicanus ENSAMXG00000036468
pygocentrus_nattereri ENSPNAG00000023133
ictalurus_punctatus ENSIPUG00000000716
danio_rerio ENSDARG00000075173
lepisosteus_oculatus ENSLOCG00000000550
