astyanax_mexicanus ENSAMXG00000002299
pygocentrus_nattereri ENSPNAG00000007619
paramormyrops_kingsleyae ENSPKIG00000015911
danio_rerio ENSDARG00000074415
ictalurus_punctatus ENSIPUG00000000361
esox_lucius ENSELUG00000021817
takifugu_rubripes ENSTRUG00000005705
scleropages_formosus ENSSFOG00015016149
paramormyrops_kingsleyae ENSPKIG00000016244
scleropages_formosus ENSSFOG00015021238
esox_lucius ENSELUG00000017517
monopterus_albus ENSMALG00000017883
anabas_testudineus ENSATEG00000001371
oreochromis_niloticus ENSONIG00000018365
maylandia_zebra ENSMZEG00005027721
gambusia_affinis ENSGAFG00000009398
xiphophorus_maculatus ENSXMAG00000002641
poecilia_formosa ENSPFOG00000001974
poecilia_latipinna ENSPLAG00000003327
poecilia_mexicana ENSPMEG00000004988
cyprinodon_variegatus ENSCVAG00000013606
kryptolebias_marmoratus ENSKMAG00000005077
fundulus_heteroclitus ENSFHEG00000002233
oryzias_latipes_asm223467v1 ENSORLG00000007607
oryzias_latipes_asm223469v1 ENSORLG00015008552
oryzias_latipes_asm223471v1 ENSORLG00020003563
gasterosteus_aculeatus ENSGACG00000007680
tetraodon_nigroviridis ENSTNIG00000008679
periophthalmus_magnuspinnatus ENSPMGG00000020230
cynoglossus_semilaevis ENSCSEG00000006509
stegastes_partitus ENSSPAG00000013724
oryzias_melastigma ENSOMEG00000003526
neolamprologus_brichardi ENSNBRG00000021035
amphiprion_percula ENSAPEG00000014154
amphiprion_ocellaris ENSAOCG00000000751
astatotilapia_calliptera ENSACLG00000010511
pundamilia_nyererei ENSPNYG00000007773
haplochromis_burtoni ENSHBUG00000023289
mola_mola ENSMMOG00000010523
mastacembelus_armatus ENSMAMG00000001031
scophthalmus_maximus ENSSMAG00000002715
poecilia_reticulata ENSPREG00000019241
acanthochromis_polyacanthus ENSAPOG00000019970
amphilophus_citrinellus ENSACIG00000021512
seriola_dumerili ENSSDUG00000008773
seriola_lalandi_dorsalis ENSSLDG00000019510
labrus_bergylta ENSLBEG00000023823
hippocampus_comes ENSHCOG00000018086
gadus_morhua ENSGMOG00000010508
esox_lucius ENSELUG00000021794
ictalurus_punctatus ENSIPUG00000000356
paramormyrops_kingsleyae ENSPKIG00000016259
lepisosteus_oculatus ENSLOCG00000008863
xenopus_tropicalis ENSXETG00000013525
