mus_spicilegus ENSMSIG00000007967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016754
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015929
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031155
rattus_norvegicus ENSRNOG00000003254
meriones_unguiculatus ENSMUGG00000023098
cricetulus_griseus_crigri_1.0 ENSCGRG00000009717
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004465
cricetulus_griseus_crigri-picr ENSCGRG00015028316
mesocricetus_auratus ENSMAUG00000011310
peromyscus_maniculatus_bairdii ENSPEMG00000028362
microtus_ochrogaster ENSMOCG00000014943
nannospalax_galili ENSNGAG00000018772
jaculus_jaculus ENSJJAG00000018889
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018017
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013709
fukomys_damarensis ENSFDAG00000014889
cavia_porcellus ENSCPOG00000014926
octodon_degus ENSODEG00000007085
chinchilla_lanigera ENSCLAG00000011380
castor_canadensis ENSCCNG00000020337
dipodomys_ordii ENSDORG00000012955
spermophilus_dauricus ENSSDAG00000005647
urocitellus_parryii ENSUPAG00010015944
ictidomys_tridecemlineatus ENSSTOG00000015981
marmota_marmota_marmota ENSMMMG00000013576
oryctolagus_cuniculus ENSOCUG00000007233
ochotona_princeps ENSOPRG00000001506
pan_troglodytes ENSPTRG00000005093
pan_paniscus ENSPPAG00000043115
homo_sapiens ENSG00000110944
gorilla_gorilla ENSGGOG00000001663
pongo_abelii ENSPPYG00000004657
nomascus_leucogenys ENSNLEG00000017498
rhinopithecus_roxellana ENSRROG00000045544
rhinopithecus_bieti ENSRBIG00000035644
colobus_angolensis_palliatus ENSCANG00000043867
piliocolobus_tephrosceles ENSPTEG00000031881
chlorocebus_sabaeus ENSCSAG00000005166
mandrillus_leucophaeus ENSMLEG00000016985
macaca_mulatta ENSMMUG00000031831
macaca_fascicularis ENSMFAG00000000058
macaca_nemestrina ENSMNEG00000036003
cercocebus_atys ENSCATG00000029741
papio_anubis ENSPANG00000012662
theropithecus_gelada ENSTGEG00000013973
cebus_capucinus_imitator ENSCCAG00000016182
saimiri_boliviensis_boliviensis ENSSBOG00000023546
callithrix_jacchus ENSCJAG00000048090
aotus_nancymaae ENSANAG00000020935
carlito_syrichta ENSTSYG00000026590
microcebus_murinus ENSMICG00000027017
propithecus_coquereli ENSPCOG00000016105
prolemur_simus ENSPSMG00000023824
otolemur_garnettii ENSOGAG00000027011
tupaia_belangeri ENSTBEG00000003901
choloepus_hoffmanni ENSCHOG00000012975
dasypus_novemcinctus ENSDNOG00000034705
loxodonta_africana ENSLAFG00000014886
procavia_capensis ENSPCAG00000007825
erinaceus_europaeus ENSEEUG00000001935
sorex_araneus ENSSARG00000013367
ursus_americanus ENSUAMG00000026521
ursus_maritimus ENSUMAG00000017034
ailuropoda_melanoleuca ENSAMEG00000003877
mustela_putorius_furo ENSMPUG00000001394
neovison_vison ENSNVIG00000000258
canis_lupus_familiaris ENSCAFG00000000120
canis_lupus_dingo ENSCAFG00020024855
vulpes_vulpes ENSVVUG00000021877
panthera_tigris_altaica ENSPTIG00000015077
panthera_pardus ENSPPRG00000018623
felis_catus ENSFCAG00000012022
pteropus_vampyrus ENSPVAG00000007595
myotis_lucifugus ENSMLUG00000006778
equus_asinus_asinus ENSEASG00005005346
equus_caballus ENSECAG00000022310
bos_mutus ENSBMUG00000018083
bos_taurus ENSBTAG00000004378
bison_bison_bison ENSBBBG00000013451
ovis_aries ENSOARG00000009246
capra_hircus ENSCHIG00000010965
tursiops_truncatus ENSTTRG00000007156
sus_scrofa ENSSSCG00000033520
vicugna_pacos ENSVPAG00000007310
echinops_telfairi ENSETEG00000012046
phascolarctos_cinereus ENSPCIG00000024642
notamacropus_eugenii ENSMEUG00000010159
sarcophilus_harrisii ENSSHAG00000001500
ornithorhynchus_anatinus ENSOANG00000012738
chelonoidis_abingdonii ENSCABG00000021773
