anas_platyrhynchos_platyrhynchos ENSAPLG00000003947
anser_brachyrhynchus ENSABRG00000000528
meleagris_gallopavo ENSMGAG00000013740
coturnix_japonica ENSCJPG00005007300
gallus_gallus ENSGALG00000012321
numida_meleagris ENSNMEG00000018132
manacus_vitellinus ENSMVIG00005006184
lepidothrix_coronata ENSLCOG00000008939
cyanistes_caeruleus ENSCCEG00000022689
parus_major ENSPMJG00000013651
ficedula_albicollis ENSFALG00000001852
lonchura_striata_domestica ENSLSDG00000008260
taeniopygia_guttata ENSTGUG00000013168
serinus_canaria ENSSCAG00000001688
junco_hyemalis ENSJHYG00000007458
zonotrichia_albicollis ENSZALG00000005426
melopsittacus_undulatus ENSMUNG00000007141
calidris_pugnax ENSCPUG00000018066
apteryx_owenii ENSAOWG00000001936
apteryx_rowi ENSARWG00000007800
apteryx_haastii ENSAHAG00000005806
dromaius_novaehollandiae ENSDNVG00000005075
nothoprocta_perdicaria ENSNPEG00000015120
crocodylus_porosus ENSCPRG00005018249
chelonoidis_abingdonii ENSCABG00000019384
gopherus_agassizii ENSGAGG00000018255
chrysemys_picta_bellii ENSCPBG00000023375
pelodiscus_sinensis ENSPSIG00000005430
anolis_carolinensis ENSACAG00000001889
pogona_vitticeps ENSPVIG00000004014
notechis_scutatus ENSNSUG00000015099
salvator_merianae ENSSMRG00000009387
sphenodon_punctatus ENSSPUG00000003372
phascolarctos_cinereus ENSPCIG00000029712
notamacropus_eugenii ENSMEUG00000009576
sarcophilus_harrisii ENSSHAG00000000774
monodelphis_domestica ENSMODG00000011778
dasypus_novemcinctus ENSDNOG00000007562
choloepus_hoffmanni ENSCHOG00000003344
loxodonta_africana ENSLAFG00000013799
procavia_capensis ENSPCAG00000006270
echinops_telfairi ENSETEG00000019994
octodon_degus ENSODEG00000018478
octodon_degus ENSODEG00000011847
octodon_degus ENSODEG00000000393
chinchilla_lanigera ENSCLAG00000012379
cavia_porcellus ENSCPOG00000014479
cavia_aperea ENSCAPG00000016367
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015113
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011509
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003696
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002235
fukomys_damarensis ENSFDAG00000014183
urocitellus_parryii ENSUPAG00010007764
ictidomys_tridecemlineatus ENSSTOG00000021920
spermophilus_dauricus ENSSDAG00000009413
marmota_marmota_marmota ENSMMMG00000001735
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018657
mus_spicilegus ENSMSIG00000028803
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034761
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017812
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029568
rattus_norvegicus ENSRNOG00000004923
meriones_unguiculatus ENSMUGG00000024384
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017162
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002914
cricetulus_griseus_crigri-picr ENSCGRG00015026155
mesocricetus_auratus ENSMAUG00000020655
microtus_ochrogaster ENSMOCG00000012415
peromyscus_maniculatus_bairdii ENSPEMG00000016155
nannospalax_galili ENSNGAG00000017115
jaculus_jaculus ENSJJAG00000021048
dipodomys_ordii ENSDORG00000002899
oryctolagus_cuniculus ENSOCUG00000012996
ochotona_princeps ENSOPRG00000003459
tupaia_belangeri ENSTBEG00000001564
pan_paniscus ENSPPAG00000025090
pan_troglodytes ENSPTRG00000006332
homo_sapiens ENSG00000012983
gorilla_gorilla ENSGGOG00000027409
pongo_abelii ENSPPYG00000005803
nomascus_leucogenys ENSNLEG00000012174
rhinopithecus_roxellana ENSRROG00000037796
rhinopithecus_bieti ENSRBIG00000034683
colobus_angolensis_palliatus ENSCANG00000026916
piliocolobus_tephrosceles ENSPTEG00000039443
theropithecus_gelada ENSTGEG00000008028
papio_anubis ENSPANG00000009733
mandrillus_leucophaeus ENSMLEG00000031927
cercocebus_atys ENSCATG00000039207
macaca_nemestrina ENSMNEG00000032632
macaca_mulatta ENSMMUG00000020550
macaca_fascicularis ENSMFAG00000001082
chlorocebus_sabaeus ENSCSAG00000015154
saimiri_boliviensis_boliviensis ENSSBOG00000033531
cebus_capucinus_imitator ENSCCAG00000006140
callithrix_jacchus ENSCJAG00000006357
aotus_nancymaae ENSANAG00000028658
carlito_syrichta ENSTSYG00000002543
microcebus_murinus ENSMICG00000015101
propithecus_coquereli ENSPCOG00000016345
otolemur_garnettii ENSOGAG00000010934
pteropus_vampyrus ENSPVAG00000006175
myotis_lucifugus ENSMLUG00000009908
equus_caballus ENSECAG00000005718
equus_asinus_asinus ENSEASG00005008285
ovis_aries ENSOARG00000020647
capra_hircus ENSCHIG00000017130
bos_mutus ENSBMUG00000021310
bos_taurus ENSBTAG00000014792
bison_bison_bison ENSBBBG00000003841
tursiops_truncatus ENSTTRG00000009565
vicugna_pacos ENSVPAG00000000731
sus_scrofa ENSSSCG00000036634
canis_lupus_familiaris ENSCAFG00000014383
canis_lupus_dingo ENSCAFG00020020139
vulpes_vulpes ENSVVUG00000029794
ursus_americanus ENSUAMG00000024898
ursus_maritimus ENSUMAG00000005563
ailuropoda_melanoleuca ENSAMEG00000009856
neovison_vison ENSNVIG00000000900
mustela_putorius_furo ENSMPUG00000005086
panthera_pardus ENSPPRG00000006661
panthera_tigris_altaica ENSPTIG00000018022
felis_catus ENSFCAG00000018425
erinaceus_europaeus ENSEEUG00000009634
sorex_araneus ENSSARG00000007724
xenopus_tropicalis ENSXETG00000009127
capra_hircus ENSCHIG00000021790
latimeria_chalumnae ENSLACG00000010941
lepisosteus_oculatus ENSLOCG00000011867
scleropages_formosus ENSSFOG00015008858
paramormyrops_kingsleyae ENSPKIG00000012071
pogona_vitticeps ENSPVIG00000004013
mola_mola ENSMMOG00000009982
monopterus_albus ENSMALG00000021497
takifugu_rubripes ENSTRUG00000009167
tetraodon_nigroviridis ENSTNIG00000019335
astatotilapia_calliptera ENSACLG00000001932
pundamilia_nyererei ENSPNYG00000009211
haplochromis_burtoni ENSHBUG00000017860
neolamprologus_brichardi ENSNBRG00000006149
oreochromis_niloticus ENSONIG00000000486
amphilophus_citrinellus ENSACIG00000010052
oryzias_latipes_asm223471v1 ENSORLG00020003726
oryzias_latipes_asm223469v1 ENSORLG00015023037
oryzias_latipes_asm223467v1 ENSORLG00000022884
oryzias_melastigma ENSOMEG00000023023
seriola_lalandi_dorsalis ENSSLDG00000003045
seriola_dumerili ENSSDUG00000006495
scophthalmus_maximus ENSSMAG00000011306
amphiprion_percula ENSAPEG00000009635
amphiprion_ocellaris ENSAOCG00000015295
acanthochromis_polyacanthus ENSAPOG00000016995
stegastes_partitus ENSSPAG00000017322
anabas_testudineus ENSATEG00000000571
gasterosteus_aculeatus ENSGACG00000011850
labrus_bergylta ENSLBEG00000017101
cynoglossus_semilaevis ENSCSEG00000007723
mastacembelus_armatus ENSMAMG00000000203
xiphophorus_maculatus ENSXMAG00000014674
xiphophorus_couchianus ENSXCOG00000003972
gambusia_affinis ENSGAFG00000018565
poecilia_formosa ENSPFOG00000016773
poecilia_mexicana ENSPMEG00000003143
poecilia_latipinna ENSPLAG00000014134
poecilia_reticulata ENSPREG00000017690
fundulus_heteroclitus ENSFHEG00000000100
kryptolebias_marmoratus ENSKMAG00000017215
hippocampus_comes ENSHCOG00000016795
gadus_morhua ENSGMOG00000001035
esox_lucius ENSELUG00000020074
pygocentrus_nattereri ENSPNAG00000013153
astyanax_mexicanus ENSAMXG00000003211
ictalurus_punctatus ENSIPUG00000019520
danio_rerio ENSDARG00000039125
