equus_asinus_asinus ENSEASG00005004605
equus_caballus ENSECAG00000005690
pteropus_vampyrus ENSPVAG00000014250
ursus_americanus ENSUAMG00000005520
ursus_maritimus ENSUMAG00000002612
ailuropoda_melanoleuca ENSAMEG00000009039
neovison_vison ENSNVIG00000020182
mustela_putorius_furo ENSMPUG00000000211
canis_lupus_dingo ENSCAFG00020019091
canis_lupus_familiaris ENSCAFG00000010675
vulpes_vulpes ENSVVUG00000012506
panthera_tigris_altaica ENSPTIG00000011790
panthera_pardus ENSPPRG00000006704
felis_catus ENSFCAG00000035702
tursiops_truncatus ENSTTRG00000004875
vicugna_pacos ENSVPAG00000004367
bos_taurus ENSBTAG00000000877
bos_mutus ENSBMUG00000013033
bison_bison_bison ENSBBBG00000019824
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030132
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039958
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029076
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022837
rattus_norvegicus ENSRNOG00000036918
meriones_unguiculatus ENSMUGG00000022339
cricetulus_griseus_crigri_1.0 ENSCGRG00000001780
cricetulus_griseus_crigri-picr ENSCGRG00015002546
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018178
mesocricetus_auratus ENSMAUG00000005207
nannospalax_galili ENSNGAG00000023022
cavia_aperea ENSCAPG00000000171
cavia_porcellus ENSCPOG00000003949
castor_canadensis ENSCCNG00000000691
spermophilus_dauricus ENSSDAG00000005683
urocitellus_parryii ENSUPAG00010013993
marmota_marmota_marmota ENSMMMG00000021988
ictidomys_tridecemlineatus ENSSTOG00000026094
tupaia_belangeri ENSTBEG00000012188
pan_troglodytes ENSPTRG00000004812
pan_paniscus ENSPPAG00000027904
homo_sapiens ENSG00000139160
gorilla_gorilla ENSGGOG00000003722
pongo_abelii ENSPPYG00000004399
nomascus_leucogenys ENSNLEG00000016520
mandrillus_leucophaeus ENSMLEG00000044160
chlorocebus_sabaeus ENSCSAG00000007414
cercocebus_atys ENSCATG00000043080
macaca_fascicularis ENSMFAG00000039974
macaca_mulatta ENSMMUG00000011179
macaca_nemestrina ENSMNEG00000005928
theropithecus_gelada ENSTGEG00000028313
papio_anubis ENSPANG00000036031
colobus_angolensis_palliatus ENSCANG00000037265
piliocolobus_tephrosceles ENSPTEG00000026963
rhinopithecus_roxellana ENSRROG00000034511
rhinopithecus_bieti ENSRBIG00000032721
saimiri_boliviensis_boliviensis ENSSBOG00000021796
cebus_capucinus_imitator ENSCCAG00000032994
callithrix_jacchus ENSCJAG00000042849
aotus_nancymaae ENSANAG00000028612
propithecus_coquereli ENSPCOG00000008785
prolemur_simus ENSPSMG00000003252
otolemur_garnettii ENSOGAG00000007571
loxodonta_africana ENSLAFG00000028045
dasypus_novemcinctus ENSDNOG00000001738
notamacropus_eugenii ENSMEUG00000004318
neolamprologus_brichardi ENSNBRG00000014653
cyprinodon_variegatus ENSCVAG00000015661
labrus_bergylta ENSLBEG00000015289
ciona_intestinalis ENSCING00000007081
