lonchura_striata_domestica ENSLSDG00000002152
serinus_canaria ENSSCAG00000012797
ficedula_albicollis ENSFALG00000004571
calidris_pygmaea ENSCPGG00000015609
cyanistes_caeruleus ENSCCEG00000001086
zonotrichia_albicollis ENSZALG00000011904
calidris_pugnax ENSCPUG00000008034
melopsittacus_undulatus ENSMUNG00000004972
coturnix_japonica ENSCJPG00005016948
meleagris_gallopavo ENSMGAG00000009751
gallus_gallus ENSGALG00000002450
numida_meleagris ENSNMEG00000021659
parus_major ENSPMJG00000008369
taeniopygia_guttata ENSTGUG00000003619
junco_hyemalis ENSJHYG00000017793
lepidothrix_coronata ENSLCOG00000007592
manacus_vitellinus ENSMVIG00005008869
anser_brachyrhynchus ENSABRG00000000814
anas_platyrhynchos_platyrhynchos ENSAPLG00000004297
apteryx_owenii ENSAOWG00000001235
apteryx_haastii ENSAHAG00000016176
apteryx_rowi ENSARWG00000007829
dromaius_novaehollandiae ENSDNVG00000005142
nothoprocta_perdicaria ENSNPEG00000010950
crocodylus_porosus ENSCPRG00005000295
chelonoidis_abingdonii ENSCABG00000002789
gopherus_agassizii ENSGAGG00000008019
chrysemys_picta_bellii ENSCPBG00000026523
pelodiscus_sinensis ENSPSIG00000013227
pogona_vitticeps ENSPVIG00000021632
anolis_carolinensis ENSACAG00000011784
notechis_scutatus ENSNSUG00000019860
salvator_merianae ENSSMRG00000020008
sphenodon_punctatus ENSSPUG00000010196
phascolarctos_cinereus ENSPCIG00000021178
notamacropus_eugenii ENSMEUG00000001080
sarcophilus_harrisii ENSSHAG00000010740
monodelphis_domestica ENSMODG00000016752
tursiops_truncatus ENSTTRG00000004085
sus_scrofa ENSSSCG00000008007
bos_taurus ENSBTAG00000019006
bos_mutus ENSBMUG00000023822
bison_bison_bison ENSBBBG00000019120
capra_hircus ENSCHIG00000022257
myotis_lucifugus ENSMLUG00000010488
pteropus_vampyrus ENSPVAG00000013089
ursus_americanus ENSUAMG00000012726
ursus_maritimus ENSUMAG00000021147
ailuropoda_melanoleuca ENSAMEG00000007343
mustela_putorius_furo ENSMPUG00000015953
neovison_vison ENSNVIG00000015926
canis_lupus_dingo ENSCAFG00020008972
canis_lupus_familiaris ENSCAFG00000019626
vulpes_vulpes ENSVVUG00000012450
panthera_tigris_altaica ENSPTIG00000000788
panthera_pardus ENSPPRG00000008964
felis_catus ENSFCAG00000008313
erinaceus_europaeus ENSEEUG00000007233
sorex_araneus ENSSARG00000013264
equus_asinus_asinus ENSEASG00005018381
equus_caballus ENSECAG00000012781
ovis_aries ENSOARG00000013557
castor_canadensis ENSCCNG00000015476
dipodomys_ordii ENSDORG00000006477
urocitellus_parryii ENSUPAG00010013760
ictidomys_tridecemlineatus ENSSTOG00000004014
spermophilus_dauricus ENSSDAG00000018832
marmota_marmota_marmota ENSMMMG00000018039
cavia_porcellus ENSCPOG00000015275
cavia_aperea ENSCAPG00000017827
octodon_degus ENSODEG00000015954
chinchilla_lanigera ENSCLAG00000017082
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011926
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008658
fukomys_damarensis ENSFDAG00000007375
mus_spicilegus ENSMSIG00000013118
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022164
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025737
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021253
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023571
rattus_norvegicus ENSRNOG00000019713
meriones_unguiculatus ENSMUGG00000014983
peromyscus_maniculatus_bairdii ENSPEMG00000007096
microtus_ochrogaster ENSMOCG00000000646
cricetulus_griseus_crigri_1.0 ENSCGRG00000014083
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014963
cricetulus_griseus_crigri-picr ENSCGRG00015018052
mesocricetus_auratus ENSMAUG00000021564
nannospalax_galili ENSNGAG00000021605
jaculus_jaculus ENSJJAG00000016387
ochotona_princeps ENSOPRG00000012093
pan_paniscus ENSPPAG00000030128
pan_troglodytes ENSPTRG00000007554
homo_sapiens ENSG00000127580
gorilla_gorilla ENSGGOG00000013868
pongo_abelii ENSPPYG00000006923
nomascus_leucogenys ENSNLEG00000027816
theropithecus_gelada ENSTGEG00000006837
papio_anubis ENSPANG00000008684
mandrillus_leucophaeus ENSMLEG00000040220
cercocebus_atys ENSCATG00000044837
macaca_fascicularis ENSMFAG00000031351
macaca_mulatta ENSMMUG00000001986
macaca_nemestrina ENSMNEG00000033110
chlorocebus_sabaeus ENSCSAG00000012255
rhinopithecus_bieti ENSRBIG00000035311
rhinopithecus_roxellana ENSRROG00000041932
piliocolobus_tephrosceles ENSPTEG00000003402
colobus_angolensis_palliatus ENSCANG00000007597
cebus_capucinus_imitator ENSCCAG00000036927
callithrix_jacchus ENSCJAG00000012087
saimiri_boliviensis_boliviensis ENSSBOG00000030044
aotus_nancymaae ENSANAG00000031368
carlito_syrichta ENSTSYG00000037190
