sus_scrofa ENSSSCG00000003390
tursiops_truncatus ENSTTRG00000007099
pteropus_vampyrus ENSPVAG00000011377
myotis_lucifugus ENSMLUG00000010558
equus_caballus ENSECAG00000038426
pan_paniscus ENSPPAG00000007712
pan_troglodytes ENSPTRG00000023465
homo_sapiens ENSG00000197241
gorilla_gorilla ENSGGOG00000012945
pongo_abelii ENSPPYG00000001918
nomascus_leucogenys ENSNLEG00000009227
rhinopithecus_roxellana ENSRROG00000037220
rhinopithecus_bieti ENSRBIG00000037127
colobus_angolensis_palliatus ENSCANG00000040879
piliocolobus_tephrosceles ENSPTEG00000001431
papio_anubis ENSPANG00000033271
theropithecus_gelada ENSTGEG00000017584
mandrillus_leucophaeus ENSMLEG00000039738
cercocebus_atys ENSCATG00000034173
macaca_fascicularis ENSMFAG00000046320
macaca_mulatta ENSMMUG00000019020
macaca_nemestrina ENSMNEG00000042184
chlorocebus_sabaeus ENSCSAG00000000763
cebus_capucinus_imitator ENSCCAG00000021763
saimiri_boliviensis_boliviensis ENSSBOG00000022852
callithrix_jacchus ENSCJAG00000000382
aotus_nancymaae ENSANAG00000038183
carlito_syrichta ENSTSYG00000028362
microcebus_murinus ENSMICG00000005399
prolemur_simus ENSPSMG00000023700
propithecus_coquereli ENSPCOG00000016113
otolemur_garnettii ENSOGAG00000005428
urocitellus_parryii ENSUPAG00010001657
marmota_marmota_marmota ENSMMMG00000017413
ictidomys_tridecemlineatus ENSSTOG00000012051
spermophilus_dauricus ENSSDAG00000020116
cavia_porcellus ENSCPOG00000023762
cavia_aperea ENSCAPG00000005357
octodon_degus ENSODEG00000011948
fukomys_damarensis ENSFDAG00000020090
mus_spicilegus ENSMSIG00000024732
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062064
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027820
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026827
rattus_norvegicus ENSRNOG00000036951
meriones_unguiculatus ENSMUGG00000004736
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003320
cricetulus_griseus_crigri-picr ENSCGRG00015004978
cricetulus_griseus_crigri_1.0 ENSCGRG00000014547
microtus_ochrogaster ENSMOCG00000018584
peromyscus_maniculatus_bairdii ENSPEMG00000000299
nannospalax_galili ENSNGAG00000021400
jaculus_jaculus ENSJJAG00000020547
castor_canadensis ENSCCNG00000027371
ochotona_princeps ENSOPRG00000007481
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029175
ochotona_princeps ENSOPRG00000015748
oryctolagus_cuniculus ENSOCUG00000004363
tupaia_belangeri ENSTBEG00000017253
loxodonta_africana ENSLAFG00000009350
procavia_capensis ENSPCAG00000013214
echinops_telfairi ENSETEG00000018736
dasypus_novemcinctus ENSDNOG00000017973
dasypus_novemcinctus ENSDNOG00000036866
choloepus_hoffmanni ENSCHOG00000004477
erinaceus_europaeus ENSEEUG00000003111
phascolarctos_cinereus ENSPCIG00000005732
notamacropus_eugenii ENSMEUG00000012788
sarcophilus_harrisii ENSSHAG00000000247
monodelphis_domestica ENSMODG00000023285
