choloepus_hoffmanni ENSCHOG00000002609
dasypus_novemcinctus ENSDNOG00000047482
bos_mutus ENSBMUG00000022507
bos_taurus ENSBTAG00000052102
bison_bison_bison ENSBBBG00000022820
capra_hircus ENSCHIG00000022091
ovis_aries ENSOARG00000012604
sus_scrofa ENSSSCG00000017237
pteropus_vampyrus ENSPVAG00000005715
ursus_maritimus ENSUMAG00000008095
ursus_americanus ENSUAMG00000002952
ailuropoda_melanoleuca ENSAMEG00000001377
neovison_vison ENSNVIG00000009707
mustela_putorius_furo ENSMPUG00000014213
vulpes_vulpes ENSVVUG00000010014
canis_lupus_familiaris ENSCAFG00000004561
felis_catus ENSFCAG00000045428
panthera_tigris_altaica ENSPTIG00000012497
equus_caballus ENSECAG00000010702
equus_asinus_asinus ENSEASG00005019011
rattus_norvegicus ENSRNOG00000036728
microtus_ochrogaster ENSMOCG00000011178
mus_spicilegus ENSMSIG00000028553
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018226
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063193
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017381
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018510
meriones_unguiculatus ENSMUGG00000022262
cricetulus_griseus_crigri_1.0 ENSCGRG00000011995
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008822
cricetulus_griseus_crigri-picr ENSCGRG00015010569
mesocricetus_auratus ENSMAUG00000020763
peromyscus_maniculatus_bairdii ENSPEMG00000028784
nannospalax_galili ENSNGAG00000023136
jaculus_jaculus ENSJJAG00000020934
castor_canadensis ENSCCNG00000005223
fukomys_damarensis ENSFDAG00000003034
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013751
chinchilla_lanigera ENSCLAG00000003353
cavia_porcellus ENSCPOG00000038725
marmota_marmota_marmota ENSMMMG00000010487
urocitellus_parryii ENSUPAG00010006673
spermophilus_dauricus ENSSDAG00000021007
ictidomys_tridecemlineatus ENSSTOG00000021566
ochotona_princeps ENSOPRG00000008089
pan_paniscus ENSPPAG00000026145
pan_troglodytes ENSPTRG00000009610
homo_sapiens ENSG00000178789
gorilla_gorilla ENSGGOG00000013480
pongo_abelii ENSPPYG00000008599
nomascus_leucogenys ENSNLEG00000002310
mandrillus_leucophaeus ENSMLEG00000037357
cercocebus_atys ENSCATG00000033920
macaca_mulatta ENSMMUG00000037742
macaca_fascicularis ENSMFAG00000043746
macaca_nemestrina ENSMNEG00000044948
papio_anubis ENSPANG00000020284
chlorocebus_sabaeus ENSCSAG00000004566
theropithecus_gelada ENSTGEG00000027080
piliocolobus_tephrosceles ENSPTEG00000000819
colobus_angolensis_palliatus ENSCANG00000034782
rhinopithecus_roxellana ENSRROG00000029075
rhinopithecus_bieti ENSRBIG00000043517
cebus_capucinus_imitator ENSCCAG00000035465
saimiri_boliviensis_boliviensis ENSSBOG00000027883
callithrix_jacchus ENSCJAG00000014880
aotus_nancymaae ENSANAG00000032736
carlito_syrichta ENSTSYG00000011448
microcebus_murinus ENSMICG00000037075
prolemur_simus ENSPSMG00000025672
propithecus_coquereli ENSPCOG00000027652
otolemur_garnettii ENSOGAG00000031160
equus_asinus_asinus ENSEASG00005019028
equus_caballus ENSECAG00000031455
dasypus_novemcinctus ENSDNOG00000044321
echinops_telfairi ENSETEG00000017712
