crocodylus_porosus ENSCPRG00005001422
spermophilus_dauricus ENSSDAG00000008885
paramormyrops_kingsleyae ENSPKIG00000014274
danio_rerio ENSDARG00000028401
astyanax_mexicanus ENSAMXG00000036821
ornithorhynchus_anatinus ENSOANG00000000801
takifugu_rubripes ENSTRUG00000009931
tetraodon_nigroviridis ENSTNIG00000000346
mola_mola ENSMMOG00000021844
gasterosteus_aculeatus ENSGACG00000018271
mastacembelus_armatus ENSMAMG00000009546
anabas_testudineus ENSATEG00000004769
poecilia_mexicana ENSPMEG00000024378
poecilia_formosa ENSPFOG00000012588
poecilia_latipinna ENSPLAG00000012196
poecilia_reticulata ENSPREG00000007310
gambusia_affinis ENSGAFG00000003130
xiphophorus_couchianus ENSXCOG00000008675
xiphophorus_maculatus ENSXMAG00000009464
cyprinodon_variegatus ENSCVAG00000021451
fundulus_heteroclitus ENSFHEG00000009704
kryptolebias_marmoratus ENSKMAG00000007158
poecilia_formosa ENSPFOG00000020056
astatotilapia_calliptera ENSACLG00000004974
pundamilia_nyererei ENSPNYG00000000239
maylandia_zebra ENSMZEG00005010589
oreochromis_niloticus ENSONIG00000020582
amphiprion_ocellaris ENSAOCG00000022651
periophthalmus_magnuspinnatus ENSPMGG00000011875
gadus_morhua ENSGMOG00000006166
esox_lucius ENSELUG00000004614
pygocentrus_nattereri ENSPNAG00000012410
scleropages_formosus ENSSFOG00015010713
scleropages_formosus ENSSFOG00015004486
ictalurus_punctatus ENSIPUG00000014903
danio_rerio ENSDARG00000030608
oryzias_latipes_asm223467v1 ENSORLG00000006261
oryzias_latipes_asm223471v1 ENSORLG00020009665
oryzias_latipes_asm223469v1 ENSORLG00015003969
fundulus_heteroclitus ENSFHEG00000009684
hippocampus_comes ENSHCOG00000002982
esox_lucius ENSELUG00000007547
astyanax_mexicanus ENSAMXG00000032903
paramormyrops_kingsleyae ENSPKIG00000014694
neolamprologus_brichardi ENSNBRG00000013584
haplochromis_burtoni ENSHBUG00000001668
amphiprion_percula ENSAPEG00000014498
cynoglossus_semilaevis ENSCSEG00000014213
scophthalmus_maximus ENSSMAG00000006225
seriola_lalandi_dorsalis ENSSLDG00000009003
seriola_dumerili ENSSDUG00000007281
labrus_bergylta ENSLBEG00000026002
kryptolebias_marmoratus ENSKMAG00000007191
amphilophus_citrinellus ENSACIG00000007241
acanthochromis_polyacanthus ENSAPOG00000007671
stegastes_partitus ENSSPAG00000010069
oryzias_melastigma ENSOMEG00000008047
mola_mola ENSMMOG00000004470
pygocentrus_nattereri ENSPNAG00000009725
poecilia_latipinna ENSPLAG00000012178
poecilia_mexicana ENSPMEG00000024380
xiphophorus_maculatus ENSXMAG00000009465
xiphophorus_couchianus ENSXCOG00000008680
poecilia_reticulata ENSPREG00000007175
gambusia_affinis ENSGAFG00000003159
cyprinodon_variegatus ENSCVAG00000021592
lepisosteus_oculatus ENSLOCG00000017483
pogona_vitticeps ENSPVIG00000019601
anolis_carolinensis ENSACAG00000014965
salvator_merianae ENSSMRG00000003788
sphenodon_punctatus ENSSPUG00000003186
chelonoidis_abingdonii ENSCABG00000006575
gopherus_agassizii ENSGAGG00000025392
chrysemys_picta_bellii ENSCPBG00000016648
pelodiscus_sinensis ENSPSIG00000000185
apteryx_owenii ENSAOWG00000016256
apteryx_rowi ENSARWG00000013764
dromaius_novaehollandiae ENSDNVG00000017929
nothoprocta_perdicaria ENSNPEG00000001708
gallus_gallus ENSGALG00000005475
coturnix_japonica ENSCJPG00005012033
meleagris_gallopavo ENSMGAG00000015720
numida_meleagris ENSNMEG00000012322
anser_brachyrhynchus ENSABRG00000020293
anas_platyrhynchos_platyrhynchos ENSAPLG00000001261
calidris_pygmaea ENSCPGG00000009123
melopsittacus_undulatus ENSMUNG00000012291
junco_hyemalis ENSJHYG00000008908
zonotrichia_albicollis ENSZALG00000002098
serinus_canaria ENSSCAG00000016916
ficedula_albicollis ENSFALG00000015169
lonchura_striata_domestica ENSLSDG00000007349
taeniopygia_guttata ENSTGUG00000007027
parus_major ENSPMJG00000011477
cyanistes_caeruleus ENSCCEG00000021143
manacus_vitellinus ENSMVIG00005003205
phascolarctos_cinereus ENSPCIG00000035045
monodelphis_domestica ENSMODG00000025151
sarcophilus_harrisii ENSSHAG00000010043
ursus_americanus ENSUAMG00000018664
ursus_maritimus ENSUMAG00000021490
ailuropoda_melanoleuca ENSAMEG00000019575
canis_lupus_familiaris ENSCAFG00000017087
canis_lupus_dingo ENSCAFG00020020337
vulpes_vulpes ENSVVUG00000003285
mustela_putorius_furo ENSMPUG00000005070
panthera_tigris_altaica ENSPTIG00000006525
felis_catus ENSFCAG00000021936
sus_scrofa ENSSSCG00000012392
prolemur_simus ENSPSMG00000025630
prolemur_simus ENSPSMG00000001546
microcebus_murinus ENSMICG00000042674
otolemur_garnettii ENSOGAG00000026825
macaca_mulatta ENSMMUG00000032426
equus_asinus_asinus ENSEASG00005022308
equus_caballus ENSECAG00000002323
capra_hircus ENSCHIG00000007957
ovis_aries ENSOARG00000005867
marmota_marmota_marmota ENSMMMG00000021790
urocitellus_parryii ENSUPAG00010005634
xenopus_tropicalis ENSXETG00000026277
xenopus_tropicalis ENSXETG00000026276
latimeria_chalumnae ENSLACG00000011841
