ursus_americanus ENSUAMG00000016056
ursus_maritimus ENSUMAG00000011337
ailuropoda_melanoleuca ENSAMEG00000018067
mustela_putorius_furo ENSMPUG00000009900
neovison_vison ENSNVIG00000002857
canis_lupus_dingo ENSCAFG00020018696
canis_lupus_familiaris ENSCAFG00000002736
vulpes_vulpes ENSVVUG00000008458
equus_asinus_asinus ENSEASG00005021676
equus_caballus ENSECAG00000008946
sus_scrofa ENSSSCG00000032690
sus_scrofa ENSSSCG00000032113
bos_mutus ENSBMUG00000012321
bos_taurus ENSBTAG00000015987
ovis_aries ENSOARG00000000628
ovis_aries ENSOARG00000000407
ovis_aries ENSOARG00000000731
bison_bison_bison ENSBBBG00000006075
capra_hircus ENSCHIG00000000371
bison_bison_bison ENSBBBG00000000360
ovis_aries ENSOARG00000000528
ovis_aries ENSOARG00000000589
sus_scrofa ENSSSCG00000039465
sus_scrofa ENSSSCG00000003247
sus_scrofa ENSSSCG00000035665
sus_scrofa ENSSSCG00000038825
sus_scrofa ENSSSCG00000003248
bos_mutus ENSBMUG00000012425
bos_mutus ENSBMUG00000012443
bison_bison_bison ENSBBBG00000015972
bos_mutus ENSBMUG00000012409
capra_hircus ENSCHIG00000013557
bos_taurus ENSBTAG00000051856
ovis_aries ENSOARG00000000533
ovis_aries ENSOARG00000015638
capra_hircus ENSCHIG00000010733
capra_hircus ENSCHIG00000026826
capra_hircus ENSCHIG00000012092
capra_hircus ENSCHIG00000010075
capra_hircus ENSCHIG00000026909
bos_taurus ENSBTAG00000015061
capra_hircus ENSCHIG00000000199
ovis_aries ENSOARG00000000370
capra_hircus ENSCHIG00000015100
ovis_aries ENSOARG00000000443
bos_taurus ENSBTAG00000040392
bos_mutus ENSBMUG00000001026
bison_bison_bison ENSBBBG00000023299
bos_taurus ENSBTAG00000046961
bison_bison_bison ENSBBBG00000007340
ovis_aries ENSOARG00000000830
capra_hircus ENSCHIG00000023461
ovis_aries ENSOARG00000000704
bos_mutus ENSBMUG00000024873
bos_taurus ENSBTAG00000015139
bison_bison_bison ENSBBBG00000000450
capra_hircus ENSCHIG00000000686
ovis_aries ENSOARG00000000771
bos_mutus ENSBMUG00000012241
bos_taurus ENSBTAG00000014328
bison_bison_bison ENSBBBG00000025104
capra_hircus ENSCHIG00000018215
ovis_aries ENSOARG00000015795
bison_bison_bison ENSBBBG00000019907
bos_taurus ENSBTAG00000054918
ovis_aries ENSOARG00000015929
ovis_aries ENSOARG00000015670
capra_hircus ENSCHIG00000026562
bos_mutus ENSBMUG00000016358
ovis_aries ENSOARG00000000721
bison_bison_bison ENSBBBG00000022342
bos_taurus ENSBTAG00000000336
bos_mutus ENSBMUG00000009396
bison_bison_bison ENSBBBG00000000674
bos_taurus ENSBTAG00000014953
bos_taurus ENSBTAG00000036224
bos_mutus ENSBMUG00000008480
ovis_aries ENSOARG00000002294
capra_hircus ENSCHIG00000000547
capra_hircus ENSCHIG00000019688
capra_hircus ENSCHIG00000014763
ovis_aries ENSOARG00000000546
bos_mutus ENSBMUG00000012252
bos_taurus ENSBTAG00000013345
bison_bison_bison ENSBBBG00000024635
ovis_aries ENSOARG00000015946
capra_hircus ENSCHIG00000012440
bos_taurus ENSBTAG00000009364
bos_taurus ENSBTAG00000009171
bison_bison_bison ENSBBBG00000000692
bos_mutus ENSBMUG00000026506
bos_taurus ENSBTAG00000002290
bison_bison_bison ENSBBBG00000015626
capra_hircus ENSCHIG00000009884
ovis_aries ENSOARG00000000359
vicugna_pacos ENSVPAG00000012158
myotis_lucifugus ENSMLUG00000015433
theropithecus_gelada ENSTGEG00000006577
prolemur_simus ENSPSMG00000023589
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030136
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054753
mus_spicilegus ENSMSIG00000000409
rattus_norvegicus ENSRNOG00000054438
meriones_unguiculatus ENSMUGG00000008575
cricetulus_griseus_crigri-picr ENSCGRG00015011157
cricetulus_griseus_crigri_1.0 ENSCGRG00000000040
mesocricetus_auratus ENSMAUG00000013595
peromyscus_maniculatus_bairdii ENSPEMG00000015126
microtus_ochrogaster ENSMOCG00000005685
nannospalax_galili ENSNGAG00000015974
castor_canadensis ENSCCNG00000011986
cavia_aperea ENSCAPG00000007669
cavia_porcellus ENSCPOG00000025434
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020953
dipodomys_ordii ENSDORG00000029371
oryctolagus_cuniculus ENSOCUG00000004403
loxodonta_africana ENSLAFG00000012650
dasypus_novemcinctus ENSDNOG00000036817
