sarcophilus_harrisii ENSSHAG00000014473
phascolarctos_cinereus ENSPCIG00000013442
monodelphis_domestica ENSMODG00000004647
loxodonta_africana ENSLAFG00000003086
procavia_capensis ENSPCAG00000015490
echinops_telfairi ENSETEG00000009745
dasypus_novemcinctus ENSDNOG00000040865
ailuropoda_melanoleuca ENSAMEG00000008759
ursus_maritimus ENSUMAG00000013044
neovison_vison ENSNVIG00000005653
mustela_putorius_furo ENSMPUG00000011148
canis_lupus_familiaris ENSCAFG00000007591
canis_lupus_dingo ENSCAFG00020001848
vulpes_vulpes ENSVVUG00000012919
panthera_pardus ENSPPRG00000024545
panthera_tigris_altaica ENSPTIG00000007437
felis_catus ENSFCAG00000024414
equus_caballus ENSECAG00000019778
equus_asinus_asinus ENSEASG00005018387
ovis_aries ENSOARG00000007726
capra_hircus ENSCHIG00000019351
bison_bison_bison ENSBBBG00000014521
bos_mutus ENSBMUG00000010993
bos_taurus ENSBTAG00000013211
tursiops_truncatus ENSTTRG00000004624
sus_scrofa ENSSSCG00000015791
vicugna_pacos ENSVPAG00000008740
pteropus_vampyrus ENSPVAG00000001033
myotis_lucifugus ENSMLUG00000000510
erinaceus_europaeus ENSEEUG00000001024
sorex_araneus ENSSARG00000013695
castor_canadensis ENSCCNG00000004976
dipodomys_ordii ENSDORG00000015705
peromyscus_maniculatus_bairdii ENSPEMG00000012341
microtus_ochrogaster ENSMOCG00000005943
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012133
cricetulus_griseus_crigri-picr ENSCGRG00015021440
cricetulus_griseus_crigri_1.0 ENSCGRG00000010470
mesocricetus_auratus ENSMAUG00000014869
mus_spicilegus ENSMSIG00000031360
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031631
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032143
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031029
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021497
rattus_norvegicus ENSRNOG00000032192
meriones_unguiculatus ENSMUGG00000016134
nannospalax_galili ENSNGAG00000009449
jaculus_jaculus ENSJJAG00000022129
chinchilla_lanigera ENSCLAG00000013411
octodon_degus ENSODEG00000004330
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003876
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002721
fukomys_damarensis ENSFDAG00000009133
cavia_porcellus ENSCPOG00000013081
ictidomys_tridecemlineatus ENSSTOG00000010864
marmota_marmota_marmota ENSMMMG00000012234
spermophilus_dauricus ENSSDAG00000000533
urocitellus_parryii ENSUPAG00010003971
oryctolagus_cuniculus ENSOCUG00000002591
ochotona_princeps ENSOPRG00000002785
tupaia_belangeri ENSTBEG00000014221
pan_troglodytes ENSPTRG00000016647
pan_paniscus ENSPPAG00000029614
gorilla_gorilla ENSGGOG00000007515
homo_sapiens ENSG00000164323
pongo_abelii ENSPPYG00000015243
nomascus_leucogenys ENSNLEG00000011148
colobus_angolensis_palliatus ENSCANG00000013612
piliocolobus_tephrosceles ENSPTEG00000017706
rhinopithecus_bieti ENSRBIG00000042003
rhinopithecus_roxellana ENSRROG00000042997
macaca_fascicularis ENSMFAG00000007379
macaca_mulatta ENSMMUG00000015473
macaca_nemestrina ENSMNEG00000034867
chlorocebus_sabaeus ENSCSAG00000002977
cercocebus_atys ENSCATG00000025732
papio_anubis ENSPANG00000021866
theropithecus_gelada ENSTGEG00000023990
mandrillus_leucophaeus ENSMLEG00000031537
cebus_capucinus_imitator ENSCCAG00000028043
saimiri_boliviensis_boliviensis ENSSBOG00000026555
callithrix_jacchus ENSCJAG00000005867
aotus_nancymaae ENSANAG00000032364
carlito_syrichta ENSTSYG00000004238
propithecus_coquereli ENSPCOG00000003005
microcebus_murinus ENSMICG00000010870
prolemur_simus ENSPSMG00000024934
otolemur_garnettii ENSOGAG00000030937
otolemur_garnettii ENSOGAG00000027608
ornithorhynchus_anatinus ENSOANG00000011138
ornithorhynchus_anatinus ENSOANG00000002173
anser_brachyrhynchus ENSABRG00000020230
anas_platyrhynchos_platyrhynchos ENSAPLG00000011187
gallus_gallus ENSGALG00000010611
coturnix_japonica ENSCJPG00005009598
numida_meleagris ENSNMEG00000014491
meleagris_gallopavo ENSMGAG00000006201
