poecilia_formosa ENSPFOG00000022109
poecilia_mexicana ENSPMEG00000005086
oryzias_melastigma ENSOMEG00000019829
oreochromis_niloticus ENSONIG00000007909
haplochromis_burtoni ENSHBUG00000015145
anabas_testudineus ENSATEG00000017030
acanthochromis_polyacanthus ENSAPOG00000009515
hippocampus_comes ENSHCOG00000007520
cynoglossus_semilaevis ENSCSEG00000009175
esox_lucius ENSELUG00000018773
xiphophorus_couchianus ENSXCOG00000004911
neolamprologus_brichardi ENSNBRG00000000262
takifugu_rubripes ENSTRUG00000024259
astyanax_mexicanus ENSAMXG00000040476
pygocentrus_nattereri ENSPNAG00000003920
