notechis_scutatus ENSNSUG00000012856
salvator_merianae ENSSMRG00000018967
zonotrichia_albicollis ENSZALG00000009670
junco_hyemalis ENSJHYG00000009077
ficedula_albicollis ENSFALG00000007381
taeniopygia_guttata ENSTGUG00000009984
lonchura_striata_domestica ENSLSDG00000000242
serinus_canaria ENSSCAG00000003724
cyanistes_caeruleus ENSCCEG00000022932
parus_major ENSPMJG00000018755
lepidothrix_coronata ENSLCOG00000014226
manacus_vitellinus ENSMVIG00005003245
anas_platyrhynchos_platyrhynchos ENSAPLG00000008934
anser_brachyrhynchus ENSABRG00000007695
meleagris_gallopavo ENSMGAG00000008080
coturnix_japonica ENSCJPG00005011163
gallus_gallus ENSGALG00000006719
numida_meleagris ENSNMEG00000022286
calidris_pygmaea ENSCPGG00000016227
calidris_pugnax ENSCPUG00000009996
melopsittacus_undulatus ENSMUNG00000013428
apteryx_owenii ENSAOWG00000011737
apteryx_haastii ENSAHAG00000009103
apteryx_rowi ENSARWG00000000033
dromaius_novaehollandiae ENSDNVG00000009540
chelonoidis_abingdonii ENSCABG00000002650
gopherus_agassizii ENSGAGG00000025339
chrysemys_picta_bellii ENSCPBG00000002314
pelodiscus_sinensis ENSPSIG00000013258
crocodylus_porosus ENSCPRG00005002280
sphenodon_punctatus ENSSPUG00000014683
nothoprocta_perdicaria ENSNPEG00000009208
latimeria_chalumnae ENSLACG00000017616
xenopus_tropicalis ENSXETG00000027678
pteropus_vampyrus ENSPVAG00000011391
erinaceus_europaeus ENSEEUG00000006269
equus_asinus_asinus ENSEASG00005019920
equus_caballus ENSECAG00000011443
propithecus_coquereli ENSPCOG00000017180
microcebus_murinus ENSMICG00000035844
prolemur_simus ENSPSMG00000010862
otolemur_garnettii ENSOGAG00000000095
pan_paniscus ENSPPAG00000027723
pan_troglodytes ENSPTRG00000014135
gorilla_gorilla ENSGGOG00000016405
homo_sapiens ENSG00000128266
nomascus_leucogenys ENSNLEG00000015483
rhinopithecus_roxellana ENSRROG00000028700
rhinopithecus_bieti ENSRBIG00000028071
colobus_angolensis_palliatus ENSCANG00000034828
piliocolobus_tephrosceles ENSPTEG00000023545
papio_anubis ENSPANG00000024410
mandrillus_leucophaeus ENSMLEG00000036503
theropithecus_gelada ENSTGEG00000028895
cercocebus_atys ENSCATG00000001087
macaca_mulatta ENSMMUG00000001776
macaca_nemestrina ENSMNEG00000042663
macaca_fascicularis ENSMFAG00000045950
chlorocebus_sabaeus ENSCSAG00000014024
saimiri_boliviensis_boliviensis ENSSBOG00000022448
callithrix_jacchus ENSCJAG00000009778
cebus_capucinus_imitator ENSCCAG00000023782
aotus_nancymaae ENSANAG00000023295
oryctolagus_cuniculus ENSOCUG00000004912
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016247
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040009
mus_spicilegus ENSMSIG00000018982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015434
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030850
rattus_norvegicus ENSRNOG00000001313
meriones_unguiculatus ENSMUGG00000010917
cricetulus_griseus_crigri-picr ENSCGRG00015017030
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018902
cricetulus_griseus_crigri_1.0 ENSCGRG00000012660
mesocricetus_auratus ENSMAUG00000017932
microtus_ochrogaster ENSMOCG00000001656
nannospalax_galili ENSNGAG00000011493
peromyscus_maniculatus_bairdii ENSPEMG00000015875
jaculus_jaculus ENSJJAG00000010986
castor_canadensis ENSCCNG00000021418
dipodomys_ordii ENSDORG00000027110
cavia_aperea ENSCAPG00000017979
cavia_porcellus ENSCPOG00000033926
chinchilla_lanigera ENSCLAG00000010101
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014840
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011460
fukomys_damarensis ENSFDAG00000017808
octodon_degus ENSODEG00000008736
marmota_marmota_marmota ENSMMMG00000024434
ictidomys_tridecemlineatus ENSSTOG00000014033
urocitellus_parryii ENSUPAG00010004743
spermophilus_dauricus ENSSDAG00000019533
carlito_syrichta ENSTSYG00000032439
mustela_putorius_furo ENSMPUG00000002842
neovison_vison ENSNVIG00000020720
ailuropoda_melanoleuca ENSAMEG00000008944
canis_lupus_dingo ENSCAFG00020004758
canis_lupus_familiaris ENSCAFG00000013663
vulpes_vulpes ENSVVUG00000019221
panthera_pardus ENSPPRG00000014901
felis_catus ENSFCAG00000002047
ursus_maritimus ENSUMAG00000000442
ursus_americanus ENSUAMG00000010970
panthera_tigris_altaica ENSPTIG00000011879
pongo_abelii ENSPPYG00000011618
ochotona_princeps ENSOPRG00000016783
tursiops_truncatus ENSTTRG00000009080
sus_scrofa ENSSSCG00000010046
bos_taurus ENSBTAG00000047664
bos_mutus ENSBMUG00000001784
capra_hircus ENSCHIG00000015734
loxodonta_africana ENSLAFG00000007218
procavia_capensis ENSPCAG00000014100
dasypus_novemcinctus ENSDNOG00000041567
phascolarctos_cinereus ENSPCIG00000002091
notamacropus_eugenii ENSMEUG00000007244
monodelphis_domestica ENSMODG00000010036
sarcophilus_harrisii ENSSHAG00000005492
paramormyrops_kingsleyae ENSPKIG00000018034
scleropages_formosus ENSSFOG00015016143
xiphophorus_maculatus ENSXMAG00000021014
xiphophorus_couchianus ENSXCOG00000005166
gambusia_affinis ENSGAFG00000008010
poecilia_formosa ENSPFOG00000019721
poecilia_mexicana ENSPMEG00000003460
poecilia_reticulata ENSPREG00000010097
cyprinodon_variegatus ENSCVAG00000007055
fundulus_heteroclitus ENSFHEG00000022430
kryptolebias_marmoratus ENSKMAG00000010081
oryzias_latipes_asm223467v1 ENSORLG00000024304
oryzias_latipes_asm223471v1 ENSORLG00020014656
oryzias_latipes_asm223469v1 ENSORLG00015002264
oryzias_melastigma ENSOMEG00000001672
gasterosteus_aculeatus ENSGACG00000017251
mastacembelus_armatus ENSMAMG00000009740
monopterus_albus ENSMALG00000016898
anabas_testudineus ENSATEG00000017697
amphiprion_ocellaris ENSAOCG00000006420
amphiprion_percula ENSAPEG00000008597
acanthochromis_polyacanthus ENSAPOG00000012621
stegastes_partitus ENSSPAG00000003266
haplochromis_burtoni ENSHBUG00000015983
pundamilia_nyererei ENSPNYG00000011560
astatotilapia_calliptera ENSACLG00000019056
maylandia_zebra ENSMZEG00005018064
neolamprologus_brichardi ENSNBRG00000000563
oreochromis_niloticus ENSONIG00000003631
amphilophus_citrinellus ENSACIG00000019232
seriola_lalandi_dorsalis ENSSLDG00000015973
seriola_dumerili ENSSDUG00000016730
scophthalmus_maximus ENSSMAG00000020299
labrus_bergylta ENSLBEG00000023199
mola_mola ENSMMOG00000021341
periophthalmus_magnuspinnatus ENSPMGG00000006835
cynoglossus_semilaevis ENSCSEG00000016658
hippocampus_comes ENSHCOG00000003455
tetraodon_nigroviridis ENSTNIG00000009126
takifugu_rubripes ENSTRUG00000022735
gadus_morhua ENSGMOG00000016175
esox_lucius ENSELUG00000018929
astyanax_mexicanus ENSAMXG00000017245
pygocentrus_nattereri ENSPNAG00000021985
ictalurus_punctatus ENSIPUG00000022723
danio_rerio ENSDARG00000099844
paramormyrops_kingsleyae ENSPKIG00000020776
scleropages_formosus ENSSFOG00015010124
lepisosteus_oculatus ENSLOCG00000002815
ornithorhynchus_anatinus ENSOANG00000005379
ursus_americanus ENSUAMG00000026091
mola_mola ENSMMOG00000021342
poecilia_latipinna ENSPLAG00000001101
anolis_carolinensis ENSACAG00000002258
pogona_vitticeps ENSPVIG00000010726
eptatretus_burgeri ENSEBUG00000006803
