lepisosteus_oculatus ENSLOCG00000012782
scleropages_formosus ENSSFOG00015020096
gambusia_affinis ENSGAFG00000004851
cynoglossus_semilaevis ENSCSEG00000020503
esox_lucius ENSELUG00000024168
phascolarctos_cinereus ENSPCIG00000035268
notamacropus_eugenii ENSMEUG00000007403
sarcophilus_harrisii ENSSHAG00000006796
monodelphis_domestica ENSMODG00000020367
bos_taurus ENSBTAG00000019975
bos_mutus ENSBMUG00000001884
bison_bison_bison ENSBBBG00000000453
capra_hircus ENSCHIG00000020828
ovis_aries ENSOARG00000011239
tursiops_truncatus ENSTTRG00000016138
sus_scrofa ENSSSCG00000016832
vicugna_pacos ENSVPAG00000007569
equus_caballus ENSECAG00000033707
equus_caballus ENSECAG00000010973
equus_caballus ENSECAG00000036014
equus_asinus_asinus ENSEASG00005014779
ailuropoda_melanoleuca ENSAMEG00000002557
ursus_maritimus ENSUMAG00000012137
mustela_putorius_furo ENSMPUG00000015064
neovison_vison ENSNVIG00000002927
canis_lupus_familiaris ENSCAFG00000018752
canis_lupus_dingo ENSCAFG00020016678
vulpes_vulpes ENSVVUG00000010886
panthera_tigris_altaica ENSPTIG00000014889
panthera_pardus ENSPPRG00000004281
felis_catus ENSFCAG00000009200
pteropus_vampyrus ENSPVAG00000001512
myotis_lucifugus ENSMLUG00000009826
sorex_araneus ENSSARG00000010545
erinaceus_europaeus ENSEEUG00000002342
marmota_marmota_marmota ENSMMMG00000002727
marmota_marmota_marmota ENSMMMG00000002836
spermophilus_dauricus ENSSDAG00000000951
cavia_porcellus ENSCPOG00000040614
cavia_aperea ENSCAPG00000011098
chinchilla_lanigera ENSCLAG00000015625
octodon_degus ENSODEG00000017590
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005306
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008202
fukomys_damarensis ENSFDAG00000005016
castor_canadensis ENSCCNG00000024440
dipodomys_ordii ENSDORG00000030122
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020556
mus_spicilegus ENSMSIG00000030891
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003882
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019659
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016039
rattus_norvegicus ENSRNOG00000058446
meriones_unguiculatus ENSMUGG00000003844
cricetulus_griseus_crigri_1.0 ENSCGRG00000011863
cricetulus_griseus_crigri-picr ENSCGRG00015016602
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016104
mesocricetus_auratus ENSMAUG00000016037
peromyscus_maniculatus_bairdii ENSPEMG00000027082
microtus_ochrogaster ENSMOCG00000000984
nannospalax_galili ENSNGAG00000000177
jaculus_jaculus ENSJJAG00000015821
oryctolagus_cuniculus ENSOCUG00000011402
ochotona_princeps ENSOPRG00000006987
pan_troglodytes ENSPTRG00000016790
pan_paniscus ENSPPAG00000039723
homo_sapiens ENSG00000168685
gorilla_gorilla ENSGGOG00000014862
pongo_abelii ENSPPYG00000015396
nomascus_leucogenys ENSNLEG00000015949
macaca_fascicularis ENSMFAG00000040996
macaca_mulatta ENSMMUG00000001676
macaca_nemestrina ENSMNEG00000031607
papio_anubis ENSPANG00000021405
theropithecus_gelada ENSTGEG00000006865
cercocebus_atys ENSCATG00000035894
mandrillus_leucophaeus ENSMLEG00000034155
chlorocebus_sabaeus ENSCSAG00000017048
rhinopithecus_roxellana ENSRROG00000040353
rhinopithecus_bieti ENSRBIG00000031377
colobus_angolensis_palliatus ENSCANG00000041851
piliocolobus_tephrosceles ENSPTEG00000025137
saimiri_boliviensis_boliviensis ENSSBOG00000031974
cebus_capucinus_imitator ENSCCAG00000031319
callithrix_jacchus ENSCJAG00000018379
aotus_nancymaae ENSANAG00000035265
carlito_syrichta ENSTSYG00000011892
prolemur_simus ENSPSMG00000004092
microcebus_murinus ENSMICG00000001648
propithecus_coquereli ENSPCOG00000002642
tupaia_belangeri ENSTBEG00000012940
loxodonta_africana ENSLAFG00000012936
procavia_capensis ENSPCAG00000004477
echinops_telfairi ENSETEG00000020217
choloepus_hoffmanni ENSCHOG00000012280
dasypus_novemcinctus ENSDNOG00000038558
ornithorhynchus_anatinus ENSOANG00000004142
apteryx_haastii ENSAHAG00000010302
apteryx_owenii ENSAOWG00000008733
apteryx_rowi ENSARWG00000012557
dromaius_novaehollandiae ENSDNVG00000013021
nothoprocta_perdicaria ENSNPEG00000002002
coturnix_japonica ENSCJPG00005006697
gallus_gallus ENSGALG00000013372
meleagris_gallopavo ENSMGAG00000008918
numida_meleagris ENSNMEG00000003492
anser_brachyrhynchus ENSABRG00000002729
anas_platyrhynchos_platyrhynchos ENSAPLG00000007308
lonchura_striata_domestica ENSLSDG00000010488
taeniopygia_guttata ENSTGUG00000001996
serinus_canaria ENSSCAG00000007875
zonotrichia_albicollis ENSZALG00000008237
parus_major ENSPMJG00000015800
cyanistes_caeruleus ENSCCEG00000010625
ficedula_albicollis ENSFALG00000002085
manacus_vitellinus ENSMVIG00005009393
lepidothrix_coronata ENSLCOG00000007077
calidris_pygmaea ENSCPGG00000008629
calidris_pugnax ENSCPUG00000018481
