cynoglossus_semilaevis ENSCSEG00000001563
labrus_bergylta ENSLBEG00000026726
monopterus_albus ENSMALG00000020213
mastacembelus_armatus ENSMAMG00000015709
anabas_testudineus ENSATEG00000004827
seriola_dumerili ENSSDUG00000021078
seriola_lalandi_dorsalis ENSSLDG00000014152
scophthalmus_maximus ENSSMAG00000016850
labrus_bergylta ENSLBEG00000026716
gasterosteus_aculeatus ENSGACG00000003193
poecilia_formosa ENSPFOG00000001096
poecilia_mexicana ENSPMEG00000006660
poecilia_latipinna ENSPLAG00000015150
poecilia_reticulata ENSPREG00000004459
xiphophorus_maculatus ENSXMAG00000010720
xiphophorus_couchianus ENSXCOG00000008079
gambusia_affinis ENSGAFG00000020275
fundulus_heteroclitus ENSFHEG00000022043
cyprinodon_variegatus ENSCVAG00000012920
kryptolebias_marmoratus ENSKMAG00000021036
oryzias_latipes_asm223467v1 ENSORLG00000003602
oryzias_latipes_asm223469v1 ENSORLG00015001743
oryzias_latipes_asm223471v1 ENSORLG00020005170
oryzias_melastigma ENSOMEG00000005894
astatotilapia_calliptera ENSACLG00000020452
maylandia_zebra ENSMZEG00005004691
haplochromis_burtoni ENSHBUG00000008376
pundamilia_nyererei ENSPNYG00000013962
neolamprologus_brichardi ENSNBRG00000007754
oreochromis_niloticus ENSONIG00000004612
amphilophus_citrinellus ENSACIG00000005369
amphiprion_percula ENSAPEG00000001386
amphiprion_ocellaris ENSAOCG00000020780
acanthochromis_polyacanthus ENSAPOG00000012261
stegastes_partitus ENSSPAG00000018178
takifugu_rubripes ENSTRUG00000011719
tetraodon_nigroviridis ENSTNIG00000003894
periophthalmus_magnuspinnatus ENSPMGG00000020612
gadus_morhua ENSGMOG00000004383
esox_lucius ENSELUG00000004047
pygocentrus_nattereri ENSPNAG00000024101
astyanax_mexicanus ENSAMXG00000018927
danio_rerio ENSDARG00000076110
