caenorhabditis_elegans_strain_n2 WBGene00017948
drosophila_melanogaster FBgn0052476
calidris_pugnax ENSCPUG00000012645
calidris_pygmaea ENSCPGG00000015859
melopsittacus_undulatus ENSMUNG00000006116
coturnix_japonica ENSCJPG00005005210
gallus_gallus ENSGALG00000032882
meleagris_gallopavo ENSMGAG00000014523
numida_meleagris ENSNMEG00000011167
dromaius_novaehollandiae ENSDNVG00000008716
nothoprocta_perdicaria ENSNPEG00000009179
crocodylus_porosus ENSCPRG00005014425
salvator_merianae ENSSMRG00000023063
phascolarctos_cinereus ENSPCIG00000016359
sarcophilus_harrisii ENSSHAG00000001519
monodelphis_domestica ENSMODG00000021075
pan_troglodytes ENSPTRG00000013854
pan_paniscus ENSPPAG00000005532
homo_sapiens ENSG00000166979
pongo_abelii ENSPPYG00000011361
nomascus_leucogenys ENSNLEG00000003679
gorilla_gorilla ENSGGOG00000005797
macaca_mulatta ENSMMUG00000048824
cercocebus_atys ENSCATG00000027012
mandrillus_leucophaeus ENSMLEG00000031085
macaca_fascicularis ENSMFAG00000034125
macaca_nemestrina ENSMNEG00000035226
chlorocebus_sabaeus ENSCSAG00000009625
papio_anubis ENSPANG00000015096
theropithecus_gelada ENSTGEG00000027341
colobus_angolensis_palliatus ENSCANG00000030083
piliocolobus_tephrosceles ENSPTEG00000012561
rhinopithecus_bieti ENSRBIG00000034927
rhinopithecus_roxellana ENSRROG00000036246
cebus_capucinus_imitator ENSCCAG00000021119
saimiri_boliviensis_boliviensis ENSSBOG00000028646
callithrix_jacchus ENSCJAG00000009130
aotus_nancymaae ENSANAG00000020771
carlito_syrichta ENSTSYG00000009837
prolemur_simus ENSPSMG00000009373
microcebus_murinus ENSMICG00000038077
propithecus_coquereli ENSPCOG00000024196
otolemur_garnettii ENSOGAG00000009260
castor_canadensis ENSCCNG00000029205
dipodomys_ordii ENSDORG00000014732
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007768
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012718
fukomys_damarensis ENSFDAG00000017672
chinchilla_lanigera ENSCLAG00000007978
cavia_porcellus ENSCPOG00000025257
octodon_degus ENSODEG00000002480
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000509
cricetulus_griseus_crigri-picr ENSCGRG00015013198
cricetulus_griseus_crigri_1.0 ENSCGRG00000015897
peromyscus_maniculatus_bairdii ENSPEMG00000022619
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039903
mus_spicilegus ENSMSIG00000016689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020949
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016654
rattus_norvegicus ENSRNOG00000002072
meriones_unguiculatus ENSMUGG00000012521
nannospalax_galili ENSNGAG00000013376
jaculus_jaculus ENSJJAG00000011026
urocitellus_parryii ENSUPAG00010001637
ictidomys_tridecemlineatus ENSSTOG00000026039
marmota_marmota_marmota ENSMMMG00000000337
oryctolagus_cuniculus ENSOCUG00000012278
ochotona_princeps ENSOPRG00000013563
tupaia_belangeri ENSTBEG00000015591
bos_taurus ENSBTAG00000017310
bos_mutus ENSBMUG00000007846
bison_bison_bison ENSBBBG00000017293
capra_hircus ENSCHIG00000017088
sus_scrofa ENSSSCG00000021598
pteropus_vampyrus ENSPVAG00000000890
neovison_vison ENSNVIG00000005072
mustela_putorius_furo ENSMPUG00000001147
canis_lupus_dingo ENSCAFG00020025979
canis_lupus_familiaris ENSCAFG00000008978
panthera_pardus ENSPPRG00000023151
panthera_tigris_altaica ENSPTIG00000020753
felis_catus ENSFCAG00000012496
equus_caballus ENSECAG00000018743
equus_asinus_asinus ENSEASG00005007691
erinaceus_europaeus ENSEEUG00000009187
procavia_capensis ENSPCAG00000015599
echinops_telfairi ENSETEG00000010495
choloepus_hoffmanni ENSCHOG00000012393
dasypus_novemcinctus ENSDNOG00000024185
maylandia_zebra ENSMZEG00005024355
astatotilapia_calliptera ENSACLG00000002197
haplochromis_burtoni ENSHBUG00000007845
oreochromis_niloticus ENSONIG00000004674
amphilophus_citrinellus ENSACIG00000009192
amphiprion_ocellaris ENSAOCG00000009913
amphiprion_percula ENSAPEG00000021107
acanthochromis_polyacanthus ENSAPOG00000002866
anabas_testudineus ENSATEG00000002297
seriola_dumerili ENSSDUG00000013028
seriola_lalandi_dorsalis ENSSLDG00000021547
cynoglossus_semilaevis ENSCSEG00000019574
labrus_bergylta ENSLBEG00000014876
poecilia_mexicana ENSPMEG00000007585
poecilia_latipinna ENSPLAG00000017504
poecilia_formosa ENSPFOG00000017032
xiphophorus_maculatus ENSXMAG00000017584
cyprinodon_variegatus ENSCVAG00000019286
oryzias_melastigma ENSOMEG00000014384
oryzias_latipes_asm223471v1 ENSORLG00020011918
gasterosteus_aculeatus ENSGACG00000020577
stegastes_partitus ENSSPAG00000006731
takifugu_rubripes ENSTRUG00000007523
mastacembelus_armatus ENSMAMG00000013359
periophthalmus_magnuspinnatus ENSPMGG00000016758
danio_rerio ENSDARG00000056024
