esox_lucius ENSELUG00000017471
paramormyrops_kingsleyae ENSPKIG00000016217
takifugu_rubripes ENSTRUG00000023313
tetraodon_nigroviridis ENSTNIG00000008895
mola_mola ENSMMOG00000002468
labrus_bergylta ENSLBEG00000019784
hippocampus_comes ENSHCOG00000014706
monopterus_albus ENSMALG00000010619
seriola_dumerili ENSSDUG00000013550
seriola_lalandi_dorsalis ENSSLDG00000017523
scophthalmus_maximus ENSSMAG00000010315
amphiprion_percula ENSAPEG00000018382
amphiprion_ocellaris ENSAOCG00000006307
amphiprion_percula ENSAPEG00000018441
acanthochromis_polyacanthus ENSAPOG00000019532
stegastes_partitus ENSSPAG00000006043
xiphophorus_maculatus ENSXMAG00000007092
gambusia_affinis ENSGAFG00000001465
poecilia_mexicana ENSPMEG00000024043
poecilia_latipinna ENSPLAG00000007190
poecilia_formosa ENSPFOG00000020271
poecilia_reticulata ENSPREG00000005817
cyprinodon_variegatus ENSCVAG00000009986
fundulus_heteroclitus ENSFHEG00000013482
kryptolebias_marmoratus ENSKMAG00000010376
oryzias_latipes_asm223469v1 ENSORLG00015014120
oryzias_latipes_asm223471v1 ENSORLG00020017570
oryzias_latipes_asm223467v1 ENSORLG00000025263
oryzias_melastigma ENSOMEG00000012737
maylandia_zebra ENSMZEG00005006875
astatotilapia_calliptera ENSACLG00000020613
pundamilia_nyererei ENSPNYG00000004168
haplochromis_burtoni ENSHBUG00000020873
neolamprologus_brichardi ENSNBRG00000010022
oreochromis_niloticus ENSONIG00000008266
amphilophus_citrinellus ENSACIG00000003430
cynoglossus_semilaevis ENSCSEG00000000104
periophthalmus_magnuspinnatus ENSPMGG00000008396
gasterosteus_aculeatus ENSGACG00000005695
pygocentrus_nattereri ENSPNAG00000015926
anolis_carolinensis ENSACAG00000023847
notechis_scutatus ENSNSUG00000010735
salvator_merianae ENSSMRG00000016212
petromyzon_marinus ENSPMAG00000010000
