gallus_gallus ENSGALG00000051739
pogona_vitticeps ENSPVIG00000005366
phascolarctos_cinereus ENSPCIG00000022138
equus_caballus ENSECAG00000033532
equus_asinus_asinus ENSEASG00005009421
capra_hircus ENSCHIG00000025915
ursus_americanus ENSUAMG00000008099
ursus_maritimus ENSUMAG00000023203
canis_lupus_dingo ENSCAFG00020025758
vulpes_vulpes ENSVVUG00000014826
neovison_vison ENSNVIG00000013188
panthera_tigris_altaica ENSPTIG00000018625
panthera_pardus ENSPPRG00000021380
felis_catus ENSFCAG00000039293
cavia_porcellus ENSCPOG00000007075
cavia_aperea ENSCAPG00000006940
cricetulus_griseus_crigri-picr ENSCGRG00015000641
meriones_unguiculatus ENSMUGG00000009456
urocitellus_parryii ENSUPAG00010009301
spermophilus_dauricus ENSSDAG00000005431
marmota_marmota_marmota ENSMMMG00000022129
theropithecus_gelada ENSTGEG00000018304
papio_anubis ENSPANG00000034901
piliocolobus_tephrosceles ENSPTEG00000036499
aotus_nancymaae ENSANAG00000019275
peromyscus_maniculatus_bairdii ENSPEMG00000024635
serinus_canaria ENSSCAG00000013394
lonchura_striata_domestica ENSLSDG00000014871
cyanistes_caeruleus ENSCCEG00000010764
junco_hyemalis ENSJHYG00000000800
zonotrichia_albicollis ENSZALG00000004128
parus_major ENSPMJG00000012497
sphenodon_punctatus ENSSPUG00000017003
