takifugu_rubripes ENSTRUG00000016139
tetraodon_nigroviridis ENSTNIG00000015625
mola_mola ENSMMOG00000000549
gasterosteus_aculeatus ENSGACG00000014666
labrus_bergylta ENSLBEG00000008130
mastacembelus_armatus ENSMAMG00000004034
monopterus_albus ENSMALG00000001084
anabas_testudineus ENSATEG00000005565
cynoglossus_semilaevis ENSCSEG00000007807
cynoglossus_semilaevis ENSCSEG00000007950
cynoglossus_semilaevis ENSCSEG00000020924
scophthalmus_maximus ENSSMAG00000012823
seriola_lalandi_dorsalis ENSSLDG00000014984
seriola_dumerili ENSSDUG00000017901
poecilia_formosa ENSPFOG00000014400
poecilia_mexicana ENSPMEG00000016710
poecilia_latipinna ENSPLAG00000005525
poecilia_reticulata ENSPREG00000004323
xiphophorus_maculatus ENSXMAG00000002678
xiphophorus_couchianus ENSXCOG00000010401
gambusia_affinis ENSGAFG00000006630
cyprinodon_variegatus ENSCVAG00000017335
fundulus_heteroclitus ENSFHEG00000005219
kryptolebias_marmoratus ENSKMAG00000002092
oryzias_latipes_asm223471v1 ENSORLG00020013089
oryzias_latipes_asm223467v1 ENSORLG00000000299
oryzias_latipes_asm223469v1 ENSORLG00015004733
oryzias_melastigma ENSOMEG00000009907
amphiprion_percula ENSAPEG00000011341
amphiprion_ocellaris ENSAOCG00000010833
acanthochromis_polyacanthus ENSAPOG00000023269
stegastes_partitus ENSSPAG00000016444
maylandia_zebra ENSMZEG00005021789
pundamilia_nyererei ENSPNYG00000007570
astatotilapia_calliptera ENSACLG00000023695
haplochromis_burtoni ENSHBUG00000010316
oreochromis_niloticus ENSONIG00000010539
neolamprologus_brichardi ENSNBRG00000015767
amphilophus_citrinellus ENSACIG00000002432
periophthalmus_magnuspinnatus ENSPMGG00000022257
hippocampus_comes ENSHCOG00000014897
gadus_morhua ENSGMOG00000009265
esox_lucius ENSELUG00000005217
astyanax_mexicanus ENSAMXG00000001837
pygocentrus_nattereri ENSPNAG00000017367
ictalurus_punctatus ENSIPUG00000018289
danio_rerio ENSDARG00000062579
paramormyrops_kingsleyae ENSPKIG00000023462
scleropages_formosus ENSSFOG00015017139
scleropages_formosus ENSSFOG00015019576
paramormyrops_kingsleyae ENSPKIG00000009546
lepisosteus_oculatus ENSLOCG00000003115
castor_canadensis ENSCCNG00000015133
dipodomys_ordii ENSDORG00000002861
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009156
cricetulus_griseus_crigri_1.0 ENSCGRG00000010734
mesocricetus_auratus ENSMAUG00000018530
peromyscus_maniculatus_bairdii ENSPEMG00000013999
microtus_ochrogaster ENSMOCG00000006589
mus_spicilegus ENSMSIG00000018656
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016892
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020393
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016050
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016841
rattus_norvegicus ENSRNOG00000051487
meriones_unguiculatus ENSMUGG00000023526
nannospalax_galili ENSNGAG00000011633
jaculus_jaculus ENSJJAG00000000752
ictidomys_tridecemlineatus ENSSTOG00000006611
urocitellus_parryii ENSUPAG00010002829
spermophilus_dauricus ENSSDAG00000024921
marmota_marmota_marmota ENSMMMG00000017627
chinchilla_lanigera ENSCLAG00000010641
octodon_degus ENSODEG00000017265
cavia_porcellus ENSCPOG00000011832
cavia_aperea ENSCAPG00000016075
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009079
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015846
fukomys_damarensis ENSFDAG00000009051
tupaia_belangeri ENSTBEG00000006349
erinaceus_europaeus ENSEEUG00000013004
pteropus_vampyrus ENSPVAG00000009811
myotis_lucifugus ENSMLUG00000012018
equus_asinus_asinus ENSEASG00005010045
equus_caballus ENSECAG00000008652
ovis_aries ENSOARG00000003201
capra_hircus ENSCHIG00000020431
bos_mutus ENSBMUG00000025110
bison_bison_bison ENSBBBG00000010582
bos_taurus ENSBTAG00000009773
