meleagris_gallopavo ENSMGAG00000005630
gallus_gallus ENSGALG00000053631
numida_meleagris ENSNMEG00000015664
anser_brachyrhynchus ENSABRG00000011455
calidris_pygmaea ENSCPGG00000007684
junco_hyemalis ENSJHYG00000008103
lonchura_striata_domestica ENSLSDG00000013127
serinus_canaria ENSSCAG00000007217
lepidothrix_coronata ENSLCOG00000011026
melopsittacus_undulatus ENSMUNG00000004578
anas_platyrhynchos_platyrhynchos ENSAPLG00000029180
parus_major ENSPMJG00000019054
ficedula_albicollis ENSFALG00000006493
cyanistes_caeruleus ENSCCEG00000006657
taeniopygia_guttata ENSTGUG00000005927
calidris_pugnax ENSCPUG00000020043
apteryx_rowi ENSARWG00000014393
apteryx_owenii ENSAOWG00000007432
apteryx_haastii ENSAHAG00000014031
dromaius_novaehollandiae ENSDNVG00000008329
crocodylus_porosus ENSCPRG00005015829
gopherus_agassizii ENSGAGG00000025622
chelonoidis_abingdonii ENSCABG00000019081
sphenodon_punctatus ENSSPUG00000006925
chinchilla_lanigera ENSCLAG00000009479
octodon_degus ENSODEG00000017938
cavia_porcellus ENSCPOG00000014826
cavia_aperea ENSCAPG00000000358
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006756
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016739
fukomys_damarensis ENSFDAG00000013527
urocitellus_parryii ENSUPAG00010015773
marmota_marmota_marmota ENSMMMG00000000890
ictidomys_tridecemlineatus ENSSTOG00000000652
castor_canadensis ENSCCNG00000022116
dipodomys_ordii ENSDORG00000008182
mus_spicilegus ENSMSIG00000019818
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027053
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028357
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026089
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028424
rattus_norvegicus ENSRNOG00000007080
meriones_unguiculatus ENSMUGG00000023667
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024100
cricetulus_griseus_crigri_1.0 ENSCGRG00000008805
cricetulus_griseus_crigri-picr ENSCGRG00015014068
mesocricetus_auratus ENSMAUG00000014676
microtus_ochrogaster ENSMOCG00000003021
peromyscus_maniculatus_bairdii ENSPEMG00000023254
nannospalax_galili ENSNGAG00000012672
jaculus_jaculus ENSJJAG00000022090
oryctolagus_cuniculus ENSOCUG00000002800
ochotona_princeps ENSOPRG00000005581
pan_troglodytes ENSPTRG00000021285
pan_paniscus ENSPPAG00000040072
gorilla_gorilla ENSGGOG00000014204
homo_sapiens ENSG00000136883
pongo_abelii ENSPPYG00000019529
nomascus_leucogenys ENSNLEG00000016783
colobus_angolensis_palliatus ENSCANG00000025360
piliocolobus_tephrosceles ENSPTEG00000034978
rhinopithecus_roxellana ENSRROG00000035337
rhinopithecus_bieti ENSRBIG00000030814
theropithecus_gelada ENSTGEG00000027988
papio_anubis ENSPANG00000025787
mandrillus_leucophaeus ENSMLEG00000028439
macaca_mulatta ENSMMUG00000008561
macaca_nemestrina ENSMNEG00000037785
macaca_fascicularis ENSMFAG00000037359
cercocebus_atys ENSCATG00000041255
chlorocebus_sabaeus ENSCSAG00000012590
callithrix_jacchus ENSCJAG00000018007
cebus_capucinus_imitator ENSCCAG00000024056
saimiri_boliviensis_boliviensis ENSSBOG00000035997
aotus_nancymaae ENSANAG00000025674
carlito_syrichta ENSTSYG00000000747
microcebus_murinus ENSMICG00000015186
propithecus_coquereli ENSPCOG00000026239
prolemur_simus ENSPSMG00000011996
otolemur_garnettii ENSOGAG00000014830
tupaia_belangeri ENSTBEG00000000443
pteropus_vampyrus ENSPVAG00000011946
myotis_lucifugus ENSMLUG00000009044
equus_caballus ENSECAG00000019503
equus_asinus_asinus ENSEASG00005022657
bos_mutus ENSBMUG00000025377
bos_mutus ENSBMUG00000025381
bos_taurus ENSBTAG00000015685
bison_bison_bison ENSBBBG00000010262
capra_hircus ENSCHIG00000018125
ovis_aries ENSOARG00000006114
tursiops_truncatus ENSTTRG00000005411
sus_scrofa ENSSSCG00000005486
erinaceus_europaeus ENSEEUG00000010416
ursus_maritimus ENSUMAG00000019474
ursus_americanus ENSUAMG00000012140
ailuropoda_melanoleuca ENSAMEG00000012834
mustela_putorius_furo ENSMPUG00000008106
neovison_vison ENSNVIG00000009759
canis_lupus_familiaris ENSCAFG00000003313
canis_lupus_dingo ENSCAFG00020000459
vulpes_vulpes ENSVVUG00000003436
panthera_pardus ENSPPRG00000005534
panthera_tigris_altaica ENSPTIG00000021749
felis_catus ENSFCAG00000000164
loxodonta_africana ENSLAFG00000007376
procavia_capensis ENSPCAG00000000223
echinops_telfairi ENSETEG00000000338
dasypus_novemcinctus ENSDNOG00000000945
phascolarctos_cinereus ENSPCIG00000027000
notamacropus_eugenii ENSMEUG00000006265
sarcophilus_harrisii ENSSHAG00000015700
monodelphis_domestica ENSMODG00000003966
ornithorhynchus_anatinus ENSOANG00000006934
latimeria_chalumnae ENSLACG00000005284
paramormyrops_kingsleyae ENSPKIG00000011111
scleropages_formosus ENSSFOG00015014088
ciona_intestinalis ENSCING00000007984
drosophila_melanogaster FBgn0263076
